,planet_density,planet_radius,planet_mass
4725,4.59,0.77,0.381
4726,5.51,1.05,1.16
4727,2.73,2.26,5.73
4728,2.84,2.19,5.43
4729,5.34,1.35,2.39
4730,2.43,2.47,6.66
4731,4.35,1.58,3.12
4732,1.74,3.19,10.3
4733,1.47,3.64,12.9
4734,1.71,3.23,10.5
4735,4.99,0.89,0.64
4736,3.5,1.87,4.16
4737,2.3,2.58,7.18
4738,5.04,1.41,2.57
4739,2.13,2.73,7.9
4740,2.45,2.45,6.57
4741,1.02,4.82,20.7
4742,1.8,3.11,9.85
4743,1.93,2.95,9.01
4744,1.73,3.2,10.3
4745,2.21,2.66,7.56
4746,2.64,2.32,5.99
4747,3.47,1.88,4.19
4748,3.72,1.78,3.82
4749,6.02,1.23,2.04
4750,1.59,11.874,483.0
4751,5.38,1.017,1.03
4752,5.54,1.06,1.2
4753,2.64,2.32,5.99
4754,2.77,2.23,5.6
4755,5.22,0.96,0.84
4756,3.56,1.84,4.04
4757,4.28,1.6,3.19
4758,2.88,2.17,5.35
4759,1.2,9.18,158.915
4760,2.5,2.213,5.0
4761,2.13,4.52,47.8
4762,0.253,14.0,126.4
4763,6.36,11.994,1868.8404
4764,2.71,2.27,5.77
4765,2.55,2.38,6.26
4766,3.86,1.73,3.64
4767,1.6,3.87,17.0
4768,1.66,3.304,10.9
4769,1.86,3.033,9.45
4770,2.03,2.839,8.44
4771,1.99,2.883,8.66
4772,1.7,3.236,10.5
4773,1.9,2.984,9.19
4774,1.16,4.348,17.4
4775,2.08,2.78,8.15
4776,3.41,1.901,4.27
4777,3.9,1.718,3.6
4778,4.03,1.674,3.44
4779,5.97,1.238,2.06
4780,1.68,10.16,321.00669
4781,1.63,3.356,11.2
4782,5.47,1.326,2.32
4783,1.91,2.97,9.11
4784,1.94,2.936,8.93
4785,1.73,3.206,10.4
4786,1.79,3.125,9.93
4787,1.61,3.377,11.3
4788,2.16,2.702,7.76
4789,1.66,3.304,10.9
4790,3.06,2.069,4.93
4791,4.82,1.46,2.73
4792,2.17,2.69,7.7
4793,5.29,1.36,2.42
4794,2.33,2.553,7.05
4795,1.98,2.889,8.7
4796,3.48,1.875,4.17
4797,2.0,2.871,8.6
4798,2.3,2.577,7.16
4799,4.97,1.426,2.62
4800,4.09,1.656,3.38
4801,5.83,1.262,2.13
4802,5.17,0.947,0.799
4803,5.75,1.13,1.51
4804,5.96,1.21,1.92
4805,5.91,1.25,2.1
4806,2.83,2.2,5.48
4807,2.3,2.58,7.18
4808,2.05,2.811,8.3
4809,3.58,1.835,4.02
4810,5.68,1.112,1.42
4811,5.67,1.289,2.21
4812,5.27,0.977,0.894
4813,5.89,1.18,1.76
4814,5.72,1.119,1.46
4815,2.05,2.81,8.29
4816,5.83,1.26,2.12
4817,5.56,1.073,1.25
4818,4.4,1.567,3.08
4819,1.35,14.68,778.65
4820,13.9,3.2,82.6
4821,2.01,2.86,8.55
4822,1.97,2.901,8.76
4823,2.79,2.222,5.57
4824,4.28,1.602,3.2
4825,4.07,11.949,1322.16617
4826,2.977353,2.03,4.47
4827,3.528714,2.05,5.42
4829,1.79,3.124,9.93
4830,2.61,2.34,6.08
4831,2.32,2.56,7.08
4832,3.44,1.89,4.23
4833,1.73,3.197,10.3
4834,3.37,1.923,4.36
4835,2.69,2.284,5.83
4836,3.9,1.717,3.59
4837,1.69,3.264,10.7
4838,1.24,4.14,16.0
4839,2.49,2.425,6.46
4840,1.89,2.989,9.21
4841,2.31,2.569,7.12
4842,1.32,3.95,14.8
4843,2.59,2.35,6.12
4844,2.01,2.86,8.55
4845,2.74,2.25,5.69
4846,2.1,2.76,8.05
4847,1.72,3.216,10.4
4848,1.79,3.119,9.9
4849,2.0,2.867,8.58
4850,1.99,2.88,8.65
4851,2.03,2.837,8.43
4852,2.05,2.813,8.31
4853,2.38,2.509,6.84
4854,1.75,3.173,10.2
4855,1.93,2.955,9.04
4856,1.34,3.894,14.4
4857,5.66,1.29,2.21
4858,2.48,2.43,6.48
4859,1.12,4.485,18.4
4860,1.94,2.933,8.92
4861,1.25,4.099,15.7
4862,1.46,3.636,12.8
4863,1.82,3.089,9.74
4864,5.94,1.194,1.84
4865,1.35,3.877,14.3
4866,0.878,5.395,25.1
4867,2.04,2.825,8.37
4868,2.48,2.431,6.48
4869,3.28,1.96,4.5
4870,4.7,1.49,2.83
4871,2.84,2.19,5.43
4872,1.65,3.323,11.0
4873,5.75,1.273,2.16
4874,2.86,2.178,5.38
4875,4.28,1.599,3.18
4876,1.4,3.768,13.6
4877,3.35,1.929,4.38
4878,0.455,8.935,59.1
4879,1.19,4.265,16.8
4880,2.15,2.713,7.81
4881,4.23,1.613,3.23
4882,2.32,2.56,7.08
4883,1.81,3.1,9.8
4884,0.764,6.004,30.1
4885,3.6,1.824,3.98
4886,1.1,4.541,18.7
4887,2.78,2.227,5.59
4888,2.47,2.44,6.53
4889,0.78,5.917,29.4
4890,4.77,1.472,2.77
4891,1.93,2.947,8.99
4892,2.31,2.571,7.13
4893,5.03,0.904,0.676
4894,4.94,1.43,2.63
4895,7.19,2.6,23.0
4896,5.28,2.51,15.2
4897,4.87,1.45,2.7
4898,2.68,2.29,5.86
4899,5.12,1.391,2.51
4900,2.1,2.76,8.05
4901,5.8,1.147,1.59
4902,1.09,4.555,18.8
4903,2.4,2.495,6.78
4904,2.7,2.279,5.81
4905,1.88,3.013,9.34
4906,2.77,2.233,5.62
4907,1.12,4.465,18.2
4908,0.75,3.5,5.84
4909,0.121,8.73,14.7
4910,2.02,2.841,8.45
4911,1.28,4.055,15.5
4912,2.18,2.686,7.68
4913,1.54,3.505,12.1
4914,1.74,3.182,10.2
4915,1.46,3.648,12.9
4916,2.26,2.612,7.33
4917,2.94,2.132,5.19
4918,1.87,3.017,9.36
4919,1.86,3.033,9.44
4920,1.97,2.9,8.75
4921,1.99,2.88,8.65
4922,1.32,3.95,14.8
4923,1.49,3.606,12.7
4924,2.55,2.381,6.26
4925,2.78,2.229,5.6
4926,5.5,1.319,2.3
4927,2.06,2.799,8.24
4928,2.16,2.704,7.77
4929,1.75,3.163,10.1
4930,2.64,2.319,5.99
4931,2.55,2.379,6.25
4932,2.03,2.831,8.4
4933,4.15,1.64,3.33
4934,3.2,2.0,4.66
4935,1.77,3.145,10.0
4936,1.79,3.121,9.91
4937,2.37,2.52,6.89
4938,1.39,3.79,13.8
4939,3.68,1.794,3.87
4940,4.06,1.663,3.4
4941,2.11,2.75,8.0
4942,1.84,3.058,9.58
4943,2.65,2.309,5.94
4944,1.24,4.128,15.9
4945,4.9,2.0,6.9
4946,0.59,5.49,17.3
4947,0.27,6.98,16.4
4948,4.66,1.5,2.86
4949,1.88,3.01,9.32
4950,5.33,0.997,0.961
4951,2.16,2.709,7.8
4952,4.04,1.671,3.43
4953,2.63,2.322,6.0
4954,4.3,1.596,3.18
4955,4.47,1.545,3.0
4956,2.59,2.356,6.15
4957,2.16,2.704,7.77
4958,1.87,3.025,9.4
4959,4.6,1.513,2.9
4960,5.77,1.27,2.15
4961,3.22,1.99,4.62
4962,1.33,3.918,14.6
4963,1.36,3.848,14.1
4964,2.63,2.325,6.01
4965,5.03,1.413,2.58
4966,2.56,2.37,6.21
4967,2.11,2.749,7.99
4968,3.27,1.968,4.53
4969,2.71,2.273,5.79
4970,3.91,1.714,3.58
4971,1.34,3.904,14.5
4972,2.3,2.58,7.18
4973,1.58,3.43,11.6
4974,1.79,3.119,9.9
4975,2.28,2.592,7.24
4976,2.22,2.648,7.5
4977,3.03,2.086,5.0
4978,2.55,2.381,6.26
4979,4.99,1.422,2.61
4980,4.76,1.475,2.78
4981,3.52,1.856,4.1
4982,2.98,2.116,5.13
4983,2.42,2.479,6.71
4984,3.08,2.06,4.9
4985,16.8,2.27,35.7
4986,1.65,3.33,11.1
4987,3.26,1.97,4.54
4988,6.01,1.227,2.02
4989,5.6,1.3,2.24
4990,4.83,1.459,2.73
4991,1.52,3.534,12.2
4992,2.33,2.553,7.05
4993,3.06,2.067,4.92
4994,4.08,1.66,3.4
4995,3.31,1.949,4.46
4996,2.58,2.36,6.17
4997,6.32,1.97,8.8
4998,2.41,2.49,6.76
4999,2.08,2.778,8.13
5000,4.69,1.489,2.82
5001,2.59,2.354,6.14
5002,2.16,2.709,7.8
5003,1.86,3.036,9.46
5004,2.47,2.438,6.52
5005,3.77,1.764,3.76
5006,2.12,2.745,7.97
5007,5.05,1.409,2.57
5008,2.54,2.387,6.29
5009,5.87,1.17,1.71
5010,3.16,2.02,4.74
5011,4.44,0.729,0.313
5012,1.34,3.9,14.5
5013,3.46,1.886,4.22
5014,4.58,1.519,2.92
5015,2.29,2.587,7.21
5016,5.99,1.216,1.96
5017,3.85,1.734,3.66
5018,3.28,1.961,4.5
5019,2.49,2.422,6.44
5020,4.33,1.583,3.13
5021,5.56,1.07,1.24
5022,5.91,1.25,2.1
5023,5.09,1.4,2.54
5024,5.77,1.27,2.15
5025,5.87,1.17,1.71
5026,5.77,1.139,1.55
5027,2.81,2.207,5.5
5028,2.82,2.203,5.49
5029,2.72,2.263,5.74
5030,4.52,0.754,0.353
5031,4.36,1.577,3.11
5032,3.04,2.082,4.99
5033,5.81,1.16,1.65
5034,1.78,3.15,10.1
5035,5.72,1.12,1.46
5036,5.04,1.41,2.57
5037,2.2,2.67,7.61
5038,3.0,2.101,5.07
5039,2.49,2.422,6.44
5040,2.55,2.384,6.28
5041,4.19,1.626,3.28
5042,2.81,2.211,5.52
5043,1.72,3.227,10.5
5044,5.28,0.98,0.905
5045,4.05,0.624,0.179
5046,1.96,2.92,8.86
5047,3.07,2.065,4.92
5048,4.01,1.68,3.46
5049,1.74,3.19,10.3
5050,2.97,2.117,5.13
5051,1.9,2.981,9.17
5052,4.7,1.487,2.81
5053,1.7,3.251,10.6
5054,3.64,1.814,3.95
5055,4.6,1.511,2.89
5056,2.29,2.582,7.18
5057,1.95,2.925,8.88
5058,5.47,1.326,2.32
5059,1.93,2.944,8.98
5060,5.96,1.21,1.92
5061,9.25,2.38,22.7
5062,4.92,0.869,0.587
5063,4.57,1.521,2.93
5064,3.57,1.837,4.03
5065,3.93,1.706,3.55
5066,5.93,1.201,1.87
5067,2.97,2.119,5.14
5068,1.81,3.099,9.8
5069,2.05,2.814,8.32
5070,5.13,0.934,0.76
5071,4.45,1.551,3.02
5072,10.4,2.209,8.4
5073,1.44,3.68,13.1
5074,0.954,5.06,22.5
5075,4.41,1.56,3.05
5076,4.82,1.46,2.73
5077,4.2,1.623,3.27
5078,4.75,1.474,2.77
5079,5.88,1.176,1.74
5080,2.69,2.286,5.85
5081,5.13,1.39,2.51
5082,4.89,1.446,2.69
5083,2.09,2.776,8.13
5084,4.92,0.87,0.589
5085,5.81,1.155,1.63
5086,5.61,1.092,1.33
5087,5.39,1.34,2.36
5088,3.52,1.86,4.12
5089,2.7,2.28,5.82
5090,5.89,1.184,1.78
5091,5.37,1.011,1.01
5092,5.3,1.357,2.41
5093,4.58,1.519,2.92
5094,1.93,2.943,8.97
5095,1.71,3.218,10.4
5096,2.25,2.618,7.35
5097,3.44,1.89,4.23
5098,2.67,2.298,5.89
5099,2.24,2.624,7.38
5100,2.12,2.74,7.95
5101,2.07,2.79,8.2
5102,5.39,1.02,1.04
5103,1.92,2.954,9.03
5104,1.98,2.895,8.72
5105,2.68,2.291,5.86
5106,3.29,1.96,4.5
5107,2.21,2.654,7.53
5108,1.89,3.002,9.28
5109,2.64,2.315,5.97
5110,1.6,3.406,11.5
5111,3.22,1.992,4.63
5112,1.83,3.073,9.65
5113,2.54,2.39,6.3
5114,2.11,2.75,8.0
5115,4.53,1.53,2.95
5116,2.22,2.653,7.53
5117,4.6,1.515,2.91
5118,5.89,1.18,1.76
5119,5.07,0.913,0.702
5120,2.39,2.503,6.82
5121,1.77,3.166,10.2
5122,1.87,3.023,9.39
5123,3.6,1.828,4.0
5124,5.84,1.165,1.68
5125,4.61,1.51,2.89
5126,2.28,2.59,7.22
5127,2.52,2.4,6.35
5128,4.46,1.547,3.01
5129,2.22,2.65,7.51
5130,2.97,2.117,5.13
5131,4.47,1.549,3.02
5132,2.1,2.76,8.05
5133,5.67,1.289,2.21
5134,2.41,2.488,6.75
5135,5.38,1.01,1.01
5136,5.44,1.033,1.09
5137,2.79,2.22,5.56
5138,3.14,2.03,4.78
5139,4.46,1.55,3.02
5140,4.55,1.527,2.95
5141,2.64,2.321,6.0
5142,5.98,1.239,2.07
5143,5.69,1.286,2.2
5144,3.66,1.802,3.9
5145,5.85,1.167,1.69
5146,5.61,1.089,1.32
5147,5.16,0.944,0.79
5148,3.09,2.051,4.86
5149,5.78,1.143,1.57
5150,3.42,1.9,4.27
5151,2.76,2.24,5.65
5152,2.21,2.661,7.56
5153,5.56,1.307,2.26
5154,4.21,1.619,3.25
5155,5.98,1.215,1.95
5156,4.49,0.744,0.337
5157,3.73,1.781,3.83
5158,5.31,1.354,2.4
5159,5.66,1.105,1.39
5160,4.45,0.73,0.315
5161,4.66,1.5,2.86
5162,4.01,1.682,3.47
5163,5.39,1.02,1.04
5164,15.7,1.23,5.3
5165,5.99,1.22,1.98
5166,5.05,0.91,0.693
5167,22.2,0.802,2.02
5168,18.4,0.868,2.11
5169,2.05,2.82,8.35
5170,2.43,2.47,6.66
5171,4.54,1.53,2.96
5172,1.8,3.11,9.85
5173,1.7,3.25,10.6
5174,8.2,1.868,9.7
5175,2.5,3.047,12.75
5176,2.7,2.744,10.07
5179,1.05,4.71,19.96
5180,2.95,2.13,5.18
5181,4.31,1.59,3.15
5182,2.44,2.46,6.62
5183,2.02,2.85,8.5
5184,4.17,1.63,3.29
5185,3.54,1.85,4.08
5186,2.31,2.57,7.13
5187,273.0,2.47,749.9
5188,62.4,1.44,33.9
5189,2.35,2.53,6.94
5190,3.7,1.79,3.86
5191,4.61,1.51,2.89
5192,4.15,1.64,3.33
5193,5.95,1.2,1.87
5194,3.75,1.77,3.78
5195,5.9,1.19,1.81
5196,4.39,1.57,3.09
5197,4.66,1.5,2.86
5198,1.67,3.31,11.0
5199,4.17,1.63,3.29
5200,5.14,1.39,2.51
5201,5.95,1.2,1.87
5202,4.73,1.48,2.79
5203,2.73,2.26,5.73
5204,1.81,3.1,9.8
5205,6.4,1.639,5.08
5206,1.94,2.94,8.96
5207,1.48,3.62,12.8
5208,5.85,1.26,2.13
5209,46.8,1.29,18.3
5210,5.6,1.09,1.32
5211,2.12,2.74,7.95
5212,4.21,1.62,3.26
5213,2.61,2.34,6.08
5214,2.26,2.61,7.32
5215,2.95,2.13,5.18
5216,4.21,1.62,3.26
5217,3.75,1.77,3.78
5218,9.5,2.39,23.6
5219,3.8,1.75,3.71
5220,2.59,2.35,6.12
5221,1.85,3.04,9.48
5222,2.77,2.23,5.6
5223,3.54,1.85,4.08
5224,5.5,1.32,2.3
5225,4.73,1.48,2.79
5226,1.77,3.14,10.0
5227,2.21,2.66,7.56
5228,1.93,2.95,9.01
5229,1.5,3.58,12.5
5230,4.73,2.81,19.1
5231,14.7,2.38,36.0
5232,4.73,0.81,0.457
5233,4.39,1.57,3.09
5234,5.28,0.98,0.904
5235,5.44,1.33,2.33
5236,3.92,1.71,3.57
5237,3.3,2.93,15.1
5238,2.13,2.73,7.9
5239,2.24,2.63,7.41
5240,1.76,3.16,10.1
5241,1.07,4.64,19.4
5242,1.44,3.69,13.2
5243,1.54,2.99,7.4
5244,0.71,3.44,5.1
5245,0.31,5.24,8.0
5246,0.28,4.6,4.8
5247,5.14,1.39,2.51
5248,1.79,3.12,9.91
5249,2.66,2.3,5.9
5250,3.26,1.97,4.54
5251,5.95,1.2,1.87
5252,3.56,1.84,4.04
5253,35.4,1.55,24.0
5254,21.2,2.27,45.2
5255,5.99,1.22,1.98
5256,1.8,3.11,9.85
5257,1.85,3.04,9.48
5258,4.54,1.53,2.96
5259,2.16,2.7,7.75
5260,1.28,4.04,15.4
5261,2.83,2.2,5.48
5262,0.992,4.92,21.5
5263,1.37,3.85,14.2
