,orbital_period_[days],orbit_semi-major_axis_[au]),planet_radius,planet_mass,planet_density,eccentricity,equilibrium_temperature_[k],ratio_of_semi-major_axis_to_stellar_radius,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],stellar_metallicity_[dex],distance_[pc],number_of_planets,insolation_flux_earth,stellar_surface_gravity,stellar_age_[gyr]
2175,8.1934719,0.0785,1.53,2.96,4.54,0.0,1144.0,11.8,6228.0,1.42,1.16,-0.1,1502.32,4.0,588.4,4.19,3.8
2176,20.4966197,0.1447,2.12,5.14,2.96,0.0,843.0,24.8713,6228.0,1.42,1.16,-0.1,1502.32,4.0,173.17,4.19,3.8
2177,4.75793986,0.0547,1.69,3.5,3.98,0.0,1372.0,8.2,6228.0,1.42,1.16,-0.1,1502.32,4.0,1211.82,4.19,3.8
2178,12.1097104,0.1019,2.48,6.71,2.42,0.0,1005.0,15.3,6228.0,1.42,1.16,-0.1,1502.32,4.0,349.19,4.19,3.8
2179,1.02267882,0.019,1.36,2.42,5.29,0.0,1734.0,5.785,6014.0,1.13,1.08,0.02,1068.68,1.0,3345.45,4.37,3.31
2180,1.22486632,0.0219,1.12,1.46,5.71,0.0,1741.0,5.562,5282.0,0.79,0.82,-0.19,852.0,1.0,2174.33,4.57,4.47
2181,2.85313364,0.0367,1.26,2.13,5.85,0.0,1016.0,9.1,5043.0,0.77,0.82,-0.01,399.034,2.0,302.57,4.58,4.9
2182,1.26909037,0.0214,1.76,3.75,3.78,0.0,1331.0,3.01,5043.0,0.77,0.82,-0.01,399.034,2.0,889.89,4.58,4.9
2183,14.5596237,0.116,2.01,4.7,3.18,0.0,758.0,20.086,5935.0,1.08,1.06,0.05,1770.27,1.0,216.47,4.39,3.8
2184,5.74772501,0.054,1.91,4.31,3.4,0.0,641.0,12.6,4346.0,0.65,0.68,-0.03,274.767,1.0,41.67,4.65,3.63
2185,18.82747265,0.1353,2.81,8.3,2.06,0.0,632.0,31.72,5373.0,0.83,0.87,-0.08,1232.29,1.0,45.28,4.54,4.07
2186,17.44490636,0.1263,2.46,6.62,2.44,0.0,679.0,32.38,5387.0,0.84,0.87,-0.06,760.43,1.0,39.01,4.54,4.47
2187,4.08899022,0.0533,1.62,3.26,4.21,0.0,1537.0,8.84,6160.0,1.23,1.15,0.03,1296.02,2.0,778.59,4.32,3.09
2188,9.42887179,0.093,3.07,9.64,1.83,0.0,1163.0,16.709,6160.0,1.23,1.15,0.03,1296.02,2.0,255.74,4.32,3.09
2189,8.8849116,0.0818,11.77,3209.9,11.0,0.57,767.0,19.77,5200.0,0.89,0.91,0.3,835.356,1.0,106.48,4.5,6.2
2190,17.31716585,0.1054,3.1,9.8,1.81,0.0,454.0,38.3,5009.0,0.75,0.79,-0.11,721.027,1.0,24.63,4.59,4.57
2191,7.40742793,0.0745,2.52,6.9,2.37,0.0,938.0,16.137,5934.0,1.1,1.07,0.08,1705.99,1.0,439.78,4.38,3.72
2212,3.98442,0.049,2.16,7.25,3.97,0.075,1311.0,10.11,5863.0,1.05,1.02,0.018,45.683,2.0,464.96,4.4,4.6
2221,11.8143,0.1066,7.398,34.9613,0.471,0.22,1089.0,13.11,5576.0,1.75,1.16,0.421,132.345,1.0,275.64,4.02,7.53
2242,55.087,0.262,3.89,42.44,3.98,0.197,385.0,64.676,5212.0,0.87,0.83,0.04,36.9941,1.0,7.42,4.54,5.08
2255,9.4897116,0.0805,2.12,8.3,4.8,0.05,751.0,24.2,5212.0,0.73,0.85,-0.23,21.5618,1.0,41.92,4.64,3.9
2301,0.9809734,0.01782,22.754,1021.18779,0.48,0.0,1411.0,5.289,4590.0,0.72,0.78,0.18,61.7856,1.0,661.0,4.61,4.1
2342,1.6739035,0.0301,3.88,21.8,2.04,0.0,1841.0,5.21,5945.0,1.24,1.15,0.22,188.959,1.0,1915.0,4.33,0.75
2345,1.9741954,0.0242,1.79,3.86,3.7,0.09,798.0,10.89,3712.0,0.48,0.51,0.18,189.289,1.0,62.1,4.78,0.79
2348,4.733999,0.0581,5.33,59.4,2.22,0.18,1360.0,9.86,5599.0,1.76,1.17,0.36,477.295,1.0,762.0,4.02,7.8
2353,5.817685,0.0642,12.14,410.0007,1.97,0.0,1098.0,12.08,5660.0,1.24,1.04,0.27,635.722,1.0,170.93,4.27,5.9
2354,11.3909311,0.0943,10.447,638.8351,3.08,0.081,701.0,24.63,4920.0,0.82,0.86,0.41,475.758,1.0,40.0,4.54,7.2
2355,20.272615,0.143,12.06,266.9772,0.82,0.137,619.0,38.68,5657.0,0.88,0.95,-0.1,413.591,1.0,33.06,4.53,10.7
2375,9.1751,0.0916,14.572,155.7367,0.277,0.29,1586.0,4.76,4840.0,3.85,1.08,-0.01,609.818,1.0,293.37,3.3,8.5
2381,17.307137,0.11728,2.91,8.8,1.96,0.13,425.0,39.0,4499.0,0.66,0.74,0.15,59.2474,3.0,11.9,4.66,0.688
2384,2.35309,0.03385,1.51,3.1,4.9,0.048,1157.0,8.5,5356.3,0.86,0.94,0.14,202.585,6.0,486.0,4.54,2.8
2385,3.56004,0.04461,2.299,6.31,2.8,0.045,1012.0,11.1,5356.3,0.86,0.94,0.14,202.585,6.0,279.0,4.54,2.8
2386,5.40479,0.05893,2.39,7.92,3.1,0.043,888.0,14.7,5356.3,0.86,0.94,0.14,202.585,6.0,160.0,4.54,2.8
2387,8.26146,0.0782,3.39,12.97,1.8,0.077,757.0,19.5,5356.3,0.86,0.94,0.14,202.585,6.0,91.1,4.54,2.8
2388,12.75758,0.10447,2.904,1.63,0.4,0.062,653.0,26.1,5356.3,0.86,0.94,0.14,202.585,6.0,51.0,4.54,2.8
2389,41.96797,0.23109,3.013,4.32,0.9,0.059,445.0,57.7,5356.3,0.86,0.94,0.14,202.585,6.0,9.29,4.54,2.8
2392,6.569188,0.068,13.563,295.58042,0.66,0.0,962.0,14.1,5585.0,1.06,0.96,0.1,347.917,1.0,204.0,4.4,9.8
2395,2.6446,0.0248,2.05,5.77,3.69,0.129,534.0,15.25,3385.0,0.33,0.33,-0.02,79.3002,2.0,20.7,4.9,5.0
2428,9.97857,0.0999,2.264,5.75,2.72,0.41,1131.0,14.72,6141.0,1.46,1.34,0.425,80.8994,1.0,229.0,4.24,2.1
2445,8.8656511,0.0734,2.52,11.44182,5.6,0.0,802.0,21.93,5306.0,0.72,0.72,-0.5,203.896,1.0,67.0,4.57,9.5
2447,4.7369683,0.0526,2.69,20.0,5.6,0.04,969.0,14.23,5170.0,0.79,0.86,0.12,154.83,1.0,146.9,4.61,2.07
2463,7.9222,0.074,7.0,32.4,0.334,0.2,854.0,18.5,5322.0,0.82,0.88,0.06,289.827,3.0,87.7,4.51,8.0
2464,11.8993,0.0971,4.1,10.8,0.94,0.21,745.0,24.09,5322.0,0.82,0.88,0.06,289.827,3.0,48.8,4.51,8.0
2465,2.5081,0.0344,1.11,10.0,51.4,0.0,1252.0,7.582944,5322.0,0.82,0.88,0.06,289.827,3.0,583.5,4.51,8.0
2479,3.2253993,0.0382,1.73,6.9,7.2,0.02,913.0,12.07,4491.0,0.68,0.71,-0.01,107.518,2.0,116.2,4.64,5.04
2480,7.3744897,0.0662,2.85,12.4,2.9,0.03,694.0,20.96,4491.0,0.68,0.71,-0.01,107.518,2.0,38.6,4.64,5.04
2492,9.325038,0.076,1.84,4.04,2.7,0.1,500.0,25.37,4222.06,0.65,0.68,-0.11,83.6448,2.0,10.0,4.83,1.0
2493,15.50192,0.107,2.49,6.76,5.4,0.21,420.0,35.5,4222.06,0.65,0.68,-0.11,83.6448,2.0,5.1,4.83,1.0
2522,11.168454,0.10356,11.209,126.49634,0.405,0.258,1030.0,19.25,6154.0,1.16,1.19,0.1,130.72,1.0,312.16,4.38,1.43
2523,2.4675,0.03308,1.343,11.26,26.26,0.079,1121.0,10.07,5033.0,0.71,0.79,-0.09,67.5062,3.0,273.0,4.64,0.36
2524,7.06005,0.06666,1.281,12.81,33.91,0.2002,790.0,20.3,5033.0,0.71,0.79,-0.09,67.5062,3.0,67.1,4.64,0.36
2525,24.3645,0.15224,2.358,21.14,8.85,0.1999,523.0,46.36,5033.0,0.71,0.79,-0.09,67.5062,3.0,12.9,4.64,0.36
2526,2.18053539,0.03558,16.197,433.20012,0.562,0.042,1828.0,6.07,6360.0,1.26,1.26,0.137,314.995,1.0,1860.0,4.34,1.02
2527,3.20466,0.046,14.572,273.3338,0.56,0.0,1587.0,6.27,5630.0,1.59,1.19,0.34,537.963,1.0,552.64,4.11,5.63
2531,20.88977,0.154,5.4,19.0,0.64,0.06,709.0,28.6,5625.0,1.16,1.07,0.34,170.562,2.0,60.1,4.29,5.1
2532,42.3391,0.247,7.5,15.4,0.2,0.07,560.0,53.0,5625.0,1.16,1.07,0.34,170.562,2.0,23.4,4.29,5.1
2546,3.48456408,0.0287,3.44,24.5,3.31,0.428,494.0,21.09,3207.0,0.29,0.26,0.15,44.9565,1.0,9.91,4.94,0.73
2559,2.6266657,0.0404,17.396,451.3186,0.5,0.0,1957.0,5.291,6367.0,1.69,1.39,-0.14,663.834,1.0,2520.03,4.15,1.9
2560,11.633478,0.1034,9.528,59.75174,0.38,0.286,1046.0,13.53,5445.0,1.64,1.09,0.36,213.283,1.0,180.0,4.04,9.3
2570,6.771315,0.06702,4.48,30.9,1.87,0.251,902.0,16.5,5248.0,0.89,0.87,0.13,249.645,1.0,116.0,4.48,10.3
2588,4.795069,0.04771,2.78,8.15,2.08,0.078,653.0,16.84,4140.0,0.61,0.63,0.0,107.272,1.0,42.6,4.67,0.12
2597,3.2588321,0.04217,13.339,232.0159,0.53,0.066,1171.0,10.51,5358.0,0.86,0.94,0.16,178.475,1.0,293.0,4.54,2.6
2600,2.225177,0.03261,1.589,6.49,8.84,0.0,1301.0,7.7942,5520.0,0.9,0.93,0.08,90.0562,1.0,633.0,4.5,3.72
2601,16.9841,0.13,2.63,24.5,7.4,0.04,795.0,25.9,5725.0,1.09,1.0,0.07,114.293,1.0,67.0,4.33,6.8
2605,10.054626,0.074,1.98,6.48,3.7,0.0,504.0,30.02,3896.0,0.56,0.6,-0.32,44.0727,3.0,5.8,4.73,1.0
2606,24.646582,0.1345,1.56,2.14,2.98,0.0,374.0,54.57,3896.0,0.56,0.6,-0.32,44.0727,3.0,1.77,4.73,1.0
2607,44.55646,0.2097,1.53,2.80007,5.62,0.0,282.0,80.98,3896.0,0.56,0.6,-0.32,44.0727,3.0,0.8,4.73,1.0
2608,4.098503,0.04839,11.646,184.02357,0.64,0.0,1092.0,12.34,5425.0,0.84,0.9,-0.15,333.042,1.0,299.0,4.54,3.9
2617,8.992,0.0795,5.299,15.0,0.55,0.03,837.0,19.86,5271.0,0.86,0.83,-0.06,157.682,4.0,77.7,4.49,7.9
2618,20.66093,0.13843,3.134,8.1,1.43,0.049,634.0,34.58,5271.0,0.86,0.83,-0.06,157.682,4.0,25.6,4.49,7.9
2619,31.71701,0.18422,3.484,6.7,0.87,0.05,550.0,46.02,5271.0,0.86,0.83,-0.06,157.682,4.0,14.5,4.49,7.9
2628,12.4551225,0.1016,8.676,82.6358,0.694,0.0697,650.0,26.62,5282.0,0.82,0.9,0.098,233.237,1.0,45.7,4.57,1.8
2641,2.9956348,0.0442,13.75,539.67534,0.94,0.0,1687.0,6.68,6168.0,1.42,1.16,0.01,348.646,1.0,911.46,4.2,2.88
2668,1.422614,0.0223,1.43,3.9,7.2,0.0,1224.0,6.63,4916.0,0.72,0.79,-0.09,109.749,2.0,529.0,4.62,1.4
2669,5.3410507,0.05574,3.12,7.8,1.3,0.0,788.0,15.32,4953.0,0.73,0.81,-0.047,109.749,2.0,90.0,4.6,1.4
2691,4.01593,0.04994,1.54,7.3,11.0,0.197,1266.0,10.13,5731.0,1.06,1.03,0.26,192.69,2.0,426.0,4.38,6.7
2692,10.56103,0.09514,2.29,8.3,3.8,0.161,916.0,19.3,5731.0,1.06,1.03,0.26,192.69,2.0,117.0,4.38,6.7
2710,4.60543,0.05708,6.277,28.6047,0.5,0.0,1670.0,3.41,4881.0,2.97,0.66,0.32,307.47,1.0,1356.0,3.44,3.09
2765,3.00265,0.045,7.656,135.39558,1.7,0.0,1400.0,7.78,5500.0,1.12,0.97,0.01,491.87,1.0,1212.0,4.07,10.0
2809,8.406726,0.086,10.61,152.5584,0.702,0.22,1499.0,10.16,4717.0,4.47,1.2,0.33,878.43,1.0,123.34,3.22,7.8
2810,10.136448,0.0974,5.2,32.2,2.15,0.0,1092.0,15.09,6172.0,1.57,1.2,-0.06,518.625,1.0,278.86,4.13,5.2
2815,5.031623,0.06708,19.952,301.9385,0.209,0.0,1800.0,6.08,6279.0,2.37,1.59,0.19,368.03,1.0,1749.0,3.89,2.2
2816,1.7100566,0.03005,19.537,408.09372,0.322,0.0,1970.0,4.248,5720.0,1.52,1.24,0.32,250.121,1.0,826.11,4.17,5.11
2818,0.9689951,0.02044,15.861,874.0325,1.2,0.0,2453.0,3.23,6236.0,1.36,1.21,-0.002,444.586,1.0,5571.09,4.25,3.1
2820,2.8717518,0.0455,17.598,375.0394,0.377,0.0,2085.0,5.138,6670.0,1.91,1.52,0.09,321.376,1.0,3152.0,4.06,1.9
2822,4.11379,0.05497,15.132,540.311,0.91,0.0,1715.0,6.48,6327.0,1.93,1.54,0.0,134.058,1.0,1438.39,4.5,3.97
2823,3.4741085,0.0542,19.515,1074.90106,0.806,0.0,2262.0,7.42,8720.0,1.57,1.76,-0.29,136.426,1.0,4362.5,4.29,0.6
2824,3.6127647,0.05224,17.777,1242.7153,1.24,0.0,2051.0,6.86,7598.0,1.64,1.46,-0.405,470.878,1.0,2950.0,4.17,1.6
2825,2.255251,0.03302,14.83,298.12454,0.503,0.0,1561.0,7.13,5899.0,1.0,0.94,-0.105,126.261,1.0,991.18,4.42,6.4
2826,5.5514926,0.06969,14.258,1646.3594,3.13,0.077,1459.0,9.95,6509.0,1.51,1.46,0.186,96.5173,1.0,750.9,4.25,0.78
2827,2.70339,0.04123,17.486,616.5902,0.75,0.0,1816.0,6.0,6304.0,1.7,1.96,0.05,210.252,1.0,1704.57,4.2,3.0
2828,2.9895932,0.04317,19.044,286.68266,0.228,0.0,1823.0,5.792,6206.0,1.6,1.2,-0.116,218.05,1.0,1840.0,4.11,4.44
2829,7.8457,0.07939,14.572,165.2716,0.311,0.22,1313.0,10.83,6102.0,1.73,1.42,-0.28,240.726,2.0,718.19,4.07,6.1
2831,2.73477,0.04415,17.934,441.7837,0.442,0.0,2048.0,5.5,6768.0,1.81,1.76,0.0,136.681,1.0,1747.63,4.5,1.3
2832,3.24406,0.0455,18.159,209.7678,0.167,0.04,1675.0,5.9,5754.0,1.46,0.81,0.27,197.572,1.0,983.3,4.08,5.4
2833,1.4811235,0.03462,21.196,915.3504,0.53,0.0,4050.0,3.153,10170.0,2.36,2.52,-0.03,204.455,1.0,44900.0,4.09,0.3
2842,440.7813,1.1455,6.4,33.6,0.704,0.0,308.0,158.9,6340.0,1.24,1.07,-0.38,1274.01,2.0,2.14,4.16,3.16
2849,572.3847,1.4062,4.6,19.2,1.08,0.0,264.0,153.5,6065.0,1.03,0.98,-0.28,1594.74,2.0,3.36,4.42,3.0
2910,17.855182,0.154,13.787,349.613,0.733,0.34,911.0,19.9926,6635.0,1.4,1.5,0.081,399.398,2.0,196.51,4.31,1.45
2911,86.647661,0.382,10.54,460.83,2.1,0.772,511.0,167.911,5520.0,1.13,0.99,0.27,656.0,1.0,7.28,4.32,9.3
2912,1.763588,0.03641,16.948,2949.4624,3.6,0.00064,2550.0,4.5007,7650.0,1.74,1.72,0.2,519.096,1.0,25339.9,4.2,1.12
2913,10.91647,0.098,3.438,9.5,1.29,0.05561,758.0,24.8,5466.0,0.9,0.99,0.27,376.863,3.0,68.56,4.53,1.6
2915,20.4415,0.14728,1.9,4.6,3.69,0.014,660.0,32.63,5833.0,0.97,1.02,0.06,1131.64,2.0,44.8,4.47,4.7
2916,13.6088,0.112293,1.9,9.0,7.21,0.0114,755.0,24.89,5833.0,0.97,1.02,0.06,1131.64,2.0,76.81,4.47,4.7
2917,134.4628,0.5135,8.86,71.0,0.56,0.0,412.0,94.8,5922.0,1.14,1.08,0.11,865.73,2.0,5.7,4.3,0.2
2918,284.215,0.8453,5.44,15.0,0.51,0.0,321.0,143.36,5922.0,1.14,1.08,0.11,865.73,2.0,2.49,4.3,0.2
2919,34.169,0.1949,1.13,2.23,9.95,0.0,475.0,57.9,5233.0,0.84,0.9,0.08,501.574,4.0,11.67,4.53,0.8
2920,7.685,0.0634,2.58,11.02,4.5,0.0,613.0,17.43,4413.0,0.67,0.68,-0.58,290.324,3.0,27.35,4.68,2.14
2924,7.008151,0.074,1.31,2.27,5.55,0.0,1062.0,13.2,6080.0,1.2,1.2,-0.12,848.254,8.0,316.44,4.4,0.53
2925,8.719375,0.089,1.19,1.81,5.9,0.0,987.0,16.0,6080.0,1.2,1.2,-0.12,848.254,8.0,236.31,4.4,0.53
2926,59.73667,0.32,2.87,8.6,2.0,0.0,520.0,56.1,6080.0,1.2,1.2,-0.12,848.254,8.0,18.17,4.4,0.53
2927,91.93913,0.42,2.66,7.56,2.21,0.0,450.0,74.7,6080.0,1.2,1.2,-0.12,848.254,8.0,10.23,4.4,0.53
2928,124.9144,0.48,2.88,8.65,1.99,0.0,407.0,86.4,6080.0,1.2,1.2,-0.12,848.254,8.0,6.8,4.4,0.53
2931,141.241671,0.534,11.097,613.4119,2.46,0.496,347.0,125.7,5830.0,0.96,1.01,0.16,921.986,1.0,3.62,4.47,3.2
2935,6.8430344,0.0678,2.22,5.56,2.79,0.0,805.0,16.67,5241.0,0.87,0.88,0.058,264.995,1.0,99.24,4.5,0.036
2936,24.278553,0.1456,2.34,6.08,2.61,0.0,432.0,40.92,4324.0,0.79,0.76,-0.06,271.277,1.0,8.27,4.52,0.036
2937,3.743208,0.05119,1.71,10.5,10.1,0.25,1486.0,7.25,6182.0,1.52,1.28,0.023,477.052,4.0,1053.18,4.18,3.16
2938,10.423648,0.1013,4.32,15.6,0.91,0.43,1012.0,14.3,6182.0,1.52,1.28,0.023,477.052,4.0,268.22,4.18,3.16
2939,22.342989,0.1684,11.27,106.0,0.363,0.022,806.0,23.8,6182.0,1.52,1.28,0.023,477.052,4.0,97.12,4.18,3.16
2940,54.32031,0.3046,6.56,35.0,0.6,0.019,584.0,43.1,6182.0,1.52,1.28,0.023,477.052,4.0,29.7,4.18,3.16
2941,4.2881785,0.0504,4.3,17.1,1.18,0.12,1022.0,13.26,5295.0,0.82,0.93,0.12,252.667,2.0,186.31,4.54,1.3
2945,0.837491,0.0172,1.481,4.60853,8.0,0.06,2130.0,3.47,5627.0,1.06,0.91,-0.15,185.506,2.0,3741.78,4.35,9.12
2946,45.2946,0.241,2.323,7.37,3.14,0.025,584.0,48.75,5706.0,1.09,1.02,-0.12,185.506,2.0,18.3,4.37,9.12
2947,6.88705,0.072,1.32,7.34,14.25,0.13,1155.0,6.18,5825.0,1.49,1.08,0.02,304.645,3.0,478.21,4.12,6.46
2950,120.0181272,0.5337,4.76,20.3,1.03,0.0,473.0,71.8,6453.0,1.51,1.4,0.35,1115.62,1.0,18.0,4.23,1.26
2951,14.30511983,0.1129,3.15,10.1,1.78,0.0,693.0,14.1,5491.0,0.88,0.9,-0.03,928.978,2.0,40.85,4.52,4.68
2952,9.18186,0.084,1.578,3.11,4.35,0.0,804.0,5.32,5376.0,0.84,0.93,-0.16,928.978,2.0,98.61,4.56,0.6
2953,4.33642933,0.0564,1.71,3.57,3.92,0.0,1453.0,4.86,6144.0,1.57,1.22,0.04,408.303,1.0,981.68,4.13,4.07
2954,3.55485691,0.0444,1.78,3.82,3.72,0.0,1157.0,13.104,6109.0,1.17,1.11,0.01,941.902,1.0,814.92,4.35,3.16
2955,5.28789787,0.0671,6.28,32.5,0.721,0.0,1661.0,3.9,4972.0,3.39,1.11,-0.04,1152.68,1.0,1610.09,3.43,7.76
2956,6.49801525,0.0669,1.5,2.86,4.66,0.0,1026.0,21.39,5782.0,1.06,1.0,0.02,567.806,1.0,301.33,4.38,6.17
2957,19.76172042,0.1464,1.54,2.99,4.5,0.0,791.0,16.87,5328.0,0.74,0.78,-0.4,1081.738,1.0,153.49,4.59,4.27
2958,5.18500207,0.048,1.44,2.67,4.91,0.0,652.0,18.865,4587.0,0.7,0.73,0.03,365.0,1.0,42.62,4.62,4.17
2959,12.43931193,0.0951,1.28,2.18,5.71,0.0,627.0,30.711,5066.0,0.78,0.81,-0.01,282.565,1.0,35.41,4.56,6.76
2960,11.35011917,0.0796,2.17,5.35,2.88,0.0,403.0,39.21,4027.0,0.57,0.59,-0.12,355.019,1.0,11.56,4.7,3.16
2961,3.4876812,0.0474,5.77,51.1,1.45,0.086,1513.0,6.55,5667.0,1.56,1.17,0.33,927.981,2.0,1240.33,4.12,5.9
2962,6.02976,0.0684,1.25,3.78,10.5,0.0,1413.0,8.0,5667.0,1.56,1.17,0.33,927.981,2.0,596.07,4.12,5.9
2963,34.2685705,0.193,2.32,5.99,2.64,0.0,477.0,41.8,5253.0,0.82,0.86,-0.01,579.273,1.0,10.17,4.55,4.79
2964,5.75322197,0.0633,2.87,8.6,2.0,0.0,920.0,11.38,5416.0,0.88,0.91,0.08,736.779,1.0,108.79,4.52,4.47
2965,5.50860439,0.0585,1.29,2.21,5.66,0.0,934.0,14.25,5556.0,0.91,0.95,0.05,411.077,1.0,191.81,4.5,3.72
2966,18.93054959,0.137,2.15,5.27,2.91,0.0,766.0,25.0,4954.0,0.76,0.81,0.04,422.246,1.0,16.1,4.59,4.27
2967,16.57110363,0.121,2.39,6.3,2.54,0.0,614.0,31.9,5388.0,0.84,0.88,-0.06,624.8,1.0,33.48,4.54,4.79
2968,16.00494214,0.1396,3.55,12.3,1.51,0.0,1040.0,19.14032,6769.0,1.81,1.49,0.06,739.357,1.0,172.11,4.09,1.58
2969,1.95452434,0.0307,2.18,5.39,2.86,0.0,1540.0,5.2,5821.0,1.0,0.99,-0.03,1402.82,2.0,1445.2,4.44,3.89
2970,105.6551369,0.4389,3.68,13.1,1.44,0.0,407.0,90.02,5821.0,1.0,0.99,-0.03,1402.82,2.0,7.07,4.44,3.89
2971,7.23400469,0.0702,1.99,4.62,3.22,0.0,831.0,26.01,5473.0,0.87,0.93,0.04,552.058,1.0,119.6,4.53,2.95
2972,49.1013514,0.253,2.58,7.18,2.3,0.0,498.0,46.0,5518.0,0.88,0.91,-0.05,1010.01,1.0,12.1,4.52,4.47
2973,1.41122985,0.0221,1.46,2.73,4.82,0.0,1164.0,4.6,4433.0,0.67,0.7,0.01,194.182,1.0,330.25,4.64,3.55
2976,10.3117,0.0862,1.18,3.8,13.27,0.0,634.0,16.0,4903.0,0.74,0.8,0.08,107.796,5.0,37.04,4.61,1.41
2977,16.1457,0.1162,2.22,8.93,4.68,0.0,546.0,21.6,4903.0,0.74,0.8,0.08,107.796,5.0,20.39,4.61,1.41
2979,96.9151496,0.3878,2.28,5.82,2.7,0.0,325.0,120.8,5227.0,0.8,0.87,0.0,415.358,1.0,2.34,4.57,3.63
2980,13.47469571,0.1034,2.33,6.04,2.62,0.0,634.0,40.56,5431.0,0.86,0.89,-0.05,810.082,1.0,50.37,4.53,4.68
2981,10.99469878,0.0805,2.36,6.17,2.58,0.0,512.0,27.9,4445.0,0.68,0.71,0.06,420.042,1.0,19.26,4.64,3.63
2982,62.1387714,0.301,2.63,7.41,2.24,0.0,524.0,111.6,5494.0,0.89,0.93,0.05,694.175,1.0,6.98,4.51,4.47
2983,66.4162133,0.3033,3.91,14.5,1.33,0.0,376.0,76.06,5143.0,0.78,0.81,-0.1,1087.4,1.0,5.45,4.57,5.25
2984,37.3229493,0.3344,1.98,4.58,3.24,0.0,1654.0,40.53,6089.0,1.13,1.09,-0.03,803.776,1.0,17.95,4.37,3.31
2985,36.5156053,0.1977,2.21,5.52,2.81,0.0,425.0,67.3,4948.0,0.75,0.79,-0.02,351.239,1.0,5.99,4.59,4.57
2986,1.9078052,0.0295,0.89,0.64,4.99,0.0,1268.0,7.958,5436.0,0.82,0.91,-0.06,405.104,1.0,1162.51,4.57,1.41
2987,2.51462432,0.0354,1.33,2.33,5.44,0.0,1217.0,6.0,5522.0,0.87,0.9,-0.09,607.916,1.0,519.64,4.52,4.68
2988,4.41769648,0.047,1.26,2.13,5.85,0.0,790.0,17.77,5030.0,0.77,0.82,0.01,366.656,1.0,92.16,4.58,4.07
2989,15.9654,0.1269,3.37,9.7,1.38,0.03,872.0,27.471,5845.0,1.44,1.09,0.07,494.832,2.0,150.54,4.16,5.7
2990,179.612,0.6372,5.14,36.1,1.47,0.02,389.0,84.3,5845.0,1.44,1.09,0.07,494.832,2.0,5.97,4.16,5.7
2991,19.32952416,0.1338,2.48,6.71,2.42,0.0,529.0,39.98,4983.0,0.76,0.8,-0.01,758.702,1.0,16.88,4.59,4.37
2992,1.22621732,0.0218,0.87,0.59,4.92,0.0,2024.0,4.388,6011.0,1.12,1.09,0.03,682.882,1.0,3973.86,4.38,3.39
2993,3.29011795,0.0361,1.87,4.16,3.5,0.0,802.0,16.42,4647.0,0.71,0.77,0.16,673.01,1.0,176.14,4.62,1.86
2994,7.56052806,0.0761,2.51,6.85,2.38,0.0,914.0,15.332,5547.0,0.92,0.94,0.06,1455.5,1.0,159.42,4.49,5.01
2995,12.12400943,0.0965,2.26,5.73,2.73,0.0,675.0,28.683,5198.0,0.8,0.83,-0.06,654.549,1.0,36.79,4.57,4.79
2996,2.71407755,0.0386,1.17,1.71,5.87,0.0,1301.0,16.55,5763.0,0.97,0.98,-0.03,562.116,1.0,1180.06,4.45,4.47
2997,122.8808058,0.4629,3.01,9.32,1.88,0.0,326.0,58.0,5533.0,0.89,0.95,0.04,489.435,1.0,2.82,4.52,3.24
2998,1.06378867,0.0198,1.28,2.18,5.71,0.0,1650.0,7.62,5105.0,0.78,0.82,-0.03,446.914,1.0,1015.43,4.57,5.13
2999,148.4603382,0.5238,3.53,12.2,1.52,0.0,285.0,131.0,5335.0,0.83,0.87,-0.04,584.136,2.0,1.51,4.55,4.27
3000,7.1276598,0.0692,1.416,2.59,5.01,0.0,784.0,22.38,5159.0,0.82,0.87,0.16,584.136,2.0,89.24,4.55,14.0
3001,0.93488424,0.0184,1.46,2.73,4.82,0.0,2080.0,3.9,4870.0,0.74,0.79,0.01,306.91,1.0,668.13,4.6,4.37
3002,11.427548,0.094,3.1,19.6,3.62,0.0,852.0,19.407,5711.0,1.35,0.81,-0.38,400.785,3.0,119.91,4.11,12.9
3003,23.668205,0.153,3.13,9.96,1.78,0.0,668.0,26.8,5711.0,1.35,0.81,-0.38,400.785,3.0,45.44,4.11,12.9
3004,51.755394,0.257,3.58,12.5,1.5,0.0,515.0,45.2,5711.0,1.35,0.81,-0.38,400.785,3.0,16.01,4.11,12.9
3005,201.1214,0.6559,2.08,4.98,3.04,0.0,300.0,152.01,5694.0,0.96,0.98,0.01,482.119,1.0,2.12,4.47,4.17
3006,24.7576421,0.1688,2.94,8.96,1.94,0.0,644.0,14.92,5957.0,1.08,1.06,0.01,1485.82,1.0,117.96,4.4,3.55
3007,10.13202575,0.0756,2.19,5.43,2.84,0.0,574.0,25.09,4815.0,0.72,0.75,-0.1,659.0,1.0,25.66,4.61,4.79
3008,38.5053398,0.2159,2.55,7.04,2.33,0.0,532.0,39.1,5629.0,0.9,0.92,-0.11,903.332,1.0,21.69,4.5,4.47
3009,6.77408868,0.0741,2.67,7.61,2.2,0.0,1058.0,6.48,5985.0,1.11,1.08,0.04,1278.96,1.0,218.5,4.38,3.55
3010,26.41045478,0.1616,2.69,7.7,2.17,0.0,512.0,69.2,5301.0,0.82,0.86,-0.03,942.485,1.0,19.13,4.55,4.47
