,equilibrium_temperature_[k],orbital_period_[days],orbit_semi-major_axis_[au]),stellar_radius_[solar_radius],insolation_flux_earth
4479,522.0,81.4162941,0.4039,1.44,25.97
4480,1602.0,2.41811321,0.0368,1.27,2809.16
4481,581.0,33.42035034,0.2015,1.05,25.94
4482,987.0,10.60052251,0.0948,1.26,248.55
4483,1539.0,0.68996783,0.0141,0.75,1213.33
4484,522.0,56.6747285,0.2836,0.95,10.35
4485,811.0,12.27065865,0.1058,0.93,86.64
4486,867.0,13.2274528,0.1176,1.1,271.88
4487,873.0,22.951,0.1699,1.85,154.71
4488,709.0,42.882,0.2578,1.85,67.19
4489,308.0,54.5094166,0.2401,0.68,3.08
4490,523.0,35.622233,0.2101,0.99,18.75
4491,810.0,42.913751,0.2697,2.06,73.5
4492,503.0,47.1611696,0.262,0.94,11.89
4493,492.0,47.0319479,0.2447,0.86,9.08
4494,298.0,49.276764,0.2149,0.6,1.53
4495,433.0,18.1373829,0.1132,0.62,8.23
4496,478.0,51.1110243,0.2668,1.01,23.47
4497,493.0,47.9872764,0.2495,0.94,8.29
4498,349.0,62.8691611,0.2829,0.74,3.51
4499,639.0,31.158799,0.2,1.21,32.89
4500,473.0,76.732171,0.364,1.21,9.89
4501,391.0,29.9633247,0.1614,0.67,5.47
4502,451.0,29.3494775,0.1715,0.74,8.88
4503,390.0,65.6488341,0.3094,1.0,4.7
4504,619.0,25.15864,0.1694,0.95,57.63
4505,564.0,31.7785901,0.1803,1.01,89.47
4506,1023.0,5.32786292,0.0548,1.01,968.55
4507,668.0,31.8277111,0.1939,0.71,6.25
4508,585.0,31.1750448,0.1942,1.02,21.88
4509,411.0,47.0569043,0.2388,0.82,7.92
4510,1093.0,8.23984869,0.0817,1.05,481.35
4511,1448.0,3.54553021,0.0466,1.05,1479.57
4512,819.0,19.59059906,0.1456,1.5,52.77
4513,551.0,21.8635301,0.1466,0.89,24.9
4514,953.0,12.610584,0.113,1.47,224.61
4515,689.0,33.416423,0.216,1.47,61.29
4516,574.0,16.2950903,0.116,0.76,23.92
4517,1238.0,3.63899398,0.0453,0.93,314.23
4518,613.0,38.1312831,0.2322,1.25,57.08
4519,783.0,14.4273551,0.116,1.09,111.01
4520,561.0,36.4333452,0.2108,1.04,21.39
4521,441.0,82.177374,0.373,1.28,13.76
4522,860.0,10.35863224,0.0932,0.96,75.64
4523,674.0,11.55530021,0.0911,0.78,78.16
4524,598.0,26.0840594,0.1681,1.06,85.28
4525,746.0,14.53261362,0.1173,0.98,98.57
4526,1284.0,1.729366,0.028,0.85,609.02
4527,957.0,4.180043,0.05,0.85,187.2
4528,413.0,51.84688575,0.2607,0.81,6.53
4529,721.0,22.12679948,0.1525,0.81,16.32
4530,797.0,5.94220998,0.059,0.75,71.94
4531,678.0,12.25383217,0.1016,0.84,86.5
4532,1131.0,9.5085156,0.0958,1.4,265.02
4533,624.0,30.4549136,0.1939,0.92,35.92
4534,728.0,19.9157725,0.1467,1.12,85.18
4535,538.0,54.6495759,0.2846,1.12,22.37
4536,1682.0,7.31946363,0.0898,1.63,323.29
4537,650.0,39.8189932,0.2285,1.31,73.34
4538,1212.0,6.15826988,0.0658,1.52,510.35
4539,400.0,82.294751,0.3679,0.9,11.89
4540,540.0,29.198943,0.184,0.95,23.64
4541,436.0,55.328328,0.281,0.95,10.08
4542,306.0,160.018032,0.571,0.95,2.45
4543,348.0,92.4362973,0.3729,0.87,3.79
4544,821.0,16.5861762,0.127,0.99,138.11
4545,801.0,16.75255007,0.1262,0.72,11.52
4546,874.0,15.0217983,0.1197,1.29,137.91
4547,415.0,91.080482,0.3982,0.94,9.11
4548,443.0,85.273256,0.3677,1.04,9.1
4549,535.0,64.6588017,0.3211,1.27,18.38
4550,924.0,8.74199772,0.0817,0.95,172.38
4551,564.0,48.051405,0.2528,0.81,9.86
4552,409.0,44.2008,0.2196,0.78,7.37
4553,1251.0,4.942782,0.05714,0.99,430.68
4554,1131.0,3.428054,0.044,0.94,367.26
4555,876.0,7.381998,0.073,0.94,132.09
4556,734.0,12.56093,0.104,0.94,65.14
4557,544.0,30.826557,0.189,0.94,19.67
4559,928.0,15.0330105,0.1236,1.0,131.82
4560,787.0,14.5564533,0.1228,1.3,100.0
4561,608.0,41.7083629,0.2482,1.72,77.32
4562,321.0,96.16987,0.3771,0.74,5.64
4563,485.0,82.304003,0.3704,0.81,25.17
4564,525.0,30.8609366,0.1862,0.86,36.12
4565,783.0,14.0329154,0.1168,0.93,235.81
4566,630.0,16.0506213,0.1234,0.85,30.48
4567,967.0,20.7056504,0.1629,1.22,116.14
4568,667.0,25.4338197,0.1707,0.99,83.08
4569,639.0,15.228958,0.116,0.83,40.73
4570,544.0,24.674612,0.16,0.83,21.41
4571,537.0,84.703921,0.4089,1.28,14.04
4572,903.0,23.2382792,0.1753,1.29,228.22
4573,322.0,20.35972599,0.1097,0.67,1.6
4574,346.0,160.88465087,0.5416,0.97,2.23
4575,388.0,217.83184,0.753,1.29,3.23
4576,1066.0,10.514181,0.0997,1.29,193.0
4577,380.0,214.3114164,0.7655,1.41,6.02
4578,967.0,7.25931979,0.0718,1.07,615.25
4579,2336.0,5.54608367,0.078,1.95,1526.98
4580,1351.0,5.11177904,0.0593,1.88,1079.46
4581,342.0,240.7989397,0.7655,0.91,3.94
4582,551.0,18.207973,0.124,0.72,21.08
4583,326.0,88.255055,0.356,0.72,2.57
4584,1437.0,0.65355357,0.0129,0.71,1134.39
4585,391.0,47.14840805,0.2317,0.76,5.12
4586,1374.0,1.84788917,0.0288,0.93,1513.46
4587,1676.0,0.93875077,0.0185,0.96,2218.14
4588,438.0,70.9674603,0.3392,1.25,8.44
4589,1343.0,2.41660118,0.036,1.04,715.11
4590,787.0,3.908632,0.0418,0.69,99.1
4591,450.0,160.129918,0.6276,1.32,7.81
4592,1549.0,1.79111021,0.0296,1.03,1106.85
4593,817.0,5.33905686,0.0525,0.77,115.77
4594,621.0,18.870227,0.129,0.89,21.61
4595,458.0,46.90232,0.237,0.89,6.42
4596,1484.0,2.5904434,0.0371,0.88,353.56
4597,1167.0,5.3227406,0.06,0.88,135.18
4598,972.0,9.20761013,0.0865,1.3,211.08
4599,2537.0,1.13854338,0.022,1.27,9805.45
4600,1681.0,1.09366356,0.0206,0.88,1705.76
4601,330.0,308.5471,0.9625,1.51,4.79
4602,955.0,5.71668872,0.0599,0.86,196.51
4603,384.0,138.9442,0.5329,1.11,5.38
4604,166.0,364.758031,0.8507,0.67,0.19
4605,1800.0,1.4444538,0.0245,0.77,713.17
4606,346.0,175.138819,0.6095,1.03,1.99
4607,301.0,133.3036741,0.4765,0.8,1.57
4608,561.0,33.040532,0.198,1.0,28.11
4609,454.0,62.303276,0.303,1.0,12.07
4610,657.0,20.54981883,0.1415,0.98,53.0
4611,1140.0,3.93276465,0.047,0.98,480.4
4612,838.0,9.91935684,0.0871,0.98,139.88
4613,266.0,125.4131177,0.4426,0.69,0.85
4614,1048.0,8.40691199,0.0781,0.81,75.56
4615,1160.0,3.95116882,0.0479,0.99,518.44
4616,1287.0,2.89223021,0.0389,0.99,786.08
4617,1010.0,5.99273738,0.0632,0.99,297.81
4618,1065.0,5.10115756,0.0567,0.99,370.0
4619,1774.0,6.96710269,0.0867,1.65,375.65
4620,269.0,168.811174,0.5421,0.74,0.83
4621,274.0,163.692349,0.5442,0.8,1.41
4622,671.0,19.5974971,0.1366,0.93,36.3
4623,3186.0,0.69297968,0.0165,1.18,5760.94
4624,350.0,124.828679,0.4679,0.97,1.93
4625,286.0,214.886545,0.6687,0.84,1.18
4626,614.0,5.931194,0.056,0.62,23.5
4627,286.0,52.661793,0.242,0.62,1.28
4628,348.0,225.582809,0.7681,1.11,2.31
4629,722.0,24.4973698,0.1772,1.22,60.42
4630,268.0,184.771853,0.6045,0.78,1.85
4631,926.0,4.24261881,0.0481,0.81,166.11
4632,288.0,198.088774,0.6314,0.81,1.01
4633,959.0,8.10501635,0.0805,1.06,483.26
4634,797.0,8.82713457,0.0829,0.95,92.14
4635,1287.0,3.74032496,0.049,1.17,645.54
4636,1019.0,3.50470358,0.0419,0.79,189.89
4637,1609.0,0.97191543,0.018,0.82,1620.06
4638,867.0,4.973456,0.054,0.81,135.08
4639,588.0,15.906801,0.117,0.81,28.64
4640,1269.0,3.03195744,0.0397,1.02,593.92
4641,1682.0,1.00520701,0.0194,1.11,2364.81
4642,554.0,64.2737752,0.3308,1.05,31.77
4643,1134.0,3.43276598,0.0442,0.99,390.57
4644,635.0,18.0540381,0.1327,0.9,41.51
4645,1234.0,1.53818844,0.0241,0.73,510.57
4646,1871.0,0.53991524,0.0121,0.81,2340.98
4647,330.0,153.979578,0.552,0.93,2.72
4648,729.0,20.925392,0.1499,1.19,72.57
4649,1222.0,5.79180156,0.0654,1.4,495.65
4650,1546.0,1.732342,0.028,1.04,1572.31
4651,779.0,13.5405,0.11,1.04,101.75
4652,969.0,7.02573474,0.0698,1.03,244.06
4653,836.0,26.548955,0.1784,0.89,76.46
4654,1476.0,3.38555488,0.0432,1.39,757.13
4655,1293.0,5.49548621,0.0614,0.95,583.52
4656,1379.0,2.6157554,0.0364,1.0,1343.11
4657,1003.0,6.9424334,0.0743,1.08,289.78
4658,1312.0,2.55314213,0.0366,0.92,803.68
4659,1059.0,6.98471973,0.0726,1.06,156.61
4660,1125.0,6.30560247,0.0657,0.74,57.75
4661,1700.0,1.45088691,0.0252,0.86,1486.44
4662,1139.0,0.84990789,0.014,0.7,396.64
4663,500.0,16.709184,0.111,0.62,13.63
4664,418.0,28.551383,0.158,0.62,6.68
4665,733.0,56.6449279,0.323,2.15,83.09
4666,1108.0,6.28385491,0.0674,1.23,470.86
4667,354.0,4.83817712,0.0316,0.3,2.5
4668,788.0,9.32807355,0.085,0.91,124.31
4669,886.0,13.3997099,0.1168,1.13,162.54
4670,1064.0,3.5827463,0.0445,0.91,182.94
4671,1013.0,15.6049212,0.1266,1.75,105.77
4672,981.0,9.4060467,0.0878,1.22,254.7
4673,925.0,7.84931739,0.0726,0.99,359.79
4674,2102.0,0.99166527,0.0205,1.25,5228.78
4675,447.0,10.139623,0.082,0.66,33.46
4676,275.0,43.595792,0.218,0.66,4.79
4677,1020.0,7.61760804,0.0772,1.16,171.48
4678,892.0,8.18504949,0.0794,1.16,439.43
4679,1202.0,3.05710069,0.04,1.28,1918.34
4680,260.0,174.509835,0.546,0.77,0.89
4681,1360.0,2.71603809,0.0396,1.08,672.41
4682,980.0,4.56380468,0.051,0.8,185.57
4683,471.0,66.373379,0.3237,0.92,33.38
4684,1497.0,2.94654179,0.0427,1.39,1431.31
4685,1236.0,4.34195123,0.0527,1.09,308.46
4686,407.0,122.363553,0.4823,0.99,8.2
4688,1134.0,4.309397,0.05511,1.12,396.62
4689,771.0,13.699429,0.1192,1.12,84.85
4691,209.0,386.370548,0.9712,0.82,0.46
4692,786.0,7.29804993,0.0689,0.83,90.04
4693,1507.0,2.20921951,0.0336,1.07,999.75
4694,1159.0,11.17931605,0.1074,1.36,124.51
4695,1522.0,2.27163926,0.0351,1.31,1269.46
4696,2023.0,0.68368426,0.0089,0.76,3567.57
4697,528.0,85.7565495,0.3912,0.82,16.73
4698,324.0,196.435224,0.6421,0.86,1.29
4699,913.0,13.6473676,0.1075,1.21,449.63
4700,612.0,16.4735686,0.1126,0.72,33.22
4701,429.0,114.34219,0.4679,1.27,12.97
4702,868.0,4.921355,0.054,0.81,123.4
4703,769.0,7.06424,0.068,0.81,76.2
4704,750.0,8.70181574,0.0777,0.87,56.21
4705,1243.0,5.1762429,0.0586,0.93,146.22
4706,1030.0,3.91795101,0.0482,0.94,269.25
4707,1926.0,1.5184299,0.0264,1.12,6797.62
4708,981.0,3.9466141,0.0471,0.76,276.37
4709,658.0,47.3126192,0.2788,1.05,31.17
4710,1337.0,6.76284377,0.0761,1.34,724.86
4711,736.0,27.4785572,0.181,1.22,64.69
4712,1267.0,6.10826019,0.0706,1.65,903.91
4713,797.0,23.6225913,0.1611,1.0,74.64
4714,961.0,6.919798,0.069,0.96,305.95
4715,681.0,19.446355,0.137,0.96,77.05
4716,428.0,101.951829,0.4322,1.23,7.92
4717,469.0,92.263714,0.4204,1.24,14.05
4718,922.0,10.8118737,0.0994,1.5,236.0
4719,1000.0,4.36128348,0.0518,1.0,243.08
4720,540.0,3.29030452,0.0327,0.47,6.01
4721,350.0,287.378949,0.8748,0.94,3.77
4722,1352.0,4.13962966,0.0537,1.85,1328.65
4723,794.0,7.20283653,0.0643,0.84,143.12
4724,240.0,76.378033,0.2952,0.52,0.79
4725,1081.0,3.87595807,0.0485,1.01,315.46
4726,906.0,7.810937,0.078,0.92,115.61
4727,648.0,21.347262,0.152,0.92,30.24
4728,182.0,509.997402,1.1218,0.63,0.26
4729,1122.0,4.09513932,0.0511,0.95,446.92
4730,369.0,448.303558,0.6762,1.19,6.06
4731,925.0,186.404271,0.3875,1.32,26.26
4732,282.0,374.876239,1.0525,0.89,0.54
4733,200.0,469.63111,1.117,0.85,0.4
4734,248.0,425.47785,1.1546,1.02,1.22
4735,1093.0,6.10960324,0.0596,1.02,337.78
4736,304.0,259.33683,0.745,0.95,2.76
4737,1003.0,9.878482,0.0932,1.18,187.85
4738,1141.0,5.03503,0.058,1.15,370.92
4739,881.0,10.945723,0.097,1.15,131.49
4740,637.0,28.986769,0.187,1.15,35.89
4741,1228.0,7.5844126,0.0836,1.43,537.4
4742,908.0,19.672266,0.1473,1.19,82.83
4743,767.0,32.657212,0.2065,1.19,42.15
4744,895.0,12.2057513,0.1016,0.84,39.91
4745,1095.0,6.6513802,0.0678,0.84,89.63
4746,799.0,5.342657,0.0531,0.86,137.75
4747,606.0,21.0907758,0.142,0.86,31.86
4748,754.0,16.1779561,0.1285,1.02,138.54
4749,365.0,4.48558383,0.0295,0.26,4.2
4751,307.0,8.689099,0.0514,0.23,2.21
4752,234.0,19.53527,0.0649,0.23,0.75
4753,716.0,8.180848,0.072,0.77,59.8
4754,581.0,15.31299,0.11,0.77,25.93
4755,602.0,1.53818001,0.0167,0.33,54.56
4756,393.0,9.87863917,0.0692,0.5,5.65
4757,268.0,38.09722,0.1654,0.38,0.81
4758,284.0,140.2524,0.4706,0.69,0.98
4759,206.0,1047.8356,2.026,1.18,0.3
4760,863.0,11.8728787,0.103,1.03,155.0
4761,651.0,31.562,0.1974,1.1,24.94
4763,2034.0,3.84937278,0.0544,2.89,4055.29
4764,772.0,7.650254,0.072,0.74,77.54
4765,468.0,34.260281,0.195,0.74,10.51
4766,1313.0,1.55400393,0.0246,0.83,651.41
4767,243.0,175.06,0.633,0.76,0.88
4768,362.0,17.6046,0.1072,0.63,4.07
4769,776.0,14.3868,0.1137,1.07,85.46
4770,906.0,11.9548,0.1006,0.78,159.04
4771,672.0,25.8476,0.1761,1.15,48.23
4772,578.0,40.7157,0.2383,1.15,26.34
4773,655.0,83.5781,0.4256,1.09,17.31
4774,721.0,15.434,0.124,1.02,63.79
4775,530.0,9.51216,0.0745,0.71,18.66
4776,958.0,1.60932005,0.0228,0.6,199.28
4777,918.0,4.3931539,0.04825,0.75,122.5
4778,771.0,7.406106,0.0684,0.75,61.18
4779,538.0,21.80379,0.1404,0.75,14.49
4780,134.0,1071.23205,1.883,0.75,0.08
4781,731.0,20.4998,0.1528,1.52,67.67
4782,962.0,4.16787,0.0491,0.93,202.48
4783,423.0,150.878,0.5726,1.09,7.56
4784,611.0,33.7888,0.2127,1.13,33.01
4785,417.0,62.5611,0.3017,0.88,7.13
4786,465.0,63.0382,0.3076,1.13,11.1
4787,782.0,29.9221,0.1954,1.06,33.45
4788,712.0,22.064,0.1624,1.25,60.81
4789,329.0,147.974,0.5302,0.83,2.78
4790,813.0,9.75376,0.0892,0.87,103.3
4791,1240.0,4.425391,0.056,1.11,725.06
4792,862.0,13.193242,0.116,1.11,169.0
4793,771.0,8.77424,0.0784,0.72,83.63
4794,442.0,69.8956,0.32,0.76,5.33
4795,694.0,14.8334,0.1134,0.84,54.74
4796,669.0,15.0337,0.1182,0.9,47.32
4797,347.0,47.7055,0.2253,0.67,3.42
4798,625.0,20.4905,0.1485,0.84,36.01
4799,913.0,9.30987,0.0866,1.2,164.38
4800,598.0,5.77954,0.0532,0.73,30.22
4801,772.0,5.62012,0.0577,0.75,84.01
4802,879.0,8.483,0.0798,1.0,141.04
4803,962.0,3.250619,0.04,0.76,195.22
4804,776.0,6.195469,0.062,0.76,82.85
4805,702.0,8.348125,0.075,0.76,55.53
4806,595.0,13.767102,0.105,0.76,28.55
4807,321.0,87.090195,0.359,0.76,2.44
4808,267.0,234.636,0.7097,0.86,1.2
4809,1283.0,3.8482,0.0495,1.13,641.53
4810,897.0,5.95966,0.0646,0.87,153.48
4811,807.0,12.0999,0.1011,0.88,100.37
4812,1059.0,5.36370993,0.0588,1.1,296.73
4813,956.0,3.89526,0.0449,0.76,197.66
4814,957.0,4.7329,0.0529,0.99,198.57
4815,454.0,65.9409,0.3244,1.2,10.04
4816,630.0,33.4969,0.2008,0.77,37.3
4817,1351.0,1.2107,0.0203,0.74,784.51
4818,1010.0,3.49082,0.0418,0.73,245.65
4819,1570.0,1.4857108,0.02591,1.01,1481.77
4820,899.0,7.930592,0.08,1.03,136.52
4821,702.0,16.665863,0.131,1.03,50.68
4822,329.0,234.239,0.7576,1.09,2.77
4823,273.0,169.134,0.5608,0.84,1.31
4824,555.0,18.5012,0.1275,0.73,22.4
4825,254.0,988.88112,2.027,1.7,0.34
4826,789.0,9.03502,0.08,1.26,91.74
4829,472.0,65.70459747,0.3192,1.04,10.02
4830,1053.0,4.166972,0.05,0.84,304.18
4831,752.0,11.463462,0.098,0.84,78.91
4832,497.0,39.595519,0.223,0.84,15.1
4833,694.0,14.91110039,0.1159,0.9,49.29
4834,669.0,21.06080055,0.1463,1.03,47.39
4835,391.0,13.81499958,0.0903,0.51,5.52
4836,900.0,18.01160049,0.1469,1.46,150.48
4837,1211.0,10.27530003,0.1047,2.09,522.13
4838,646.0,35.59730148,0.2178,1.21,33.49
4839,408.0,35.58100128,0.1916,0.68,6.22
4840,780.0,30.65279961,0.2014,1.64,87.69
4841,345.0,135.1880035,0.4878,0.91,3.33
4842,1287.0,6.14955998,0.0674,1.78,649.26
4843,1256.0,2.940309,0.04,1.08,639.48
4844,970.0,6.388996,0.068,1.08,227.22
4845,736.0,14.627119,0.118,1.08,75.29
4846,550.0,35.118736,0.211,1.08,23.43
4847,697.0,12.70639992,0.1043,0.84,55.86
4848,924.0,4.59238005,0.0519,0.8,172.6
4849,753.0,9.17856979,0.0819,0.79,76.14
4850,568.0,39.75289917,0.2249,1.01,24.54
4851,999.0,6.45442009,0.0683,0.94,234.98
4852,767.0,16.71990013,0.1302,1.08,74.26
4853,582.0,18.39629936,0.1306,0.8,27.09
4854,757.0,9.02929974,0.0796,0.82,77.75
4855,886.0,4.78299999,0.0535,0.81,145.48
4856,595.0,4.22097015,0.0418,0.52,29.68
4857,1179.0,4.263742,0.048,0.95,599.5
4858,956.0,8.005777,0.074,0.95,258.42
4859,833.0,13.81019974,0.1131,1.14,113.75
4860,486.0,21.76129913,0.1401,0.72,13.18
4861,699.0,32.31240082,0.2015,1.49,27.05
4862,1021.0,9.22957993,0.0933,1.25,257.11
4863,985.0,6.7968502,0.0714,0.97,222.91
4864,502.0,7.71792984,0.0621,0.51,15.01
4865,566.0,37.81029892,0.2188,0.97,24.27
4866,383.0,64.61750031,0.297,0.88,5.09
4867,957.0,7.67463016,0.0781,1.0,198.67
4868,839.0,7.34370995,0.0697,0.76,117.5
4869,553.0,13.98179,0.1,0.62,24.42
4870,377.0,44.000529,0.214,0.62,5.3
4871,212.0,247.35373,0.677,0.62,0.53
4872,858.0,8.17240047,0.0779,0.91,127.95
4873,615.0,2.75759006,0.0296,0.42,33.79
4874,462.0,49.47819901,0.2587,0.85,10.73
4875,1144.0,7.64971018,0.0822,1.61,404.99
4876,532.0,37.10110092,0.2093,0.85,18.95
4877,1449.0,3.01619005,0.0408,1.4,1044.49
4878,310.0,321.2120056,0.9453,1.29,2.17
4879,875.0,6.23031998,0.066,0.86,138.33
4880,955.0,5.82352018,0.0615,0.86,196.33
4881,420.0,14.53409958,0.0956,0.55,7.34
4882,827.0,11.903515,0.105,1.01,129.64
4883,583.0,34.035257,0.213,1.01,31.95
4884,298.0,205.9120026,0.6785,0.97,1.85
4885,984.0,7.01731014,0.0712,0.97,221.46
4886,419.0,56.35850143,0.2698,0.82,7.29
4887,583.0,16.00460052,0.1179,0.77,27.41
4888,672.0,8.19594955,0.0718,0.75,48.2
4889,631.0,24.81209946,0.1668,0.92,37.43
4890,1093.0,2.35575008,0.0319,0.81,338.4
4891,549.0,19.65640068,0.1335,0.74,21.5
4892,1028.0,9.97721005,0.0919,1.62,93.64
4893,954.0,3.7202301,0.0429,0.8,195.7
4894,841.0,5.433074,0.058,0.89,123.8
4895,633.0,12.759712,0.102,0.89,39.63
4896,501.0,25.751974,0.163,0.89,15.54
4897,398.0,51.16579,0.2494,0.83,6.22
4898,480.0,38.3260994,0.2084,0.9,12.56
4899,613.0,4.04354,0.0413,0.53,33.34
4900,714.0,29.53910065,0.204,1.24,61.49
4901,1822.0,1.48028004,0.0257,1.26,2597.27
4902,511.0,70.46829987,0.3512,1.13,16.17
4903,855.0,10.41889954,0.0917,1.06,126.48
4904,406.0,105.0149994,0.4229,1.04,6.44
4905,393.0,59.65829849,0.2873,0.83,5.66
4906,933.0,15.13589954,0.1286,1.57,179.16
4907,483.0,89.1934967,0.3987,1.3,12.83
4908,549.0,36.8601,0.2184,1.32,30.4
4909,497.0,49.40926,0.2655,1.32,25.4
4910,699.0,16.84189987,0.1261,1.01,56.43
4911,391.0,88.64399719,0.3815,0.93,5.51
4912,1155.0,3.21509004,0.0418,0.93,421.21
4913,623.0,40.80970001,0.2489,1.3,31.05
4914,522.0,59.77080154,0.3096,1.12,17.53
4915,522.0,85.65399933,0.3986,1.65,8.08
4916,603.0,35.01190186,0.2124,1.15,31.35
4917,819.0,12.18420029,0.1031,1.07,106.52
4918,942.0,10.08740044,0.0956,1.09,186.14
4919,730.0,16.34359932,0.1264,1.06,67.34
4920,846.0,9.576694,0.085,1.07,84.57
4921,656.0,20.552802,0.142,1.07,30.55
4922,392.0,96.678988,0.397,1.07,3.87
4923,340.0,109.4449997,0.4276,0.87,3.14
4924,1003.0,4.88752985,0.0574,0.96,239.11
4925,773.0,5.75622988,0.0582,0.73,84.16
4926,1088.0,8.27744007,0.077,1.78,331.35
4927,724.0,13.59049988,0.1072,0.97,64.8
4928,666.0,19.58550072,0.1379,1.0,46.51
4929,501.0,78.5460968,0.3659,1.4,14.85
4930,540.0,39.31370163,0.227,0.93,20.04
4931,956.0,2.80012012,0.0343,0.7,197.81
4932,380.0,80.23190308,0.3543,0.89,4.91
4933,1075.0,2.735926,0.036,0.76,360.26
4934,810.0,6.40013,0.064,0.76,115.98
4935,682.0,31.58889961,0.197,1.37,31.79
4936,1021.0,7.72086,0.0761,1.18,257.14
4937,1047.0,4.1957798,0.0488,1.01,283.78
4938,713.0,8.77999973,0.0787,0.76,61.24
4939,703.0,9.76298046,0.0821,0.82,57.59
4940,520.0,13.36019993,0.1002,0.69,17.3
4941,598.0,29.4557991,0.1879,0.95,30.3
4942,684.0,23.3593998,0.1637,1.01,51.68
4943,408.0,16.85589981,0.1082,0.59,6.52
4944,770.0,11.9296999,0.1028,0.92,83.04
4945,1165.0,3.504725,0.0447,1.11,355.74
4946,899.0,7.64159,0.0752,1.11,126.08
4947,720.0,14.85888,0.1172,1.11,51.92
4948,781.0,13.817124,0.109,1.06,72.12
4949,540.0,41.885775,0.229,1.06,16.42
4950,1533.0,4.56202984,0.0592,2.51,1306.97
4951,829.0,10.44089985,0.0915,0.98,111.52
4952,581.0,15.45020008,0.0662,0.64,26.91
4953,357.0,33.13610077,0.1748,0.64,3.86
4954,913.0,12.28849983,0.1017,1.67,164.61
4955,479.0,8.84794044,0.0699,0.55,12.48
4956,729.0,9.03332043,0.0813,0.79,66.89
4957,1108.0,10.86060047,0.0988,1.5,356.24
4958,601.0,23.3404007,0.1467,0.89,30.94
4959,877.0,3.7572999,0.0435,0.72,139.89
4960,1041.0,3.137873,0.04,0.75,255.58
4961,937.0,4.302149,0.049,0.75,168.19
4962,380.0,101.1330032,0.4137,1.02,4.91
4963,455.0,76.42230225,0.3462,1.19,10.11
4964,1034.0,7.16521978,0.0765,1.1,270.34
4965,1059.0,2.81816006,0.0364,0.79,298.2
4966,1022.0,2.93535996,0.0371,0.82,258.48
4967,763.0,12.19139957,0.0984,0.97,80.01
4968,310.0,91.50099945,0.3648,0.71,2.18
4969,463.0,44.29919815,0.2348,0.92,10.85
4970,1209.0,4.64490986,0.055,1.13,504.23
4971,760.0,16.48690033,0.1337,1.07,78.99
4972,935.0,9.825792,0.096,1.15,239.79
4973,729.0,20.684342,0.157,1.15,88.85
4974,561.0,31.03249931,0.1964,0.93,23.41
4975,644.0,16.45809937,0.1244,0.88,40.61
4976,507.0,22.13339996,0.1416,0.7,15.65
4977,718.0,21.10339928,0.1528,1.13,62.99
4978,421.0,95.61100006,0.4267,1.08,7.45
4979,1520.0,1.02586997,0.0187,0.85,1264.7
4980,806.0,1.61536002,0.0213,0.49,99.32
4981,1329.0,3.70061994,0.0455,1.4,737.02
4982,799.0,10.2737999,0.0924,0.9,96.27
4983,860.0,5.18671989,0.0559,0.78,129.37
4984,1088.0,5.687945,0.064,0.96,281.85
4985,857.0,11.637071,0.103,0.96,108.72
4986,681.0,56.49330139,0.3259,2.05,18.62
4987,1051.0,5.78387022,0.0655,1.01,288.69
4988,1022.0,3.13878989,0.037,0.72,257.32
4989,1177.0,6.8921299,0.0771,1.45,454.45
4990,848.0,4.60301018,0.0496,0.79,122.02
4991,808.0,11.96409988,0.0997,0.96,100.96
4992,1093.0,5.25416994,0.0602,0.99,338.15
4993,1012.0,5.90608978,0.065,0.96,247.83
4994,1097.0,12.14680004,0.1096,1.96,162.84
4995,1049.0,5.05675983,0.0583,0.94,286.32
4996,780.0,10.687576,0.092,0.87,70.36
4997,630.0,20.303005,0.141,0.87,29.88
4998,559.0,29.022358,0.179,0.87,18.56
4999,284.0,131.1900024,0.4644,0.8,1.54
5000,542.0,25.88599968,0.1606,0.9,20.35
5001,822.0,14.02639961,0.116,1.13,108.07
5002,772.0,25.54339981,0.171,1.78,84.0
5003,1074.0,3.92451,0.0478,0.85,314.25
5004,584.0,11.60649967,0.0885,0.7,27.47
5005,552.0,14.82009983,0.1089,0.73,21.92
5006,843.0,11.12969971,0.0989,0.96,119.44
5007,774.0,5.60402012,0.0563,0.74,84.65
5008,355.0,57.29290009,0.2597,0.73,3.76
5009,1237.0,1.6329,0.026,0.81,475.51
5010,530.0,20.729042,0.139,0.81,16.03
5011,1008.0,1.3858,0.0206,0.6,245.15
5012,776.0,12.02289963,0.1016,0.88,85.78
5013,760.0,7.97094011,0.0762,0.83,79.1
5014,386.0,48.88819885,0.2395,0.79,5.23
5015,420.0,39.83110046,0.2119,0.76,7.33
5016,849.0,0.72733098,0.0115,0.36,86.97
5017,1344.0,1.30200005,0.0215,0.82,772.73
5018,946.0,8.94340992,0.0807,1.01,188.93
5019,330.0,88.07160187,0.3575,0.82,2.79
5020,1455.0,2.72959995,0.0394,1.24,1056.15
5021,571.0,3.8867907,0.0343,0.47,37.37
5022,464.0,7.267302,0.0451,0.47,13.98
5023,379.0,13.342996,0.0781,0.47,7.2
5024,319.0,22.407704,0.11,0.47,3.61
5025,177.0,129.9441,0.432,0.52,0.3
5026,697.0,12.73719978,0.1021,0.87,55.82
5027,617.0,40.0306015,0.2408,1.37,34.19
5028,645.0,16.05730057,0.1199,0.81,41.04
