,planet_name,host_name,orbital_period_[days],orbit_semi-major_axis_[au]),planet_radius,planet_mass,planet_density,eccentricity,equilibrium_temperature_[k],ratio_of_semi-major_axis_to_stellar_radius,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],stellar_metallicity_[dex],distance_[pc],number_of_planets,insolation_flux_earth,stellar_surface_gravity,stellar_age_[gyr]
4035,Kepler-1108 b,Kepler-1108,4.51005748,0.0511,1.460,2.73000,4.820000,0.000000,1063,16.028,5406.00,0.84,0.88,-0.090,767.7010000,1,206.41,4.54,4.170
4036,Kepler-1109 b,Kepler-1109,37.6467384,0.2466,2.190,5.43000,2.840000,0.000000,787,46.18,5893.00,1.06,1.05,0.040,685.0870000,1,11.38,4.41,3.800
4037,Kepler-111 b,Kepler-111,3.341815,0.046,1.580,3.12000,4.350000,0.000000,1356,7.35,5952.00,1.16,1.17,0.280,657.2230000,2,677.50,4.38,2.300
4038,Kepler-111 c,Kepler-111,224.784608,0.761,7.300,42.00000,0.593000,0.000000,333,104.88,5952.00,1.16,1.17,0.280,657.2230000,2,2.48,4.38,2.300
4039,Kepler-1110 b,Kepler-1110,9.69312032,0.0754,2.660,7.56000,2.210000,0.000000,609,23.9,4781.00,0.70,0.73,-0.160,726.8280000,1,43.14,4.62,4.790
4040,Kepler-1111 b,Kepler-1111,8.79617863,0.0872,2.000,4.66000,3.200000,0.000000,938,20.06,6077.00,1.15,1.10,0.020,841.5360000,1,118.52,4.36,3.160
4041,Kepler-1112 b,Kepler-1112,14.36267939,0.1239,3.020,9.38000,1.870000,0.000000,918,14.0,6496.00,1.54,1.34,0.040,1671.2800000,1,254.96,4.19,2.090
4042,Kepler-1113 b,Kepler-1113,42.3004954,0.2415,2.810,8.30000,2.060000,0.000000,558,74.07,5931.00,1.17,1.12,0.180,1073.8800000,1,22.85,4.35,3.550
4043,Kepler-1114 b,Kepler-1114,14.97435694,0.1102,1.350,2.39000,5.340000,0.000000,631,47.26,5374.00,0.83,0.87,-0.080,418.4170000,1,39.32,4.55,4.270
4044,Kepler-1115 b,Kepler-1115,23.5540725,0.2134,1.700,3.53000,3.950000,0.000000,1381,25.36,8480.00,1.73,1.60,-0.510,983.2450000,1,516.10,4.17,1.120
4045,Kepler-1116 b,Kepler-1116,41.6977827,0.233,2.540,6.99000,2.340000,0.000000,488,59.15,5641.00,0.93,0.95,0.010,1008.5700000,1,15.79,4.48,4.900
4046,Kepler-1117 b,Kepler-1117,4.79028459,0.0546,1.110,1.41000,5.670000,0.000000,938,13.397,5612.00,0.93,0.95,0.030,568.4870000,1,194.98,4.49,4.270
4047,Kepler-1118 b,Kepler-1118,38.6715075,0.2079,2.740,7.95000,2.120000,0.000000,502,35.0,5688.00,0.97,0.96,0.000,888.3250000,1,20.01,4.46,4.070
4048,Kepler-1119 b,Kepler-1119,8.3265153,0.0812,1.920,4.35000,3.380000,0.000000,938,7.29,6083.00,1.17,1.11,0.030,1757.2300000,1,182.69,4.35,3.090
4049,Kepler-112 b,Kepler-112,8.408878,0.076,2.360,6.17000,2.580000,0.000000,809,18.85,5544.00,0.84,0.78,-0.522,513.2060000,2,123.82,4.51,9.400
4050,Kepler-112 c,Kepler-112,28.574263,0.172,2.400,6.35000,2.520000,0.000000,538,45.22,5544.00,0.84,0.78,-0.522,513.2060000,2,24.25,4.51,9.400
4051,Kepler-1120 b,Kepler-1120,2.94902905,0.0369,1.380,2.48000,5.190000,0.000000,1027,11.283,4904.00,0.74,0.78,-0.040,615.2310000,1,206.87,4.60,4.680
4052,Kepler-1121 b,Kepler-1121,13.15141081,0.1187,1.910,4.31000,3.400000,0.000000,1008,12.8,6231.00,1.59,1.29,0.120,482.0470000,1,205.27,4.14,3.020
4053,Kepler-1122 b,Kepler-1122,42.1917357,0.2315,2.040,4.82000,3.120000,0.000000,526,46.32,5544.00,0.89,0.92,-0.030,1230.4200000,1,23.26,4.51,4.680
4054,Kepler-1123 b,Kepler-1123,4.33946454,0.0497,1.670,3.43000,4.050000,0.000000,1061,14.69,5500.00,0.90,0.93,0.050,704.3230000,1,190.02,4.50,5.130
4055,Kepler-1124 b,Kepler-1124,2.85234897,0.0305,1.280,2.18000,5.710000,0.000000,621,10.7,3658.00,0.34,0.35,-0.590,289.8990000,1,50.78,4.93,3.390
4056,Kepler-1125 b,Kepler-1125,17.6700642,0.1348,1.840,4.04000,3.560000,0.000000,778,23.66,5683.00,0.94,0.95,-0.090,2011.4100000,1,41.04,4.47,4.170
4057,Kepler-1126 b,Kepler-1126,108.593329,0.4126,1.730,3.64000,3.860000,0.000000,374,105.54,5798.00,0.93,0.92,-0.260,635.7360000,1,4.55,4.46,5.500
4058,Kepler-1127 b,Kepler-1127,5.12330347,0.0556,1.960,4.50000,3.280000,0.000000,994,5.68,5664.00,0.95,0.97,0.040,842.4590000,1,160.76,4.47,4.370
4059,Kepler-1128 b,Kepler-1128,61.6178167,0.302,3.650,12.90000,1.460000,0.000000,424,126.93,5543.00,0.91,0.94,0.040,1083.4100000,1,6.45,4.50,4.570
4060,Kepler-1129 b,Kepler-1129,24.3397804,0.1644,2.960,9.06000,1.920000,0.000000,737,21.5,5831.00,1.00,1.00,-0.040,1183.8800000,2,32.27,4.44,4.070
4061,Kepler-1129 c,Kepler-1129,76.5369586,0.3528,2.730,7.90000,2.130000,0.000000,503,105.0,5831.00,1.00,1.00,-0.040,1183.8800000,2,7.01,4.44,4.070
4062,Kepler-113 b,Kepler-113,4.754,0.0502,1.820,11.70000,10.730000,0.000000,775,14.53,4725.00,0.69,0.75,0.050,262.3510000,2,105.33,4.64,6.890
4063,Kepler-113 c,Kepler-113,8.92507,0.0763,2.180,8.70000, ,0.000000,628,15.1,4725.00,0.69,0.75,0.050,262.3510000,2,45.60,4.64,6.890
4064,Kepler-1130 b,Kepler-1130,5.45298175,0.0595,0.800,0.43700,4.690000,0.000000,904,11.2,5403.00,0.81,0.90,-0.060,249.3430000,3,162.65,4.57,1.580
4065,Kepler-1130 c,Kepler-1130,3.26663995,0.0423,0.792,0.42200,4.660000,0.000000,1072,11.89,5450.00,0.84,0.94,0.100,249.3430000,3,312.85,4.56,13.800
4066,Kepler-1130 d,Kepler-1130,4.27225018,0.0506,0.645,0.20200,4.140000,0.000000,981,9.5,5450.00,0.84,0.94,0.100,249.3430000,3,218.63,4.56,13.800
4067,Kepler-1131 b,Kepler-1131,3.53232449,0.0459,1.590,3.15000,4.310000,0.000000,1159,9.765,5851.00,1.04,1.03,0.050,1030.7000000,1,453.14,4.42,4.170
4068,Kepler-1132 b,Kepler-1132,62.8916228,0.2881,2.350,6.12000,2.590000,0.000000,384,68.1,5298.00,0.83,0.87,-0.010,867.9310000,1,4.55,4.55,4.570
4069,Kepler-1133 b,Kepler-1133,11.55562343,0.0983,1.970,4.54000,3.260000,0.000000,703,28.0,5569.00,0.90,0.93,-0.020,753.1350000,1,55.76,4.50,4.070
4070,Kepler-1134 b,Kepler-1134,17.13263989,0.1242,2.640,7.46000,2.230000,0.000000,611,42.09,5281.00,0.81,0.84,-0.100,944.4450000,1,29.86,4.56,4.900
4071,Kepler-1135 b,Kepler-1135,76.957857,0.3436,1.850,4.08000,3.540000,0.000000,451,56.5,5656.00,0.94,0.96,0.020,1314.6400000,1,25.76,4.47,4.470
4072,Kepler-1136 b,Kepler-1136,2.36172433,0.0299,1.640,3.33000,4.150000,0.000000,922,14.74,4512.00,0.68,0.72,0.030,491.4060000,1,150.06,4.63,3.240
4073,Kepler-1137 b,Kepler-1137,23.9210791,0.1871,2.200,5.48000,2.830000,0.000000,1020,13.9,6807.00,1.84,1.50,0.050,921.7780000,1,197.85,4.08,1.580
4074,Kepler-1138 b,Kepler-1138,3.17060005,0.0415,1.700,3.53000,3.950000,0.000000,1080,15.16,5582.00,0.92,0.95,0.040,872.3280000,1,245.90,4.49,4.370
4075,Kepler-1139 b,Kepler-1139,0.81316672,0.0165,1.190,1.81000,5.900000,0.000000,1693,4.482,5550.00,0.91,0.94,0.050,495.1560000,1,1717.28,4.50,4.470
4076,Kepler-114 b,Kepler-114,5.188549,0.053,1.260,6.80000,18.700000,0.000000,586,16.94,4605.00,0.67,0.77,0.229,259.5330000,3,92.53,4.65,2.690
4077,Kepler-114 c,Kepler-114,8.041,0.06482,1.600,2.80000,3.760000,0.000000,507,23.765,4660.00,0.54,0.56,0.229,259.5330000,3,51.62,4.72,2.690
4078,Kepler-114 d,Kepler-114,11.776,0.08358,2.530,3.90000,1.320000,0.000000,446,24.0,4660.00,0.54,0.56,0.229,259.5330000,3,31.02,4.72,2.690
4079,Kepler-1140 b,Kepler-1140,24.0862707,0.1478,2.770,8.10000,2.090000,0.000000,500,54.6,4850.00,0.73,0.76,-0.080,656.4800000,1,13.05,4.61,5.010
4080,Kepler-1141 b,Kepler-1141,2.34451194,0.0345,0.820,0.47700,4.750000,0.000000,1471,7.78,5791.00,1.07,1.01,0.040,393.6420000,1,1146.95,4.38,6.170
4081,Kepler-1142 b,Kepler-1142,18.3027248,0.1343,1.470,2.76000,4.770000,0.000000,902,17.0,5685.00,0.96,0.97,0.020,1273.5100000,1,147.82,4.46,5.370
4082,Kepler-1143 b,Kepler-1143,2.88890485,0.0371,1.670,3.43000,4.050000,0.000000,976,14.2,5053.00,0.77,0.81,-0.060,555.1890000,2,173.06,4.58,4.790
4083,Kepler-1143 c,Kepler-1143,210.630591,0.6477,3.600,12.60000,1.480000,0.000000,234,156.1,5053.00,0.77,0.81,-0.060,555.1890000,2,0.57,4.58,4.790
4084,Kepler-1144 b,Kepler-1144,17.14647302,0.1291,1.990,4.62000,3.220000,0.000000,811,34.47,5753.00,0.96,0.98,-0.030,1140.5700000,1,62.06,4.47,3.980
4085,Kepler-1145 b,Kepler-1145,3.97076766,0.0443,1.400,2.54000,5.090000,0.000000,958,16.36,5064.00,0.75,0.79,-0.130,691.9610000,1,198.43,4.59,4.790
4086,Kepler-1146 b,Kepler-1146,2.3522658,0.0325,1.230,2.04000,6.020000,0.000000,1019,10.7,4692.00,0.70,0.74,-0.060,703.0380000,1,227.96,4.62,4.900
4087,Kepler-1147 b,Kepler-1147,10.62784997,0.0961,2.610,7.32000,2.260000,0.000000,872,9.4,5941.00,1.14,1.09,0.110,1657.3600000,1,206.56,4.36,3.800
4088,Kepler-1148 b,Kepler-1148,1.10446351,0.0188,1.690,3.50000,3.980000,0.000000,1397,8.146,5054.00,0.77,0.81,-0.020,625.6920000,1,815.41,4.58,4.570
4089,Kepler-1149 b,Kepler-1149,3.73089898,0.0473,1.440,2.67000,4.910000,0.000000,1128,4.41,5833.00,1.01,1.02,0.020,1217.7300000,1,653.83,4.43,3.980
4090,Kepler-115 b,Kepler-115,2.403679,0.036,1.090,1.32000,5.600000,0.000000,1489,4.89,5979.00,1.21,1.07,-0.050,623.6090000,2,1215.76,4.31,5.500
4091,Kepler-115 c,Kepler-115,8.990889,0.087,2.600,7.27000,2.270000,0.000000,960,16.92,5979.00,1.21,1.07,-0.050,623.6090000,2,209.10,4.31,5.500
4092,Kepler-1150 b,Kepler-1150,2.78786839,0.0382,1.020,1.04000,5.390000,0.000000,1432,10.49,4754.00,0.72,0.76,0.010,358.5180000,1,153.74,4.61,4.680
4093,Kepler-1151 b,Kepler-1151,65.6478424,0.3197,2.220,5.56000,2.790000,0.000000,485,114.9,5470.00,0.85,0.88,-0.110,682.4360000,1,4.86,4.53,4.370
4094,Kepler-1152 b,Kepler-1152,1.64680191,0.0223,0.870,0.59000,4.920000,0.000000,806,10.61,3964.00,0.53,0.55,-0.250,215.2330000,1,139.60,4.73,3.470
4095,Kepler-1153 b,Kepler-1153,1.75583533,0.0277,1.730,3.64000,3.860000,0.000000,1343,7.483,5470.00,0.88,0.91,0.030,1119.4900000,1,761.81,4.52,4.570
4096,Kepler-1154 b,Kepler-1154,5.1856142,0.0631,2.340,6.08000,2.610000,0.000000,1314,9.931,6327.00,1.43,1.26,0.040,1460.1000000,2,652.97,4.23,2.290
4097,Kepler-1154 c,Kepler-1154,8.45808312,0.0875,2.360,6.17000,2.580000,0.000000,1117,21.11,6327.00,1.43,1.26,0.040,1460.1000000,2,339.57,4.23,2.290
4098,Kepler-1155 b,Kepler-1155,33.469743,0.2006,2.030,4.78000,3.140000,0.000000,609,57.51,5842.00,1.03,1.03,0.040,1128.7200000,1,32.52,4.43,3.720
4099,Kepler-1156 b,Kepler-1156,11.89520511,0.0994,1.320,2.30000,5.500000,0.000000,787,26.74,5778.00,1.00,1.00,0.020,691.3310000,1,83.01,4.44,4.470
4100,Kepler-1157 b,Kepler-1157,4.45743164,0.0448,1.090,1.32000,5.600000,0.000000,732,14.62,4679.00,0.71,0.76,0.050,342.1440000,1,95.44,4.62,3.390
4101,Kepler-1158 b,Kepler-1158,13.5396293,0.1246,2.340,6.08000,2.610000,0.000000,1079,23.26,6203.00,1.95,1.41,0.180,1484.2500000,1,449.70,4.01,2.880
4102,Kepler-1159 b,Kepler-1159,22.70816791,0.1603,2.370,6.21000,2.560000,0.000000,677,50.29,6217.00,1.28,1.19,0.040,1213.7100000,1,80.98,4.30,2.750
4103,Kepler-116 b,Kepler-116,5.968734,0.069,3.420,11.60000,1.590000,0.000000,1251,12.593,6142.00,1.45,1.21,0.040,955.1680000,2,594.45,4.20,0.340
4104,Kepler-116 c,Kepler-116,13.07163,0.116,2.300,5.90000,2.660000,0.000000,964,33.19,6142.00,1.45,1.21,0.040,955.1680000,2,208.98,4.20,0.340
4105,Kepler-1160 b,Kepler-1160,7.97034958,0.0755,2.140,5.22000,2.930000,0.000000,839,23.17,5519.00,0.89,0.92,0.010,1077.6300000,1,93.31,4.51,4.570
4106,Kepler-1161 b,Kepler-1161,10.71252541,0.0784,2.130,5.18000,2.950000,0.000000,485,27.87,4253.00,0.57,0.59,-0.350,547.7260000,1,26.23,4.70,3.390
4107,Kepler-1162 b,Kepler-1162,32.5637069,0.19,2.210,5.52000,2.810000,0.000000,490,43.7,5390.00,0.84,0.89,-0.030,940.2110000,1,12.24,4.54,4.370
4108,Kepler-1163 b,Kepler-1163,6.11786898,0.0685,1.030,1.08000,5.430000,0.000000,1211,8.1,6302.00,1.35,1.22,0.020,478.6470000,1,511.76,4.26,2.880
4109,Kepler-1164 b,Kepler-1164,3.97599768,0.0457,1.120,1.46000,5.710000,0.000000,936,13.22,5183.00,0.79,0.85,-0.030,431.6220000,1,181.21,4.57,3.630
4110,Kepler-1165 b,Kepler-1165,9.478522,0.0914,1.550,3.02000,4.460000,0.000000,946,11.85,6080.00,1.18,1.13,0.050,1575.2000000,2,464.77,4.34,3.240
4111,Kepler-1165 c,Kepler-1165,29.96870041,0.1969,3.361,11.20000,1.620000,0.000000,644,34.68,6249.00,1.08,1.13,-0.040,1575.2000000,2,40.76,4.43,0.300
4112,Kepler-1166 b,Kepler-1166,33.2406882,0.1975,1.690,3.50000,3.980000,0.000000,486,53.78,5446.00,0.86,0.90,-0.020,634.9060000,1,14.19,4.53,4.900
4113,Kepler-1167 b,Kepler-1167,1.00393374,0.0175,1.710,3.57000,3.920000,0.000000,1419,5.477,4971.00,0.75,0.79,-0.050,820.9050000,1,1039.70,4.60,4.270
4114,Kepler-1168 b,Kepler-1168,55.8226539,0.2663,2.500,6.80000,2.390000,0.000000,379,80.19,5157.00,0.82,0.87,0.130,752.6660000,1,4.11,4.56,4.270
4115,Kepler-1169 b,Kepler-1169,6.11009134,0.0709,0.940,0.77900,5.150000,0.000000,1125,19.0,6191.00,1.23,1.24,0.260,522.8230000,1,348.05,4.35,1.380
4116,Kepler-117 b,Kepler-117,18.7959228,0.1445,8.059,29.87500,0.300000,0.049300,984,19.67,6150.00,1.61,1.13,-0.040,1455.5700000,2,157.54,4.10,5.300
4117,Kepler-117 c,Kepler-117,50.790391,0.2804,12.341,584.78000,1.740000,0.032300,704,38.18,6150.00,1.61,1.13,-0.040,1455.5700000,2,41.86,4.10,5.300
4118,Kepler-1170 b,Kepler-1170,9.98969327,0.088,2.410,6.39000,2.510000,0.000000,705,21.21,5069.00,0.76,0.80,-0.090,1050.4500000,1,69.54,4.58,4.900
4119,Kepler-1171 b,Kepler-1171,1.44259224,0.0284,2.560,7.08000,2.320000,0.000000,2700,3.727,7044.00,1.95,1.58,-0.010,573.0000000,1,10171.00,4.05,1.350
4120,Kepler-1172 b,Kepler-1172,26.0204423,0.168,3.200,10.30000,1.730000,0.000000,675,19.7,5558.00,0.89,0.92,-0.040,1306.5300000,1,26.36,4.51,4.370
4121,Kepler-1173 b,Kepler-1173,0.7698536,0.0157,0.890,0.64000,4.990000,0.000000,1650,4.66,5252.00,0.82,0.86,0.000,377.0600000,1,1462.10,4.55,4.790
4122,Kepler-1174 b,Kepler-1174,6.89225223,0.0732,1.590,3.15000,4.310000,0.000000,1156,21.38,5936.00,1.04,1.04,-0.040,1408.7500000,1,641.81,4.42,3.550
4123,Kepler-1175 b,Kepler-1175,37.94563,0.2181,2.990,9.22000,1.900000,0.000000,515,30.0,5453.00,0.86,0.90,-0.040,1121.8900000,1,12.94,4.53,4.170
4124,Kepler-1176 b,Kepler-1176,24.1738579,0.1589,2.450,6.57000,2.450000,0.000000,595,60.2,5844.00,1.02,1.01,-0.010,864.6990000,1,26.09,4.42,3.800
4125,Kepler-1177 b,Kepler-1177,106.247547,0.4301,1.900,4.27000,3.420000,0.000000,377,58.85,5712.00,0.97,0.98,0.020,1299.9700000,1,11.86,4.46,4.470
4126,Kepler-1178 b,Kepler-1178,31.80634,0.1596,1.070,1.24000,5.560000,0.000000,378,64.29,4990.00,0.75,0.80,-0.050,482.2870000,1,23.24,4.59,4.680
4127,Kepler-1179 b,Kepler-1179,2.68505749,0.0346,1.320,2.30000,5.500000,0.000000,1137,20.2,5212.00,0.81,0.84,-0.030,415.2050000,1,288.57,4.56,4.900
4128,Kepler-118 b,Kepler-118,7.518496,0.073,1.960,4.50000,3.280000,0.000000,784,20.33,5274.00,1.09,0.81,0.180,574.2280000,2,79.75,4.32,13.900
4129,Kepler-118 c,Kepler-118,20.17202,0.141,7.680,45.70000,0.554000,0.000000,564,52.621,5274.00,1.09,0.81,0.180,574.2280000,2,21.41,4.32,13.900
4130,Kepler-1180 b,Kepler-1180,16.8601286,0.1246,1.990,4.62000,3.220000,0.000000,765,17.48,6077.00,1.14,1.09,0.000,1596.8000000,1,175.85,4.36,3.090
4131,Kepler-1181 b,Kepler-1181,4.89337519,0.0621,1.570,3.09000,4.390000,0.000000,1374,11.36,6176.00,1.30,1.17,0.030,938.4170000,1,831.14,4.27,3.240
4132,Kepler-1182 b,Kepler-1182,11.17394617,0.0981,2.410,6.39000,2.510000,0.000000,796,26.239,5924.00,1.05,1.04,0.010,1545.3900000,1,197.88,4.41,3.390
4133,Kepler-1183 b,Kepler-1183,28.5057189,0.1793,2.820,8.35000,2.050000,0.000000,555,35.49,5765.00,0.99,1.00,0.040,1919.1900000,1,61.66,4.45,4.270
4134,Kepler-1184 b,Kepler-1184,53.5991044,0.2863,2.680,7.65000,2.180000,0.000000,529,47.0,5983.00,1.07,1.05,-0.040,1157.8400000,1,18.04,4.41,3.550
4135,Kepler-1185 b,Kepler-1185,104.3518976,0.4297,1.330,2.33000,5.440000,0.000000,355,225.2,5622.00,0.87,0.96,-0.040,459.2730000,1,9.31,4.54,1.550
4136,Kepler-1186 b,Kepler-1186,16.07677615,0.1281,2.230,5.60000,2.770000,0.000000,724,56.01,5635.00,0.93,0.95,0.000,1337.2500000,1,85.39,4.49,4.470
4137,Kepler-1187 b,Kepler-1187,18.87064068,0.1401,2.610,7.32000,2.260000,0.000000,701,45.22,5975.00,1.09,1.06,-0.010,1020.5300000,1,72.96,4.39,3.390
4138,Kepler-1188 b,Kepler-1188,17.1369543,0.135,2.080,4.98000,3.040000,0.000000,775,20.762,5913.00,1.06,1.04,0.000,1717.4800000,1,165.57,4.40,4.170
4139,Kepler-1189 b,Kepler-1189,3.78858982,0.0467,1.770,3.78000,3.750000,0.000000,1158,2.83,6012.00,1.16,1.11,0.080,782.8520000,1,449.94,4.36,3.390
4140,Kepler-119 b,Kepler-119,2.422082,0.035,3.600,12.60000,1.480000,0.000000,1213,7.5197,5595.00,0.84,0.92,0.010,701.9960000,2,745.28,4.57,3.630
4141,Kepler-119 c,Kepler-119,4.125103,0.049,0.920,0.72100,5.090000,0.000000,1016,8.8,5595.00,0.84,0.92,0.010,701.9960000,2,367.32,4.57,3.630
4142,Kepler-1190 b,Kepler-1190,10.45843441,0.0845,1.330,2.33000,5.440000,0.000000,609,25.73,4730.00,0.72,0.76,-0.020,342.5090000,1,24.21,4.62,3.980
4143,Kepler-1191 b,Kepler-1191,5.60014851,0.0587,1.510,2.89000,4.610000,0.000000,952,16.3947,5308.00,0.81,0.85,-0.080,955.5360000,1,167.18,4.56,4.570
4144,Kepler-1192 b,Kepler-1192,25.2034787,0.1693,2.360,6.17000,2.580000,0.000000,600,43.08,5438.00,0.83,0.86,-0.160,1304.1900000,1,34.74,4.55,4.470
4145,Kepler-1193 b,Kepler-1193,2.83265213,0.0403,1.320,2.30000,5.500000,0.000000,1453,3.69,5908.00,1.21,1.08,0.120,802.1160000,1,1286.39,4.31,5.010
4146,Kepler-1194 b,Kepler-1194,16.22371307,0.1212,1.510,2.89000,4.610000,0.000000,676,50.2,5590.00,0.92,0.94,0.000,757.3820000,1,49.35,4.49,4.790
4147,Kepler-1195 b,Kepler-1195,8.49642241,0.0726,2.080,4.98000,3.040000,0.000000,702,29.8,4965.00,0.71,0.74,-0.250,918.5660000,1,79.03,4.61,4.470
4148,Kepler-1196 b,Kepler-1196,66.1849031,0.3179,2.230,5.60000,2.770000,0.000000,436,107.3,5756.00,0.97,0.98,0.000,922.3330000,1,8.30,4.46,3.980
4149,Kepler-1197 b,Kepler-1197,2.03231845,0.0283,1.250,2.10000,5.910000,0.000000,1011,9.0,4708.00,0.72,0.78,0.060,486.9400000,1,267.14,4.62,2.690
4150,Kepler-1198 b,Kepler-1198,7.6847716,0.0732,1.470,2.76000,4.770000,0.000000,830,24.328,5517.00,0.90,0.93,0.030,743.0300000,1,108.07,4.50,4.680
4151,Kepler-1199 b,Kepler-1199,15.0447198,0.1152,1.150,1.60000,5.780000,0.000000,931,19.92,5889.00,1.17,0.94,-0.270,563.4930000,1,92.58,4.27,7.760
4152,Kepler-12 b,Kepler-12,4.4379629,0.0553,19.661,137.30256,0.110000,0.000000,1480,8.019,5947.00,1.48,1.17,0.070,881.3860000,1,877.54,4.17,4.000
4153,Kepler-120 b,Kepler-120,6.312501,0.055,2.150,8.50000,4.700000,0.000000,575,18.129,4096.00,0.53,0.65,-0.120,388.6300000,2,42.69,4.73,3.630
4154,Kepler-120 c,Kepler-120,12.794585,0.088,1.530,2.96000,4.540000,0.000000,455,29.29,4096.00,0.53,0.65,-0.120,388.6300000,2,16.62,4.73,3.630
4155,Kepler-1200 b,Kepler-1200,1.11854972,0.0188,1.060,1.20000,5.540000,0.000000,1174,5.48,4612.00,0.70,0.74,0.040,588.7150000,1,544.53,4.63,3.020
4156,Kepler-1201 b,Kepler-1201,15.18725932,0.1183,2.290,5.86000,2.680000,0.000000,789,14.87,6177.00,1.24,1.15,0.030,944.2410000,1,89.43,4.32,2.950
4157,Kepler-1202 b,Kepler-1202,28.6851324,0.179,2.940,8.96000,1.940000,0.000000,547,15.91,5834.00,1.04,1.03,0.060,1175.3800000,1,23.88,4.42,4.170
4158,Kepler-1203 b,Kepler-1203,0.58800076,0.0114,1.060,1.20000,5.540000,0.000000,1188,3.944,4105.00,0.61,0.64,0.010,317.0220000,1,723.81,4.67,3.470
4159,Kepler-1204 b,Kepler-1204,85.7350285,0.3877,3.050,9.53000,1.850000,0.000000,448,88.01,5825.00,1.03,1.03,0.060,1175.2200000,1,7.02,4.42,4.270
4160,Kepler-1205 b,Kepler-1205,1.07839035,0.0196,1.410,2.57000,5.040000,0.000000,1667,6.744,5226.00,0.81,0.84,-0.040,698.4850000,1,1038.49,4.56,4.900
4161,Kepler-1206 b,Kepler-1206,1.21699766,0.0201,1.640,3.33000,4.150000,0.000000,1314,7.15,4877.00,0.75,0.80,0.070,762.0190000,1,588.02,4.60,3.550
4162,Kepler-1207 b,Kepler-1207,13.68237119,0.1156,1.620,3.26000,4.210000,0.000000,802,14.6,5909.00,1.06,1.06,0.050,1754.1900000,1,352.51,4.41,3.630
4163,Kepler-1208 b,Kepler-1208,11.08507637,0.0901,2.320,5.99000,2.640000,0.000000,665,29.1,5001.00,0.76,0.80,-0.030,825.1760000,1,37.66,4.59,4.470
4164,Kepler-1209 b,Kepler-1209,25.369116,0.18,1.510,2.89000,4.610000,0.000000,755,42.17,6210.00,1.38,1.23,0.120,505.5310000,1,63.25,4.24,3.090
4165,Kepler-121 b,Kepler-121,3.177422,0.039,2.340,6.08000,2.610000,0.000000,997,17.098,5311.00,0.70,0.86,-0.080,510.5230000,2,220.49,4.65,0.500
4166,Kepler-121 c,Kepler-121,41.008011,0.216,2.270,5.77000,2.710000,0.000000,425,39.2,5311.00,0.70,0.86,-0.080,510.5230000,2,7.30,4.65,0.500
4167,Kepler-1210 b,Kepler-1210,8.07124073,0.0753,1.700,3.53000,3.950000,0.000000,856,25.25,5568.00,0.92,0.94,0.040,1176.5300000,1,152.05,4.49,5.130
4168,Kepler-1211 b,Kepler-1211,11.01816836,0.0985,2.550,7.04000,2.330000,0.000000,840,9.49,5705.00,0.94,0.96,-0.080,1826.5300000,1,139.85,4.48,4.170
4169,Kepler-1212 b,Kepler-1212,12.94130146,0.1082,2.140,5.22000,2.930000,0.000000,795,21.678,6051.00,1.15,1.10,0.030,1316.5700000,1,142.10,4.36,3.240
4170,Kepler-1213 b,Kepler-1213,5.34982412,0.0635,1.190,1.81000,5.900000,0.000000,1156,5.37,6050.00,1.21,1.14,0.130,807.8120000,1,595.42,4.33,3.470
4171,Kepler-1214 b,Kepler-1214,18.82634264,0.128,2.360,6.17000,2.580000,0.000000,591,63.24,5130.00,0.80,0.85,0.050,729.2270000,1,23.18,4.57,4.680
4172,Kepler-1215 b,Kepler-1215,4.76703963,0.0528,1.220,1.98000,5.990000,0.000000,1046,6.2,5616.00,0.93,0.95,0.010,661.0220000,1,253.96,4.48,4.790
4173,Kepler-1216 b,Kepler-1216,4.37034536,0.0519,1.390,2.51000,5.140000,0.000000,1191,11.84,5743.00,0.98,0.99,0.030,1258.3600000,1,415.55,4.46,4.070
4174,Kepler-1217 b,Kepler-1217,2.03232507,0.0326,1.990,4.62000,3.220000,0.000000,1542,9.353,5905.00,1.08,1.06,0.070,1347.7100000,1,1302.95,4.40,3.800
4175,Kepler-1218 b,Kepler-1218,22.9221266,0.1564,1.440,2.67000,4.910000,0.000000,684,20.6,5986.00,1.10,1.06,-0.020,840.5030000,1,84.83,4.38,3.800
4176,Kepler-1219 b,Kepler-1219,16.10467749,0.1418,2.120,5.14000,2.960000,0.000000,1159,10.91,5944.00,1.94,1.25,0.050,880.8950000,1,430.69,3.97,4.370
4177,Kepler-122 b,Kepler-122,5.766193,0.064,2.340,6.08000,2.610000,0.000000,1159,11.711,6050.00,1.22,1.08,-0.060,1027.4500000,5,448.10,4.30,3.890
4178,Kepler-122 c,Kepler-122,12.465988,0.108,5.870,29.00000,0.788000,0.000000,897,19.46,6050.00,1.22,1.08,-0.060,1027.4500000,5,160.50,4.30,3.890
4179,Kepler-122 d,Kepler-122,21.587475,0.155,2.200,5.48000,2.830000,0.000000,747,37.8,6050.00,1.22,1.08,-0.060,1027.4500000,5,77.14,4.30,3.890
4180,Kepler-122 e,Kepler-122,37.993273,0.227,2.600,27.70000,8.660000,0.000000,618,43.624,6050.00,1.22,1.08,-0.060,1027.4500000,5,36.30,4.30,3.890
