,planet_radius,planet_mass,planet_density
3760,2.9,8.75,1.97
3761,0.83,0.498,4.79
3762,2.57,7.13,2.31
3763,2.53,6.94,2.35
3764,3.15,10.1,1.78
3765,1.29,2.21,5.66
3766,1.43,2.63,4.94
3767,1.7,3.53,3.95
3768,2.47,7.0,3.3
3769,3.38,11.4,1.62
3770,1.19,1.81,5.9
3773,5.5,25.9,0.855
3774,2.51,6.85,2.38
3775,1.56,3.05,4.41
3776,2.16,5.31,2.9
3777,2.12,5.14,2.96
3778,2.2,3.64,1.74
3779,2.43,7.44,2.62
3780,2.27,5.77,2.71
3781,2.47,6.66,2.43
3782,2.35,6.12,2.59
3783,1.52,2.92,4.57
3784,1.794,3.87,3.68
3785,2.71,9.1,2.5
3786,3.3,6.0,0.917
3787,3.6,10.5,1.24
3788,1.2,1.87,5.95
3789,2.75,8.0,2.11
3790,2.17,5.35,2.88
3791,2.86,8.55,2.01
3792,1.14,1.55,5.75
3793,0.89,0.64,4.99
3795,4.06,15.5,1.27
3796,1.75,3.71,3.8
3797,1.35,2.39,5.34
3798,1.35,2.39,5.34
3799,2.25,5.69,2.74
3800,1.67,3.43,4.05
3801,8.8,23.1,0.19
3802,12.3,640.0,1.88
3803,3.9,11.3,1.02
3804,1.87,4.16,3.5
3805,1.86,4.12,3.52
3806,2.65,7.51,2.22
3807,1.32,2.3,5.5
3808,2.5,6.8,2.39
3809,1.93,4.38,3.35
3810,1.96,4.5,3.28
3811,6.54,42.1,0.827
3812,2.87,48.5,11.3
3813,1.8,3.89,3.2
3814,1.53,2.96,4.1
3815,2.09,5.02,1.9
3816,2.0,4.66,1.2
3817,1.61,3.22,3.0
3818,1.36,2.42,5.29
3819,1.17,1.71,5.87
3820,1.22,1.98,5.99
3821,2.71,7.8,2.15
3822,1.77,3.78,3.75
3823,3.83,14.0,1.37
3824,3.07,9.64,1.83
3825,2.35,6.12,2.59
3826,2.67,7.61,2.2
3827,2.23,5.6,2.77
3828,1.47,2.76,4.77
3829,1.32,2.3,5.5
3830,1.88,4.19,3.47
3831,2.16,5.31,2.9
3832,2.7,7.75,2.16
3833,2.25,5.69,2.74
3834,2.34,4.5,1.91
3835,2.55,5.0,1.65
3836,2.68,4.0,1.2
3837,11.59,132.0,0.47
3838,2.15,7.3,4.1
3839,2.67,7.61,2.2
3840,2.85,8.5,2.02
3841,1.67,3.43,4.05
3842,3.26,10.7,1.7
3843,2.33,6.04,2.62
3844,1.77,3.78,3.75
3845,1.33,2.33,5.44
3846,1.37,2.45,5.24
3847,1.24,2.07,5.97
3848,1.12,1.46,5.71
3849,1.34,2.36,5.39
3850,2.61,7.32,2.26
3851,2.24,5.65,2.76
3852,1.82,3.97,3.62
3853,2.13,5.18,2.95
3854,3.1,56.2,10.4
3855,2.46,61.0,22.5
3856,1.2,1.87,5.95
3857,1.01,1.01,5.39
3858,5.937,29.5,0.774
3859,5.31,24.4,0.896
3860,2.82,8.35,2.05
3861,2.01,4.7,3.18
3862,1.45,2.7,4.87
3865,3.1,37.5,0.3
3866,4.3,49.4,0.3
3867,3.62,12.8,1.48
3868,3.59,12.6,1.5
3869,4.07,15.6,1.27
3870,3.36,64.2,9.3
3871,2.92,87.3,19.3
3872,2.8,16.3,4.08
3873,2.9,16.6,3.74
3874,2.87,8.6,2.0
3875,3.33,11.1,1.65
3876,3.38,11.4,1.62
3877,2.34,6.08,2.61
3878,1.84,4.04,3.56
3879,1.54,2.99,4.5
3880,1.98,4.58,3.24
3881,1.5,2.86,4.66
3882,2.25,5.69,2.74
3883,1.79,97.8,93.7
3884,1.43,78.0,147.0
3885,0.66,0.219,4.19
3886,0.95,0.809,5.18
3887,1.23,2.04,6.02
3888,1.77,3.78,3.75
3889,2.01,4.7,3.18
3890,2.706,7.78,2.16
3893,1.69,3.5,3.98
3894,2.47,6.66,2.43
3895,3.38,11.4,1.62
3896,2.55,7.04,2.33
3897,2.27,5.77,2.71
3898,2.13,5.18,2.95
3899,1.98,37.9,26.8
3900,3.89,14.4,1.34
3901,2.48,6.71,2.42
3902,2.59,7.22,2.28
3903,2.49,6.76,2.41
3904,2.63,7.41,2.24
3905,1.86,4.12,3.52
3906,2.83,8.4,2.04
3907,3.33,11.1,1.65
3908,2.47,6.66,2.43
3909,2.67,7.61,2.2
3910,1.64,3.33,4.15
3911,1.36,2.42,5.29
3912,2.0,4.66,3.2
3913,2.18,5.39,2.86
3914,1.74,3.68,3.84
3915,2.01,4.7,3.18
3916,2.41,6.39,2.51
3917,1.07,1.24,5.56
3918,2.72,6.2,1.61
3919,2.78,5.12,1.26
3920,2.7,7.75,2.16
3921,2.8,8.25,2.07
3922,3.61,12.7,1.48
3923,4.06,15.5,1.27
3924,4.95,21.7,0.983
3925,5.41,25.2,0.875
3926,2.61,7.32,2.26
3927,2.35,6.12,2.59
3928,2.48,6.71,2.42
3929,2.15,5.27,2.91
3930,1.59,3.15,4.31
3931,1.32,2.3,5.5
3932,2.99,9.22,1.9
3933,1.55,3.02,4.46
3934,2.5,6.8,2.39
3935,2.15,3.2,1.77
3936,3.87,14.3,1.36
3937,3.17,10.2,1.76
3938,2.65,7.51,2.22
3939,1.63,3.29,4.17
3940,2.15,5.27,2.91
3941,1.23,2.04,6.02
3942,2.77,8.1,2.09
3943,2.77,8.1,2.09
3944,2.77,8.1,2.09
3945,1.33,2.33,5.44
3946,2.18,5.39,2.86
3947,2.28,5.82,2.7
3948,1.13,1.51,5.75
3949,10.0,71.9,0.395
3950,5.217,15.2,0.588
3951,2.748,8.7,2.32
3952,1.57,3.09,4.39
3953,1.51,2.89,4.61
3954,1.09,1.32,5.6
3955,4.07,15.6,1.27
3956,3.02,9.38,1.87
3957,3.94,14.7,1.32
3958,4.09,15.7,1.26
3959,1.64,3.33,4.15
3960,1.5,2.86,4.66
3961,2.34,6.08,2.61
3962,1.75,3.71,3.8
3963,3.03,21.6,4.27
3964,2.18,225.6,120.0
3965,2.57,7.13,2.31
3966,2.31,15.2,6.78
3967,2.05,4.86,3.1
3968,2.76,8.05,2.1
3969,1.99,4.62,3.22
3970,2.45,6.57,2.45
3971,2.0,4.66,3.2
3972,2.61,7.32,2.26
3973,2.57,7.13,2.31
3974,2.33,6.04,2.62
3975,2.2,102.3,52.8
3976,1.37,2.45,5.24
3977,2.78,8.15,2.08
3978,1.67,3.43,4.05
3981,2.51,6.85,2.38
3982,2.33,6.04,2.62
3983,2.0,13.5,9.27
3984,5.6,169.7,5.31
3985,3.07,9.64,1.83
3986,2.39,6.3,2.54
3987,1.73,3.64,3.86
3988,2.08,4.98,3.04
3989,1.41,2.57,5.04
3990,2.0,4.66,3.2
3991,1.57,3.09,4.39
3992,2.22,5.56,2.79
3993,2.05,4.86,3.1
3994,1.28,2.18,5.71
3995,2.23,5.6,2.77
3996,3.51,12.1,1.54
3997,3.7,13.2,1.43
3998,2.71,7.8,2.15
3999,2.43,6.48,2.48
4000,3.83,14.0,1.37
4001,3.08,9.69,1.82
4002,1.93,24.1,18.4
4003,1.73,35.4,37.6
4004,2.04,4.82,3.12
4005,4.26,16.8,1.19
4006,2.2,17.6,9.08
4008,3.293,10.9,1.68
4009,1.46,2.73,4.82
4010,2.07,4.94,3.06
4011,1.95,4.46,3.31
4012,1.96,4.5,3.28
4013,3.18,10.2,1.74
4014,1.21,1.92,5.96
4015,1.24,2.07,5.97
4016,3.26,10.7,1.7
4017,1.3,2.24,5.6
4018,2.83,8.4,2.04
4019,1.8,1.9,1.72
4020,2.87,2.9,0.66
4021,3.12,7.3,1.28
4022,4.19,8.0,0.58
4023,2.49,2.0,0.69
4024,3.33,25.0,4.0
4025,1.83,4.01,3.6
4026,2.21,5.52,2.81
4027,1.75,3.71,3.8
4028,2.47,6.66,2.43
4029,2.66,7.56,2.21
4030,2.27,5.77,2.71
4031,1.23,2.04,6.02
4032,2.01,4.7,3.18
4033,1.65,3.36,4.11
4034,1.34,2.36,5.39
4035,1.46,2.73,4.82
4036,2.19,5.43,2.84
4037,1.58,3.12,4.35
4038,7.3,42.0,0.593
4039,2.66,7.56,2.21
4040,2.0,4.66,3.2
4041,3.02,9.38,1.87
4042,2.81,8.3,2.06
4043,1.35,2.39,5.34
4044,1.7,3.53,3.95
4045,2.54,6.99,2.34
4046,1.11,1.41,5.67
4047,2.74,7.95,2.12
4048,1.92,4.35,3.38
4049,2.36,6.17,2.58
4050,2.4,6.35,2.52
4051,1.38,2.48,5.19
4052,1.91,4.31,3.4
4053,2.04,4.82,3.12
4054,1.67,3.43,4.05
4055,1.28,2.18,5.71
4056,1.84,4.04,3.56
4057,1.73,3.64,3.86
4058,1.96,4.5,3.28
4059,3.65,12.9,1.46
4060,2.96,9.06,1.92
4061,2.73,7.9,2.13
4062,1.82,11.7,10.73
4064,0.8,0.437,4.69
4065,0.792,0.422,4.66
4066,0.645,0.202,4.14
4067,1.59,3.15,4.31
4068,2.35,6.12,2.59
4069,1.97,4.54,3.26
4070,2.64,7.46,2.23
4071,1.85,4.08,3.54
4072,1.64,3.33,4.15
4073,2.2,5.48,2.83
4074,1.7,3.53,3.95
4075,1.19,1.81,5.9
4076,1.26,6.8,18.7
4077,1.6,2.8,3.76
4078,2.53,3.9,1.32
4079,2.77,8.1,2.09
4080,0.82,0.477,4.75
4081,1.47,2.76,4.77
4082,1.67,3.43,4.05
4083,3.6,12.6,1.48
4084,1.99,4.62,3.22
4085,1.4,2.54,5.09
4086,1.23,2.04,6.02
4087,2.61,7.32,2.26
4088,1.69,3.5,3.98
4089,1.44,2.67,4.91
4090,1.09,1.32,5.6
4091,2.6,7.27,2.27
4092,1.02,1.04,5.39
4093,2.22,5.56,2.79
4094,0.87,0.59,4.92
4095,1.73,3.64,3.86
4096,2.34,6.08,2.61
4097,2.36,6.17,2.58
4098,2.03,4.78,3.14
4099,1.32,2.3,5.5
4100,1.09,1.32,5.6
4101,2.34,6.08,2.61
4102,2.37,6.21,2.56
4103,3.42,11.6,1.59
4104,2.3,5.9,2.66
4105,2.14,5.22,2.93
4106,2.13,5.18,2.95
4107,2.21,5.52,2.81
4108,1.03,1.08,5.43
4109,1.12,1.46,5.71
4110,1.55,3.02,4.46
4111,3.361,11.2,1.62
4112,1.69,3.5,3.98
4113,1.71,3.57,3.92
4114,2.5,6.8,2.39
4115,0.94,0.779,5.15
4116,8.059,29.875,0.3
4117,12.341,584.78,1.74
4118,2.41,6.39,2.51
4119,2.56,7.08,2.32
4120,3.2,10.3,1.73
4121,0.89,0.64,4.99
4122,1.59,3.15,4.31
4123,2.99,9.22,1.9
4124,2.45,6.57,2.45
4125,1.9,4.27,3.42
4126,1.07,1.24,5.56
4127,1.32,2.3,5.5
4128,1.96,4.5,3.28
4129,7.68,45.7,0.554
4130,1.99,4.62,3.22
4131,1.57,3.09,4.39
4132,2.41,6.39,2.51
4133,2.82,8.35,2.05
4134,2.68,7.65,2.18
4135,1.33,2.33,5.44
4136,2.23,5.6,2.77
4137,2.61,7.32,2.26
4138,2.08,4.98,3.04
4139,1.77,3.78,3.75
4140,3.6,12.6,1.48
4141,0.92,0.721,5.09
4142,1.33,2.33,5.44
4143,1.51,2.89,4.61
4144,2.36,6.17,2.58
4145,1.32,2.3,5.5
4146,1.51,2.89,4.61
4147,2.08,4.98,3.04
4148,2.23,5.6,2.77
4149,1.25,2.1,5.91
4150,1.47,2.76,4.77
4151,1.15,1.6,5.78
4152,19.661,137.30256,0.11
4153,2.15,8.5,4.7
4154,1.53,2.96,4.54
4155,1.06,1.2,5.54
4156,2.29,5.86,2.68
4157,2.94,8.96,1.94
4158,1.06,1.2,5.54
4159,3.05,9.53,1.85
4160,1.41,2.57,5.04
4161,1.64,3.33,4.15
4162,1.62,3.26,4.21
4163,2.32,5.99,2.64
4164,1.51,2.89,4.61
4165,2.34,6.08,2.61
4166,2.27,5.77,2.71
4167,1.7,3.53,3.95
4168,2.55,7.04,2.33
4169,2.14,5.22,2.93
4170,1.19,1.81,5.9
4171,2.36,6.17,2.58
4172,1.22,1.98,5.99
4173,1.39,2.51,5.14
4174,1.99,4.62,3.22
4175,1.44,2.67,4.91
4176,2.12,5.14,2.96
4177,2.34,6.08,2.61
4178,5.87,29.0,0.788
4179,2.2,5.48,2.83
4180,2.6,27.7,8.66
4181,1.75,36.0,36.9
4182,1.52,2.92,4.57
4183,1.88,4.19,3.47
4184,0.79,0.418,4.66
4185,1.22,1.98,5.99
4186,1.33,2.33,5.44
4187,1.82,3.97,3.62
4188,1.45,2.7,4.87
4189,2.29,5.86,2.68
4190,1.54,2.99,4.5
4191,1.4,2.54,5.09
4192,2.94,55.3,12.0
4193,1.48,2.79,4.73
4194,2.71,7.8,2.15
4195,1.42,2.6,4.99
4196,1.93,4.38,3.35
4197,2.6,7.27,2.27
4198,2.81,8.3,2.06
4199,0.79,0.418,4.66
4200,2.14,5.22,2.93
4201,2.86,8.55,2.01
4202,1.93,4.38,3.35
4203,2.9,8.75,1.97
4204,0.73,0.315,4.45
4205,1.75,3.71,3.8
4206,1.11,1.41,5.67
4207,1.15,1.6,5.78
4208,2.63,7.41,2.24
4209,2.26,5.73,2.73
4210,1.75,3.71,3.8
4211,1.35,2.39,5.34
4212,1.44,2.67,4.91
4213,1.44,2.67,4.91
4214,1.36,2.42,5.29
4215,2.33,6.04,2.62
4216,1.18,1.76,5.89
4217,2.38,6.26,2.55
4218,2.37,6.21,2.56
4219,0.74,0.33,4.47
4220,1.92,4.35,3.38
4221,1.84,4.04,3.56
4222,1.67,3.43,4.05
4223,1.33,2.33,5.44
4224,1.55,3.02,4.46
4225,1.3,2.24,5.6
4226,1.31,2.27,5.55
4227,2.32,5.99,2.64
4228,1.49,2.83,4.7
4229,1.52,2.92,4.57
4230,0.86,0.566,4.89
4231,1.43,2.63,4.94
4232,1.52,2.92,4.57
4233,1.58,3.12,4.35
4234,2.5,6.8,2.39
4235,1.77,3.78,3.75
4236,2.26,5.73,2.73
4237,1.82,3.97,3.62
4238,1.14,1.55,5.75
4239,1.18,1.76,5.89
4240,1.35,2.39,5.34
4241,2.58,7.18,2.3
4242,1.68,3.46,4.01
4243,3.01,9.32,1.88
4244,2.03,4.78,3.14
4245,1.63,3.29,4.17
4246,1.4,2.54,5.09
4247,2.66,7.56,2.21
4248,2.64,7.46,2.23
4249,3.32,11.0,1.65
4250,1.48,2.79,4.73
4251,2.37,6.21,2.56
4252,2.49,6.76,2.41
4253,1.42,2.6,4.99
4254,1.48,2.79,4.73
4255,1.19,1.81,5.9
4256,1.6,3.19,4.28
4257,1.01,1.01,5.39
4258,1.75,3.71,3.8
4259,1.43,0.77,1.46
4260,1.34,0.9,2.07
4261,1.87,4.16,3.5
4262,1.64,3.33,4.15
4263,1.55,3.02,4.46
4264,1.91,4.31,3.4
4265,1.21,1.92,5.96
4266,0.97,0.871,5.24
4267,2.15,5.27,2.91
4268,1.54,2.99,4.5
4269,1.12,1.46,5.71
4270,1.52,2.92,4.57
4271,2.4,20.0,8.1
4272,2.52,43.0,14.8
4273,12.6,2637.97578,7.25
4274,1.42,2.6,4.99
4275,1.66,3.39,4.07
4276,1.82,3.97,3.62
4277,0.97,0.871,5.24
4278,3.19,10.3,1.74
4279,1.55,3.02,4.46
4280,0.91,0.693,5.05
4281,0.97,0.871,5.24
4282,1.31,2.27,5.55
4283,2.98,9.17,1.9
4284,1.02,1.04,5.39
4285,2.9,8.75,1.97
4286,1.64,3.33,4.15
4287,1.37,2.45,5.24
4288,1.4,2.54,5.09
4289,1.43,2.63,4.94
4290,1.42,2.6,4.99
4291,2.29,5.86,2.68
4292,1.88,4.19,3.47
4293,1.91,4.31,3.4
4294,2.47,6.66,2.43
4295,0.52,0.0933,3.65
4296,2.37,6.21,2.56
4297,2.41,16.13,6.0
4298,0.84,8.25,77.7
4299,1.44,2.67,4.91
4300,1.24,2.07,5.97
4301,1.22,1.98,5.99
4302,9.658,67.5,0.412
4303,2.1,5.06,3.0
4304,1.027,1.07,5.42
4305,1.76,3.75,3.78
4306,5.11,22.9,0.943
4307,1.38,2.48,5.19
4308,1.844,4.06,3.56
4309,3.54,12.3,1.52
4310,1.56,3.05,4.41
4311,3.11,9.85,1.8
4312,1.34,2.36,5.39
4313,1.21,1.92,5.96
4314,1.28,2.18,5.71
4315,1.55,3.02,4.46
4316,1.18,1.76,5.89
4317,1.7,3.53,3.95
4318,4.92,21.5,0.992
4319,2.4,6.35,2.52
4320,2.628,7.41,2.24
4321,1.61,3.22,4.24
4322,2.155,5.29,2.9
4323,1.52,2.92,4.57
4324,1.51,2.89,4.61
4325,2.86,8.55,2.01
4326,4.18,16.3,1.23
4327,1.8,3.89,3.67
4328,0.98,0.904,5.28
4329,2.17,5.35,2.88
4330,1.76,3.75,3.78
4331,2.84,8.45,2.03
4332,1.65,3.36,4.11
4333,1.05,1.16,5.51
4334,1.37,2.45,5.24
4335,2.81,8.3,2.06
4336,2.29,5.86,2.68
4337,1.45,2.7,4.87
4338,1.98,4.58,3.24
4339,1.71,3.57,3.92
4340,2.41,6.39,2.51
4341,0.92,0.721,5.09
4342,0.71,0.285,4.38
4343,2.0,4.66,3.2
4344,1.26,2.13,5.85
4345,1.55,3.02,4.46
4346,2.99,9.22,1.9
4347,1.66,3.39,4.07
4348,1.93,4.38,3.35
4349,1.84,4.04,3.56
4350,2.36,6.17,2.58
4351,1.58,3.12,4.35
4352,1.03,1.08,5.43
4353,1.94,4.42,3.33
4354,0.7,0.271,4.34
4355,1.81,3.93,3.64
4356,1.16,1.65,5.81
4357,2.52,6.9,2.37
4358,1.73,3.64,3.86
4359,0.65,0.208,4.16
4360,0.89,0.64,4.99
4361,1.8,3.89,3.67
4362,2.97,9.11,1.91
4363,1.46,2.73,4.82
4364,1.53,2.96,4.54
4365,1.28,2.18,5.71
4366,1.12,1.46,5.71
4367,2.83,8.4,2.04
4368,2.05,19.8,12.6
4369,1.99,4.62,3.22
4370,3.4,11.5,1.61
4371,0.86,0.566,4.89
4372,2.6,7.27,2.27
4373,1.25,2.1,5.91
4374,2.15,5.27,2.91
4375,0.92,0.721,5.09
4376,0.8,0.437,4.69
4377,1.43,2.63,4.94
4378,0.92,0.721,5.09
4379,1.65,3.36,4.11
4380,2.69,7.7,2.17
4381,1.47,2.76,4.77
4382,1.88,4.19,3.47
4383,1.84,4.04,3.56
4384,1.27,2.15,5.77
4385,0.73,0.315,4.45
4386,0.64,0.196,4.11
4387,1.27,2.15,5.77
4388,1.16,1.65,5.81
4389,2.29,5.86,2.68
4390,1.74,3.68,3.84
4391,1.05,1.16,5.51
4392,1.25,2.1,5.91
4393,2.2,5.48,2.83
4394,1.3,2.24,5.6
4395,0.64,0.07,1.7
4396,1.51,2.3,3.6
4397,1.51,2.1,3.6
4398,0.797,0.43,4.67
4399,1.43,2.63,4.94
4400,2.25,5.69,2.74
4401,1.88,4.19,3.47
4402,1.41,2.57,5.04
4403,1.94,4.42,3.33
4404,0.85,0.543,4.86
4405,1.24,2.07,5.97
4406,0.93,0.749,5.12
4407,2.59,7.22,2.28
4408,2.26,5.73,2.73
4409,2.86,8.55,2.01
4410,2.46,6.62,2.44
4411,1.77,3.78,3.75
4412,2.94,8.96,1.94
4413,3.38,11.4,1.62
4414,1.18,1.76,5.89
4415,1.68,3.46,4.01
4416,1.96,4.5,3.28
4417,0.8,0.437,4.69
4418,1.39,2.51,5.14
4419,0.8,0.437,4.69
4420,2.07,4.94,3.06
4421,1.72,3.61,3.9
4422,0.9,0.666,5.02
4423,1.03,1.08,5.43
4424,1.25,2.1,5.91
4425,12.733,2669.66,7.1
4426,1.61,3.22,4.24
4427,1.8,3.89,3.67
4428,1.62,3.26,4.21
4429,1.68,3.46,4.01
4430,0.76,0.363,4.54
4431,2.14,5.22,2.93
4432,2.01,4.7,3.18
4433,3.96,14.9,1.32
4434,1.1,1.37,5.66
4435,2.25,5.69,2.74
4436,0.89,0.64,4.99
4437,1.04,1.12,5.47
4438,0.69,0.257,4.3
4439,1.41,2.57,5.04
4440,1.78,3.82,3.72
4441,2.82,8.35,2.05
4442,0.83,0.498,4.79
4443,1.82,3.97,3.62
4444,1.23,2.04,6.02
4445,1.29,2.21,5.66
4446,0.88,0.615,4.96
4447,1.0,0.972,5.34
4448,1.66,3.39,4.07
4449,2.86,8.55,2.01
4450,1.99,4.62,3.22
4451,2.86,8.55,2.01
4452,2.16,5.31,2.9
4453,1.28,2.18,5.71
4454,0.93,0.749,5.12
4455,2.02,4.74,3.16
4456,1.06,1.2,5.54
4457,1.16,1.65,5.81
4458,0.94,0.779,5.15
4459,1.56,3.05,4.41
4460,1.1,1.37,5.66
4461,1.64,3.33,4.15
4462,1.29,2.21,5.66
4463,2.41,6.39,2.51
4464,3.37,11.3,1.62
4465,1.18,1.76,5.89
4466,1.47,2.76,4.77
4467,2.22,5.56,2.79
4468,1.56,3.05,4.41
4469,1.11,1.41,5.67
4470,0.86,0.566,4.89
4471,1.31,2.27,5.55
4472,1.37,2.45,5.24
4473,0.94,0.779,5.15
4474,1.46,2.73,4.82
4475,1.33,2.33,5.44
4476,1.35,2.39,5.34
4477,1.26,2.13,5.85
4478,1.31,2.27,5.55
4479,3.93,14.7,1.33
4480,0.97,0.871,5.24
4481,2.18,5.39,2.86
4482,0.96,0.84,5.22
4483,0.82,0.477,4.75
4484,2.9,8.75,1.97
4485,1.61,3.22,4.24
4486,1.68,3.46,4.01
4487,2.65,37.1,11.0
4488,4.32,79.4,5.41
4489,1.71,3.57,3.92
4490,3.35,11.2,1.64
4491,2.7,7.75,2.16
4492,2.67,7.61,2.2
4493,1.88,4.19,3.47
4494,2.16,5.31,2.9
4495,1.14,1.55,5.75
4496,1.99,4.62,3.22
4497,2.76,8.05,2.1
4498,1.36,2.42,5.29
4499,3.71,13.3,1.43
4500,3.13,9.96,1.78
4501,1.96,4.5,3.28
4502,2.03,4.78,3.14
4503,3.82,14.0,1.38
4504,1.86,4.12,3.52
4505,1.66,3.39,4.07
4506,1.0,0.972,5.34
4507,1.77,3.78,3.75
4508,1.55,3.02,4.46
4509,3.3,10.9,1.67
4510,1.73,3.64,3.86
4511,1.15,1.6,5.78
4512,3.332,11.1,1.65
4513,2.8,8.25,2.07
4514,1.53,2.96,4.54
4515,2.43,6.48,2.48
4516,1.07,1.24,5.56
4517,1.41,2.57,5.04
4518,1.9,4.27,3.42
4519,1.19,1.81,5.9
4520,2.16,5.31,2.9
4521,2.92,8.85,1.95
4522,1.67,3.43,4.05
4523,1.18,1.76,5.89
4524,1.73,3.64,3.86
4525,1.83,4.01,3.6
4526,1.8,3.89,3.67
4527,3.6,12.6,1.48
4528,8.68,56.3,0.473
4529,1.67,3.43,4.05
4530,1.23,2.04,6.02
4531,1.01,1.01,5.39
4532,1.52,2.92,4.57
4533,2.11,5.1,2.98
4534,1.47,2.76,4.77
4535,2.32,5.99,2.64
4536,2.13,5.18,2.95
4537,1.86,4.12,3.52
4538,1.652,3.37,4.11
4539,1.77,3.78,3.75
4540,4.21,16.5,1.22
4541,1.61,3.22,4.24
4542,3.96,14.9,1.32
4543,3.04,9.48,1.85
4544,1.51,2.89,4.61
4545,1.49,2.83,4.7
4546,1.41,2.57,5.04
4547,3.07,9.64,1.83
4548,2.94,8.96,1.94
4549,2.22,5.56,2.79
4550,1.66,3.39,4.07
4551,1.33,2.33,5.44
4552,1.19,1.81,5.9
4553,10.76,209.76,0.93
4554,1.25,2.1,5.91
4555,3.69,13.2,1.44
4556,2.79,8.2,2.07
4557,3.12,9.91,1.79
4558,3.64,12.9,1.47
4559,1.2,1.87,5.95
4560,1.56,3.05,4.41
4561,3.18,10.2,1.74
4562,2.27,5.77,2.71
4563,2.13,5.18,2.95
4564,0.93,0.749,5.12
4565,1.32,2.3,5.5
4566,0.84,0.52,4.82
4567,1.33,2.33,5.44
4568,1.85,4.08,3.54
4569,3.06,9.59,1.84
4570,2.09,5.02,3.02
4571,3.36,11.2,1.62
4572,1.68,3.46,4.01
4573,1.18,1.76,5.89
4574,8.46,53.9,0.489
4575,12.42,1678.1424,4.82
4576,1.176,1.74,5.88
4577,9.55,66.2,0.418
4578,1.75,3.71,3.8
4579,9.76,68.7,0.406
4580,3.05,9.53,1.85
4581,7.06,39.6,0.618
4582,2.79,8.2,2.07
4583,2.39,6.3,2.54
4584,5.77,28.1,0.804
4585,2.5,6.8,2.39
4586,1.73,3.64,3.86
4587,1.58,3.12,4.35
4588,3.54,12.3,1.52
4589,0.91,0.693,5.05
4590,2.43,6.48,2.48
4591,4.77,20.4,1.03
4592,1.46,2.73,4.82
4593,2.1,5.06,3.0
4594,2.92,8.85,1.95
4595,2.53,6.94,2.35
4596,1.64,3.33,4.15
4597,1.65,3.36,4.11
4598,3.279,10.8,1.68
4599,1.11,1.41,5.67
4600,1.35,2.39,5.34
4601,3.46,11.8,1.57
4602,1.89,4.23,3.44
4603,2.55,7.04,2.33
4604,3.14,10.0,1.77
4605,1.18,1.76,5.89
4606,2.82,8.35,2.05
4607,2.7,7.75,2.16
4608,2.26,5.73,2.73
4609,2.95,9.01,1.93
4610,3.84,14.1,1.37
4611,1.5,2.86,4.66
4612,1.5,2.86,4.66
4613,2.49,6.76,2.41
4614,1.16,1.65,5.81
4615,0.76,0.363,4.54
4616,0.65,0.208,4.16
4617,0.87,0.59,4.92
4618,0.76,0.363,4.54
4619,2.71,7.8,2.15
4620,1.78,3.82,3.72
4621,2.7,7.75,2.16
4622,3.13,9.96,1.78
4623,0.9,0.666,5.02
4624,2.64,7.46,2.23
4625,2.57,7.13,2.31
4626,2.09,5.02,3.02
4627,2.24,5.65,2.76
4628,3.02,9.38,1.87
4629,2.66,7.56,2.21
4630,2.47,6.66,2.43
4631,1.15,1.6,5.78
4632,2.9,8.75,1.97
4633,1.61,3.22,4.24
4634,1.96,4.5,3.28
4635,1.53,2.96,4.54
4636,0.68,0.244,4.26
4637,0.72,0.299,4.4
4638,2.3,5.9,2.66
4639,2.55,7.04,2.33
4640,0.89,0.64,4.99
4641,1.09,1.32,5.6
4642,3.55,12.3,1.51
4643,0.75,0.347,4.52
4644,1.47,2.76,4.77
4645,1.19,1.81,5.9
4646,0.79,0.418,4.66
4647,2.73,7.9,2.13
4648,1.3,2.24,5.6
4649,1.68,3.46,4.01
4650,1.32,2.3,5.5
4651,2.24,5.65,2.76
4652,1.46,2.73,4.82
4653,1.07,1.24,5.56
4654,1.52,2.92,4.57
4655,0.94,0.779,5.15
4656,1.2,1.87,5.95
4657,1.29,2.21,5.66
4658,1.31,2.27,5.55
4659,1.04,1.12,5.47
4660,1.13,1.51,5.75
4661,1.04,1.12,5.47
4662,0.84,0.52,4.82
4663,2.12,5.14,2.96
4664,1.9,4.27,3.42
4665,2.11,5.1,2.98
4666,0.8,0.437,4.69
4667,1.49,2.83,4.7
4668,0.6,0.156,3.97
4669,1.61,3.22,4.24
4670,1.79,3.86,3.7
4671,1.52,2.92,4.57
4672,1.33,2.33,5.44
4673,0.76,0.363,4.54
4674,1.09,1.32,5.6
4675,2.38,6.26,2.55
4676,3.41,11.5,1.59
4677,1.14,1.55,5.75
4678,1.27,2.15,5.77
4679,1.54,2.99,4.5
4680,3.17,10.2,1.76
4681,1.06,1.2,5.54
4682,1.23,2.04,6.02
4683,1.9,4.27,3.42
4684,1.06,1.2,5.54
4685,0.95,0.809,5.18
4686,1.62,3.26,4.21
4687,8.449,105.833,0.964
4688,1.715,3.59,3.91
4689,3.76,13.6,1.41
4691,3.13,9.96,1.78
4692,1.942,4.43,3.32
4693,0.82,0.477,4.75
4694,1.34,2.36,5.39
4695,1.29,2.21,5.66
4696,1.41,2.57,5.04
4697,1.08,1.28,5.58
4698,2.07,4.94,3.06
4699,0.92,0.721,5.09
4700,1.73,3.64,3.86
4701,2.22,5.56,2.79
4702,2.12,12.1,6.98
