,planet_mass,planet_radius,planet_density
3782,6.12,2.35,2.59
3783,2.92,1.52,4.57
3784,3.87,1.794,3.68
3785,9.1,2.71,2.5
3786,6.0,3.3,0.917
3787,10.5,3.6,1.24
3788,1.87,1.2,5.95
3789,8.0,2.75,2.11
3790,5.35,2.17,2.88
3791,8.55,2.86,2.01
3792,1.55,1.14,5.75
3793,0.64,0.89,4.99
3795,15.5,4.06,1.27
3796,3.71,1.75,3.8
3797,2.39,1.35,5.34
3798,2.39,1.35,5.34
3799,5.69,2.25,2.74
3800,3.43,1.67,4.05
3801,23.1,8.8,0.19
3802,640.0,12.3,1.88
3803,11.3,3.9,1.02
3804,4.16,1.87,3.5
3805,4.12,1.86,3.52
3806,7.51,2.65,2.22
3807,2.3,1.32,5.5
3808,6.8,2.5,2.39
3809,4.38,1.93,3.35
3810,4.5,1.96,3.28
3811,42.1,6.54,0.827
3812,48.5,2.87,11.3
3813,3.89,1.8,3.2
3814,2.96,1.53,4.1
3815,5.02,2.09,1.9
3816,4.66,2.0,1.2
3817,3.22,1.61,3.0
3818,2.42,1.36,5.29
3819,1.71,1.17,5.87
3820,1.98,1.22,5.99
3821,7.8,2.71,2.15
3822,3.78,1.77,3.75
3823,14.0,3.83,1.37
3824,9.64,3.07,1.83
3825,6.12,2.35,2.59
3826,7.61,2.67,2.2
3827,5.6,2.23,2.77
3828,2.76,1.47,4.77
3829,2.3,1.32,5.5
3830,4.19,1.88,3.47
3831,5.31,2.16,2.9
3832,7.75,2.7,2.16
3833,5.69,2.25,2.74
3834,4.5,2.34,1.91
3835,5.0,2.55,1.65
3836,4.0,2.68,1.2
3837,132.0,11.59,0.47
3838,7.3,2.15,4.1
3839,7.61,2.67,2.2
3840,8.5,2.85,2.02
3841,3.43,1.67,4.05
3842,10.7,3.26,1.7
3843,6.04,2.33,2.62
3844,3.78,1.77,3.75
3845,2.33,1.33,5.44
3846,2.45,1.37,5.24
3847,2.07,1.24,5.97
3848,1.46,1.12,5.71
3849,2.36,1.34,5.39
3850,7.32,2.61,2.26
3851,5.65,2.24,2.76
3852,3.97,1.82,3.62
3853,5.18,2.13,2.95
3854,56.2,3.1,10.4
3855,61.0,2.46,22.5
3856,1.87,1.2,5.95
3857,1.01,1.01,5.39
3858,29.5,5.937,0.774
3859,24.4,5.31,0.896
3860,8.35,2.82,2.05
3861,4.7,2.01,3.18
3862,2.7,1.45,4.87
3865,37.5,3.1,0.3
3866,49.4,4.3,0.3
3867,12.8,3.62,1.48
3868,12.6,3.59,1.5
3869,15.6,4.07,1.27
3870,64.2,3.36,9.3
3871,87.3,2.92,19.3
3872,16.3,2.8,4.08
3873,16.6,2.9,3.74
3874,8.6,2.87,2.0
3875,11.1,3.33,1.65
3876,11.4,3.38,1.62
3877,6.08,2.34,2.61
3878,4.04,1.84,3.56
3879,2.99,1.54,4.5
3880,4.58,1.98,3.24
3881,2.86,1.5,4.66
3882,5.69,2.25,2.74
3883,97.8,1.79,93.7
3884,78.0,1.43,147.0
3885,0.219,0.66,4.19
3886,0.809,0.95,5.18
3887,2.04,1.23,6.02
3888,3.78,1.77,3.75
3889,4.7,2.01,3.18
3890,7.78,2.706,2.16
3893,3.5,1.69,3.98
3894,6.66,2.47,2.43
3895,11.4,3.38,1.62
3896,7.04,2.55,2.33
3897,5.77,2.27,2.71
3898,5.18,2.13,2.95
3899,37.9,1.98,26.8
3900,14.4,3.89,1.34
3901,6.71,2.48,2.42
3902,7.22,2.59,2.28
3903,6.76,2.49,2.41
3904,7.41,2.63,2.24
3905,4.12,1.86,3.52
3906,8.4,2.83,2.04
3907,11.1,3.33,1.65
3908,6.66,2.47,2.43
3909,7.61,2.67,2.2
3910,3.33,1.64,4.15
3911,2.42,1.36,5.29
3912,4.66,2.0,3.2
3913,5.39,2.18,2.86
3914,3.68,1.74,3.84
3915,4.7,2.01,3.18
3916,6.39,2.41,2.51
3917,1.24,1.07,5.56
3918,6.2,2.72,1.61
3919,5.12,2.78,1.26
3920,7.75,2.7,2.16
3921,8.25,2.8,2.07
3922,12.7,3.61,1.48
3923,15.5,4.06,1.27
3924,21.7,4.95,0.983
3925,25.2,5.41,0.875
3926,7.32,2.61,2.26
3927,6.12,2.35,2.59
3928,6.71,2.48,2.42
3929,5.27,2.15,2.91
3930,3.15,1.59,4.31
3931,2.3,1.32,5.5
3932,9.22,2.99,1.9
3933,3.02,1.55,4.46
3934,6.8,2.5,2.39
3935,3.2,2.15,1.77
3936,14.3,3.87,1.36
3937,10.2,3.17,1.76
3938,7.51,2.65,2.22
3939,3.29,1.63,4.17
3940,5.27,2.15,2.91
3941,2.04,1.23,6.02
3942,8.1,2.77,2.09
3943,8.1,2.77,2.09
3944,8.1,2.77,2.09
3945,2.33,1.33,5.44
3946,5.39,2.18,2.86
3947,5.82,2.28,2.7
3948,1.51,1.13,5.75
3949,71.9,10.0,0.395
3950,15.2,5.217,0.588
3951,8.7,2.748,2.32
3952,3.09,1.57,4.39
3953,2.89,1.51,4.61
3954,1.32,1.09,5.6
3955,15.6,4.07,1.27
3956,9.38,3.02,1.87
3957,14.7,3.94,1.32
3958,15.7,4.09,1.26
3959,3.33,1.64,4.15
3960,2.86,1.5,4.66
3961,6.08,2.34,2.61
3962,3.71,1.75,3.8
3963,21.6,3.03,4.27
3964,225.6,2.18,120.0
3965,7.13,2.57,2.31
3966,15.2,2.31,6.78
3967,4.86,2.05,3.1
3968,8.05,2.76,2.1
3969,4.62,1.99,3.22
3970,6.57,2.45,2.45
3971,4.66,2.0,3.2
3972,7.32,2.61,2.26
3973,7.13,2.57,2.31
3974,6.04,2.33,2.62
3975,102.3,2.2,52.8
3976,2.45,1.37,5.24
3977,8.15,2.78,2.08
3978,3.43,1.67,4.05
3981,6.85,2.51,2.38
3982,6.04,2.33,2.62
3983,13.5,2.0,9.27
3984,169.7,5.6,5.31
3985,9.64,3.07,1.83
3986,6.3,2.39,2.54
3987,3.64,1.73,3.86
3988,4.98,2.08,3.04
3989,2.57,1.41,5.04
3990,4.66,2.0,3.2
3991,3.09,1.57,4.39
3992,5.56,2.22,2.79
3993,4.86,2.05,3.1
3994,2.18,1.28,5.71
3995,5.6,2.23,2.77
3996,12.1,3.51,1.54
3997,13.2,3.7,1.43
3998,7.8,2.71,2.15
3999,6.48,2.43,2.48
4000,14.0,3.83,1.37
4001,9.69,3.08,1.82
4002,24.1,1.93,18.4
4003,35.4,1.73,37.6
4004,4.82,2.04,3.12
4005,16.8,4.26,1.19
4006,17.6,2.2,9.08
4008,10.9,3.293,1.68
4009,2.73,1.46,4.82
4010,4.94,2.07,3.06
4011,4.46,1.95,3.31
4012,4.5,1.96,3.28
4013,10.2,3.18,1.74
4014,1.92,1.21,5.96
4015,2.07,1.24,5.97
4016,10.7,3.26,1.7
4017,2.24,1.3,5.6
4018,8.4,2.83,2.04
4019,1.9,1.8,1.72
4020,2.9,2.87,0.66
4021,7.3,3.12,1.28
4022,8.0,4.19,0.58
4023,2.0,2.49,0.69
4024,25.0,3.33,4.0
4025,4.01,1.83,3.6
4026,5.52,2.21,2.81
4027,3.71,1.75,3.8
4028,6.66,2.47,2.43
4029,7.56,2.66,2.21
4030,5.77,2.27,2.71
4031,2.04,1.23,6.02
4032,4.7,2.01,3.18
4033,3.36,1.65,4.11
4034,2.36,1.34,5.39
4035,2.73,1.46,4.82
4036,5.43,2.19,2.84
4037,3.12,1.58,4.35
4038,42.0,7.3,0.593
4039,7.56,2.66,2.21
4040,4.66,2.0,3.2
4041,9.38,3.02,1.87
4042,8.3,2.81,2.06
4043,2.39,1.35,5.34
4044,3.53,1.7,3.95
4045,6.99,2.54,2.34
4046,1.41,1.11,5.67
4047,7.95,2.74,2.12
4048,4.35,1.92,3.38
4049,6.17,2.36,2.58
4050,6.35,2.4,2.52
4051,2.48,1.38,5.19
4052,4.31,1.91,3.4
4053,4.82,2.04,3.12
4054,3.43,1.67,4.05
4055,2.18,1.28,5.71
4056,4.04,1.84,3.56
4057,3.64,1.73,3.86
4058,4.5,1.96,3.28
4059,12.9,3.65,1.46
4060,9.06,2.96,1.92
4061,7.9,2.73,2.13
4062,11.7,1.82,10.73
4064,0.437,0.8,4.69
4065,0.422,0.792,4.66
4066,0.202,0.645,4.14
4067,3.15,1.59,4.31
4068,6.12,2.35,2.59
4069,4.54,1.97,3.26
4070,7.46,2.64,2.23
4071,4.08,1.85,3.54
4072,3.33,1.64,4.15
4073,5.48,2.2,2.83
4074,3.53,1.7,3.95
4075,1.81,1.19,5.9
4076,6.8,1.26,18.7
4077,2.8,1.6,3.76
4078,3.9,2.53,1.32
4079,8.1,2.77,2.09
4080,0.477,0.82,4.75
4081,2.76,1.47,4.77
4082,3.43,1.67,4.05
4083,12.6,3.6,1.48
4084,4.62,1.99,3.22
4085,2.54,1.4,5.09
4086,2.04,1.23,6.02
4087,7.32,2.61,2.26
4088,3.5,1.69,3.98
4089,2.67,1.44,4.91
4090,1.32,1.09,5.6
4091,7.27,2.6,2.27
4092,1.04,1.02,5.39
4093,5.56,2.22,2.79
4094,0.59,0.87,4.92
4095,3.64,1.73,3.86
4096,6.08,2.34,2.61
4097,6.17,2.36,2.58
4098,4.78,2.03,3.14
4099,2.3,1.32,5.5
4100,1.32,1.09,5.6
4101,6.08,2.34,2.61
4102,6.21,2.37,2.56
4103,11.6,3.42,1.59
4104,5.9,2.3,2.66
4105,5.22,2.14,2.93
4106,5.18,2.13,2.95
4107,5.52,2.21,2.81
4108,1.08,1.03,5.43
4109,1.46,1.12,5.71
4110,3.02,1.55,4.46
4111,11.2,3.361,1.62
4112,3.5,1.69,3.98
4113,3.57,1.71,3.92
4114,6.8,2.5,2.39
4115,0.779,0.94,5.15
4116,29.875,8.059,0.3
4117,584.78,12.341,1.74
4118,6.39,2.41,2.51
4119,7.08,2.56,2.32
4120,10.3,3.2,1.73
4121,0.64,0.89,4.99
4122,3.15,1.59,4.31
4123,9.22,2.99,1.9
4124,6.57,2.45,2.45
4125,4.27,1.9,3.42
4126,1.24,1.07,5.56
4127,2.3,1.32,5.5
4128,4.5,1.96,3.28
4129,45.7,7.68,0.554
4130,4.62,1.99,3.22
4131,3.09,1.57,4.39
4132,6.39,2.41,2.51
4133,8.35,2.82,2.05
4134,7.65,2.68,2.18
4135,2.33,1.33,5.44
4136,5.6,2.23,2.77
4137,7.32,2.61,2.26
4138,4.98,2.08,3.04
4139,3.78,1.77,3.75
4140,12.6,3.6,1.48
4141,0.721,0.92,5.09
4142,2.33,1.33,5.44
4143,2.89,1.51,4.61
4144,6.17,2.36,2.58
4145,2.3,1.32,5.5
4146,2.89,1.51,4.61
4147,4.98,2.08,3.04
4148,5.6,2.23,2.77
4149,2.1,1.25,5.91
4150,2.76,1.47,4.77
4151,1.6,1.15,5.78
4152,137.30256,19.661,0.11
4153,8.5,2.15,4.7
4154,2.96,1.53,4.54
4155,1.2,1.06,5.54
4156,5.86,2.29,2.68
4157,8.96,2.94,1.94
4158,1.2,1.06,5.54
4159,9.53,3.05,1.85
4160,2.57,1.41,5.04
4161,3.33,1.64,4.15
4162,3.26,1.62,4.21
4163,5.99,2.32,2.64
4164,2.89,1.51,4.61
4165,6.08,2.34,2.61
4166,5.77,2.27,2.71
4167,3.53,1.7,3.95
4168,7.04,2.55,2.33
4169,5.22,2.14,2.93
4170,1.81,1.19,5.9
4171,6.17,2.36,2.58
4172,1.98,1.22,5.99
4173,2.51,1.39,5.14
4174,4.62,1.99,3.22
4175,2.67,1.44,4.91
4176,5.14,2.12,2.96
4177,6.08,2.34,2.61
4178,29.0,5.87,0.788
4179,5.48,2.2,2.83
4180,27.7,2.6,8.66
4181,36.0,1.75,36.9
4182,2.92,1.52,4.57
4183,4.19,1.88,3.47
4184,0.418,0.79,4.66
4185,1.98,1.22,5.99
4186,2.33,1.33,5.44
4187,3.97,1.82,3.62
4188,2.7,1.45,4.87
4189,5.86,2.29,2.68
4190,2.99,1.54,4.5
4191,2.54,1.4,5.09
4192,55.3,2.94,12.0
4193,2.79,1.48,4.73
4194,7.8,2.71,2.15
4195,2.6,1.42,4.99
4196,4.38,1.93,3.35
4197,7.27,2.6,2.27
4198,8.3,2.81,2.06
4199,0.418,0.79,4.66
4200,5.22,2.14,2.93
4201,8.55,2.86,2.01
4202,4.38,1.93,3.35
4203,8.75,2.9,1.97
4204,0.315,0.73,4.45
4205,3.71,1.75,3.8
4206,1.41,1.11,5.67
4207,1.6,1.15,5.78
4208,7.41,2.63,2.24
4209,5.73,2.26,2.73
4210,3.71,1.75,3.8
4211,2.39,1.35,5.34
4212,2.67,1.44,4.91
4213,2.67,1.44,4.91
4214,2.42,1.36,5.29
4215,6.04,2.33,2.62
4216,1.76,1.18,5.89
4217,6.26,2.38,2.55
4218,6.21,2.37,2.56
4219,0.33,0.74,4.47
4220,4.35,1.92,3.38
4221,4.04,1.84,3.56
4222,3.43,1.67,4.05
4223,2.33,1.33,5.44
4224,3.02,1.55,4.46
4225,2.24,1.3,5.6
4226,2.27,1.31,5.55
4227,5.99,2.32,2.64
4228,2.83,1.49,4.7
4229,2.92,1.52,4.57
4230,0.566,0.86,4.89
4231,2.63,1.43,4.94
4232,2.92,1.52,4.57
4233,3.12,1.58,4.35
4234,6.8,2.5,2.39
4235,3.78,1.77,3.75
4236,5.73,2.26,2.73
4237,3.97,1.82,3.62
4238,1.55,1.14,5.75
4239,1.76,1.18,5.89
4240,2.39,1.35,5.34
4241,7.18,2.58,2.3
4242,3.46,1.68,4.01
4243,9.32,3.01,1.88
4244,4.78,2.03,3.14
4245,3.29,1.63,4.17
4246,2.54,1.4,5.09
4247,7.56,2.66,2.21
4248,7.46,2.64,2.23
4249,11.0,3.32,1.65
4250,2.79,1.48,4.73
4251,6.21,2.37,2.56
4252,6.76,2.49,2.41
4253,2.6,1.42,4.99
4254,2.79,1.48,4.73
4255,1.81,1.19,5.9
4256,3.19,1.6,4.28
4257,1.01,1.01,5.39
4258,3.71,1.75,3.8
4259,0.77,1.43,1.46
4260,0.9,1.34,2.07
4261,4.16,1.87,3.5
4262,3.33,1.64,4.15
4263,3.02,1.55,4.46
4264,4.31,1.91,3.4
4265,1.92,1.21,5.96
4266,0.871,0.97,5.24
4267,5.27,2.15,2.91
4268,2.99,1.54,4.5
4269,1.46,1.12,5.71
4270,2.92,1.52,4.57
4271,20.0,2.4,8.1
4272,43.0,2.52,14.8
4273,2637.97578,12.6,7.25
4274,2.6,1.42,4.99
4275,3.39,1.66,4.07
4276,3.97,1.82,3.62
4277,0.871,0.97,5.24
4278,10.3,3.19,1.74
4279,3.02,1.55,4.46
4280,0.693,0.91,5.05
4281,0.871,0.97,5.24
4282,2.27,1.31,5.55
4283,9.17,2.98,1.9
4284,1.04,1.02,5.39
4285,8.75,2.9,1.97
4286,3.33,1.64,4.15
4287,2.45,1.37,5.24
4288,2.54,1.4,5.09
4289,2.63,1.43,4.94
4290,2.6,1.42,4.99
4291,5.86,2.29,2.68
4292,4.19,1.88,3.47
4293,4.31,1.91,3.4
4294,6.66,2.47,2.43
4295,0.0933,0.52,3.65
4296,6.21,2.37,2.56
4297,16.13,2.41,6.0
4298,8.25,0.84,77.7
4299,2.67,1.44,4.91
4300,2.07,1.24,5.97
4301,1.98,1.22,5.99
4302,67.5,9.658,0.412
4303,5.06,2.1,3.0
4304,1.07,1.027,5.42
4305,3.75,1.76,3.78
4306,22.9,5.11,0.943
4307,2.48,1.38,5.19
4308,4.06,1.844,3.56
4309,12.3,3.54,1.52
4310,3.05,1.56,4.41
4311,9.85,3.11,1.8
4312,2.36,1.34,5.39
4313,1.92,1.21,5.96
4314,2.18,1.28,5.71
4315,3.02,1.55,4.46
4316,1.76,1.18,5.89
4317,3.53,1.7,3.95
4318,21.5,4.92,0.992
4319,6.35,2.4,2.52
4320,7.41,2.628,2.24
4321,3.22,1.61,4.24
4322,5.29,2.155,2.9
4323,2.92,1.52,4.57
4324,2.89,1.51,4.61
4325,8.55,2.86,2.01
4326,16.3,4.18,1.23
4327,3.89,1.8,3.67
4328,0.904,0.98,5.28
4329,5.35,2.17,2.88
4330,3.75,1.76,3.78
4331,8.45,2.84,2.03
4332,3.36,1.65,4.11
4333,1.16,1.05,5.51
4334,2.45,1.37,5.24
4335,8.3,2.81,2.06
4336,5.86,2.29,2.68
4337,2.7,1.45,4.87
4338,4.58,1.98,3.24
4339,3.57,1.71,3.92
4340,6.39,2.41,2.51
4341,0.721,0.92,5.09
4342,0.285,0.71,4.38
4343,4.66,2.0,3.2
4344,2.13,1.26,5.85
4345,3.02,1.55,4.46
4346,9.22,2.99,1.9
4347,3.39,1.66,4.07
4348,4.38,1.93,3.35
4349,4.04,1.84,3.56
4350,6.17,2.36,2.58
4351,3.12,1.58,4.35
4352,1.08,1.03,5.43
4353,4.42,1.94,3.33
4354,0.271,0.7,4.34
4355,3.93,1.81,3.64
4356,1.65,1.16,5.81
4357,6.9,2.52,2.37
4358,3.64,1.73,3.86
4359,0.208,0.65,4.16
4360,0.64,0.89,4.99
4361,3.89,1.8,3.67
4362,9.11,2.97,1.91
4363,2.73,1.46,4.82
4364,2.96,1.53,4.54
4365,2.18,1.28,5.71
4366,1.46,1.12,5.71
4367,8.4,2.83,2.04
4368,19.8,2.05,12.6
4369,4.62,1.99,3.22
4370,11.5,3.4,1.61
4371,0.566,0.86,4.89
4372,7.27,2.6,2.27
4373,2.1,1.25,5.91
4374,5.27,2.15,2.91
4375,0.721,0.92,5.09
4376,0.437,0.8,4.69
4377,2.63,1.43,4.94
4378,0.721,0.92,5.09
4379,3.36,1.65,4.11
4380,7.7,2.69,2.17
4381,2.76,1.47,4.77
4382,4.19,1.88,3.47
4383,4.04,1.84,3.56
4384,2.15,1.27,5.77
4385,0.315,0.73,4.45
4386,0.196,0.64,4.11
4387,2.15,1.27,5.77
4388,1.65,1.16,5.81
4389,5.86,2.29,2.68
4390,3.68,1.74,3.84
4391,1.16,1.05,5.51
4392,2.1,1.25,5.91
4393,5.48,2.2,2.83
4394,2.24,1.3,5.6
4395,0.07,0.64,1.7
4396,2.3,1.51,3.6
4397,2.1,1.51,3.6
4398,0.43,0.797,4.67
4399,2.63,1.43,4.94
4400,5.69,2.25,2.74
4401,4.19,1.88,3.47
4402,2.57,1.41,5.04
4403,4.42,1.94,3.33
4404,0.543,0.85,4.86
4405,2.07,1.24,5.97
4406,0.749,0.93,5.12
4407,7.22,2.59,2.28
4408,5.73,2.26,2.73
4409,8.55,2.86,2.01
4410,6.62,2.46,2.44
4411,3.78,1.77,3.75
4412,8.96,2.94,1.94
4413,11.4,3.38,1.62
4414,1.76,1.18,5.89
4415,3.46,1.68,4.01
4416,4.5,1.96,3.28
4417,0.437,0.8,4.69
4418,2.51,1.39,5.14
4419,0.437,0.8,4.69
4420,4.94,2.07,3.06
4421,3.61,1.72,3.9
4422,0.666,0.9,5.02
4423,1.08,1.03,5.43
4424,2.1,1.25,5.91
4425,2669.66,12.733,7.1
4426,3.22,1.61,4.24
4427,3.89,1.8,3.67
4428,3.26,1.62,4.21
4429,3.46,1.68,4.01
4430,0.363,0.76,4.54
4431,5.22,2.14,2.93
4432,4.7,2.01,3.18
4433,14.9,3.96,1.32
4434,1.37,1.1,5.66
4435,5.69,2.25,2.74
4436,0.64,0.89,4.99
4437,1.12,1.04,5.47
4438,0.257,0.69,4.3
4439,2.57,1.41,5.04
4440,3.82,1.78,3.72
4441,8.35,2.82,2.05
4442,0.498,0.83,4.79
4443,3.97,1.82,3.62
4444,2.04,1.23,6.02
4445,2.21,1.29,5.66
4446,0.615,0.88,4.96
4447,0.972,1.0,5.34
4448,3.39,1.66,4.07
4449,8.55,2.86,2.01
4450,4.62,1.99,3.22
4451,8.55,2.86,2.01
4452,5.31,2.16,2.9
4453,2.18,1.28,5.71
4454,0.749,0.93,5.12
4455,4.74,2.02,3.16
4456,1.2,1.06,5.54
4457,1.65,1.16,5.81
4458,0.779,0.94,5.15
4459,3.05,1.56,4.41
4460,1.37,1.1,5.66
4461,3.33,1.64,4.15
4462,2.21,1.29,5.66
4463,6.39,2.41,2.51
4464,11.3,3.37,1.62
4465,1.76,1.18,5.89
4466,2.76,1.47,4.77
4467,5.56,2.22,2.79
4468,3.05,1.56,4.41
4469,1.41,1.11,5.67
4470,0.566,0.86,4.89
4471,2.27,1.31,5.55
4472,2.45,1.37,5.24
4473,0.779,0.94,5.15
4474,2.73,1.46,4.82
4475,2.33,1.33,5.44
4476,2.39,1.35,5.34
4477,2.13,1.26,5.85
4478,2.27,1.31,5.55
4479,14.7,3.93,1.33
4480,0.871,0.97,5.24
4481,5.39,2.18,2.86
4482,0.84,0.96,5.22
4483,0.477,0.82,4.75
4484,8.75,2.9,1.97
4485,3.22,1.61,4.24
4486,3.46,1.68,4.01
4487,37.1,2.65,11.0
4488,79.4,4.32,5.41
4489,3.57,1.71,3.92
4490,11.2,3.35,1.64
4491,7.75,2.7,2.16
4492,7.61,2.67,2.2
4493,4.19,1.88,3.47
4494,5.31,2.16,2.9
4495,1.55,1.14,5.75
4496,4.62,1.99,3.22
4497,8.05,2.76,2.1
4498,2.42,1.36,5.29
4499,13.3,3.71,1.43
4500,9.96,3.13,1.78
4501,4.5,1.96,3.28
4502,4.78,2.03,3.14
4503,14.0,3.82,1.38
4504,4.12,1.86,3.52
4505,3.39,1.66,4.07
4506,0.972,1.0,5.34
4507,3.78,1.77,3.75
4508,3.02,1.55,4.46
4509,10.9,3.3,1.67
4510,3.64,1.73,3.86
4511,1.6,1.15,5.78
4512,11.1,3.332,1.65
4513,8.25,2.8,2.07
4514,2.96,1.53,4.54
4515,6.48,2.43,2.48
4516,1.24,1.07,5.56
4517,2.57,1.41,5.04
4518,4.27,1.9,3.42
4519,1.81,1.19,5.9
4520,5.31,2.16,2.9
4521,8.85,2.92,1.95
4522,3.43,1.67,4.05
4523,1.76,1.18,5.89
4524,3.64,1.73,3.86
4525,4.01,1.83,3.6
4526,3.89,1.8,3.67
4527,12.6,3.6,1.48
4528,56.3,8.68,0.473
4529,3.43,1.67,4.05
4530,2.04,1.23,6.02
4531,1.01,1.01,5.39
4532,2.92,1.52,4.57
4533,5.1,2.11,2.98
4534,2.76,1.47,4.77
4535,5.99,2.32,2.64
4536,5.18,2.13,2.95
4537,4.12,1.86,3.52
4538,3.37,1.652,4.11
4539,3.78,1.77,3.75
4540,16.5,4.21,1.22
4541,3.22,1.61,4.24
4542,14.9,3.96,1.32
4543,9.48,3.04,1.85
4544,2.89,1.51,4.61
4545,2.83,1.49,4.7
4546,2.57,1.41,5.04
4547,9.64,3.07,1.83
4548,8.96,2.94,1.94
4549,5.56,2.22,2.79
4550,3.39,1.66,4.07
4551,2.33,1.33,5.44
4552,1.81,1.19,5.9
4553,209.76,10.76,0.93
4554,2.1,1.25,5.91
4555,13.2,3.69,1.44
4556,8.2,2.79,2.07
4557,9.91,3.12,1.79
4558,12.9,3.64,1.47
4559,1.87,1.2,5.95
4560,3.05,1.56,4.41
4561,10.2,3.18,1.74
4562,5.77,2.27,2.71
4563,5.18,2.13,2.95
4564,0.749,0.93,5.12
4565,2.3,1.32,5.5
4566,0.52,0.84,4.82
4567,2.33,1.33,5.44
4568,4.08,1.85,3.54
4569,9.59,3.06,1.84
4570,5.02,2.09,3.02
4571,11.2,3.36,1.62
4572,3.46,1.68,4.01
4573,1.76,1.18,5.89
4574,53.9,8.46,0.489
4575,1678.1424,12.42,4.82
4576,1.74,1.176,5.88
4577,66.2,9.55,0.418
4578,3.71,1.75,3.8
4579,68.7,9.76,0.406
4580,9.53,3.05,1.85
4581,39.6,7.06,0.618
4582,8.2,2.79,2.07
4583,6.3,2.39,2.54
4584,28.1,5.77,0.804
4585,6.8,2.5,2.39
4586,3.64,1.73,3.86
4587,3.12,1.58,4.35
4588,12.3,3.54,1.52
4589,0.693,0.91,5.05
4590,6.48,2.43,2.48
4591,20.4,4.77,1.03
4592,2.73,1.46,4.82
4593,5.06,2.1,3.0
4594,8.85,2.92,1.95
4595,6.94,2.53,2.35
4596,3.33,1.64,4.15
4597,3.36,1.65,4.11
4598,10.8,3.279,1.68
4599,1.41,1.11,5.67
4600,2.39,1.35,5.34
4601,11.8,3.46,1.57
4602,4.23,1.89,3.44
4603,7.04,2.55,2.33
4604,10.0,3.14,1.77
4605,1.76,1.18,5.89
4606,8.35,2.82,2.05
4607,7.75,2.7,2.16
4608,5.73,2.26,2.73
4609,9.01,2.95,1.93
4610,14.1,3.84,1.37
4611,2.86,1.5,4.66
4612,2.86,1.5,4.66
4613,6.76,2.49,2.41
4614,1.65,1.16,5.81
4615,0.363,0.76,4.54
4616,0.208,0.65,4.16
4617,0.59,0.87,4.92
4618,0.363,0.76,4.54
4619,7.8,2.71,2.15
4620,3.82,1.78,3.72
4621,7.75,2.7,2.16
4622,9.96,3.13,1.78
4623,0.666,0.9,5.02
4624,7.46,2.64,2.23
4625,7.13,2.57,2.31
4626,5.02,2.09,3.02
4627,5.65,2.24,2.76
4628,9.38,3.02,1.87
4629,7.56,2.66,2.21
4630,6.66,2.47,2.43
4631,1.6,1.15,5.78
4632,8.75,2.9,1.97
4633,3.22,1.61,4.24
4634,4.5,1.96,3.28
4635,2.96,1.53,4.54
4636,0.244,0.68,4.26
4637,0.299,0.72,4.4
4638,5.9,2.3,2.66
4639,7.04,2.55,2.33
4640,0.64,0.89,4.99
4641,1.32,1.09,5.6
4642,12.3,3.55,1.51
4643,0.347,0.75,4.52
4644,2.76,1.47,4.77
4645,1.81,1.19,5.9
4646,0.418,0.79,4.66
4647,7.9,2.73,2.13
4648,2.24,1.3,5.6
4649,3.46,1.68,4.01
4650,2.3,1.32,5.5
4651,5.65,2.24,2.76
4652,2.73,1.46,4.82
4653,1.24,1.07,5.56
4654,2.92,1.52,4.57
4655,0.779,0.94,5.15
4656,1.87,1.2,5.95
4657,2.21,1.29,5.66
4658,2.27,1.31,5.55
4659,1.12,1.04,5.47
4660,1.51,1.13,5.75
4661,1.12,1.04,5.47
4662,0.52,0.84,4.82
4663,5.14,2.12,2.96
4664,4.27,1.9,3.42
4665,5.1,2.11,2.98
4666,0.437,0.8,4.69
4667,2.83,1.49,4.7
4668,0.156,0.6,3.97
4669,3.22,1.61,4.24
4670,3.86,1.79,3.7
4671,2.92,1.52,4.57
4672,2.33,1.33,5.44
4673,0.363,0.76,4.54
4674,1.32,1.09,5.6
4675,6.26,2.38,2.55
4676,11.5,3.41,1.59
4677,1.55,1.14,5.75
4678,2.15,1.27,5.77
4679,2.99,1.54,4.5
4680,10.2,3.17,1.76
4681,1.2,1.06,5.54
4682,2.04,1.23,6.02
4683,4.27,1.9,3.42
4684,1.2,1.06,5.54
4685,0.809,0.95,5.18
4686,3.26,1.62,4.21
4687,105.833,8.449,0.964
4688,3.59,1.715,3.91
4689,13.6,3.76,1.41
4691,9.96,3.13,1.78
4692,4.43,1.942,3.32
4693,0.477,0.82,4.75
4694,2.36,1.34,5.39
4695,2.21,1.29,5.66
4696,2.57,1.41,5.04
4697,1.28,1.08,5.58
4698,4.94,2.07,3.06
4699,0.721,0.92,5.09
4700,3.64,1.73,3.86
4701,5.56,2.22,2.79
4702,12.1,2.12,6.98
4703,11.8,2.05,7.53
4704,3.22,1.61,4.24
4705,0.457,0.81,4.73
4706,1.08,1.03,5.43
4707,4.98,2.08,3.04
4708,2.83,1.49,4.7
4709,4.9,2.06,3.08
4710,1.04,1.02,5.39
4711,1.87,1.2,5.95
4712,2.13,1.26,5.85
4713,0.363,0.76,4.54
4714,2.13,1.26,5.85
4715,9.43,3.03,1.86
4716,3.22,1.61,4.24
4717,5.31,2.16,2.9
4718,2.76,1.47,4.77
4719,2.27,1.31,5.55
4720,27.6,5.7,0.819
4721,30.6,6.06,0.756
4722,4.74,2.02,3.16
