,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],stellar_surface_gravity
3049,6261.0,1.32,1.21,4.27
3050,5215.0,0.81,0.86,4.56
3051,6199.0,1.32,1.2,4.27
3052,5792.0,1.0,1.0,4.44
3053,5792.0,1.0,1.0,4.44
3054,5509.0,1.12,0.92,4.31
3055,4002.0,0.57,0.6,4.7
3056,3959.0,0.54,0.56,4.72
3057,4868.0,0.74,0.79,4.6
3058,5816.0,1.02,1.02,4.43
3059,5612.0,0.92,0.94,4.49
3060,5758.0,1.36,1.08,4.21
3061,5854.0,2.19,1.25,3.9
3062,5854.0,2.19,1.25,3.9
3063,5956.0,1.16,1.1,4.35
3064,5345.0,0.84,0.88,4.54
3065,5923.0,1.14,1.03,4.33
3066,5049.0,0.77,0.81,4.58
3067,6113.0,1.28,1.12,4.27
3068,6000.0,1.14,1.11,4.37
3069,5816.0,1.08,1.05,4.39
3070,4350.0,0.66,0.7,4.65
3071,4350.0,0.66,0.7,4.65
3072,5589.0,0.94,0.96,4.48
3073,5975.0,1.08,1.08,4.4
3074,3753.0,0.49,0.52,4.76
3075,5952.0,1.32,1.04,4.21
3076,5952.0,1.32,1.04,4.21
3077,5321.0,0.82,0.86,4.55
3078,5863.0,1.05,1.03,4.41
3079,5075.0,0.78,0.82,4.58
3080,5618.0,0.92,0.95,4.49
3081,5777.0,0.98,0.99,4.45
3082,6191.0,1.3,1.18,4.28
3083,5485.0,0.85,0.88,4.53
3084,5012.0,0.74,0.83,4.62
3085,5099.0,0.78,0.83,4.58
3086,5871.0,1.04,1.04,4.42
3087,5995.0,1.12,1.09,4.37
3088,5785.0,0.99,0.98,4.44
3089,5148.0,0.78,0.84,4.58
3090,5148.0,0.78,0.84,4.58
3091,5222.0,0.8,0.84,4.56
3092,5611.0,0.91,0.94,4.5
3093,5071.0,0.77,0.8,4.58
3094,5692.0,0.96,0.97,4.47
3095,5099.0,0.76,0.8,4.58
3096,5394.0,0.84,0.87,4.54
3097,3722.0,0.51,0.53,4.75
3098,5616.0,0.96,0.97,4.46
3099,6185.0,1.27,1.18,4.29
3100,5419.0,0.86,0.9,4.53
3101,5343.0,0.84,0.88,4.54
3102,5692.0,0.96,0.98,4.47
3103,5933.0,1.97,1.36,3.98
3104,5612.0,0.91,0.94,4.5
3105,5513.0,0.88,0.92,4.52
3106,5903.0,1.08,1.06,4.39
3107,5181.0,0.8,0.84,4.57
3108,5700.0,0.95,0.97,4.47
3109,4881.0,0.72,0.76,4.61
3110,5440.0,0.86,0.9,4.53
3111,3715.0,0.5,0.53,4.76
3112,5913.0,1.16,1.11,4.35
3113,5638.0,0.93,0.81,4.4
3114,5638.0,0.93,0.81,4.4
3115,5518.0,0.88,0.91,4.51
3116,5715.0,0.96,0.98,4.47
3117,4841.0,0.73,0.77,4.6
3118,5649.0,0.92,0.94,4.49
3119,5963.0,1.16,1.11,4.36
3120,5493.0,0.86,0.89,4.53
3121,5703.0,0.95,0.96,4.47
3122,5559.0,0.89,0.92,4.51
3123,5021.0,0.76,0.8,4.58
3124,5890.0,1.11,1.08,4.38
3125,5875.23,1.26,1.06,4.26
3126,5875.23,1.26,1.06,4.26
3127,5875.23,1.26,1.06,4.26
3128,5403.0,0.84,0.87,4.54
3129,5520.0,0.91,0.94,4.5
3130,5723.0,0.99,1.0,4.45
3131,3701.0,0.49,0.51,4.77
3132,4945.0,0.75,0.79,4.6
3133,4192.0,0.57,0.6,4.69
3134,5355.0,0.84,0.88,4.54
3135,5627.0,0.92,0.95,4.5
3136,5624.0,0.95,0.97,4.47
3137,5709.0,0.99,0.99,4.44
3138,5331.0,0.78,0.86,4.59
3139,6038.0,1.2,1.15,4.34
3140,5352.0,0.82,0.87,4.55
3141,5327.0,0.87,0.91,4.53
3142,5887.0,1.05,1.03,4.41
3143,4913.0,0.74,0.79,4.6
3144,5754.0,1.02,1.01,4.43
3145,5264.0,0.82,0.86,4.55
3146,4897.0,0.74,0.79,4.6
3147,4483.0,0.67,0.7,4.64
3148,4779.0,0.71,0.75,4.61
3149,5962.0,0.97,1.04,4.48
3150,4870.0,0.74,0.79,4.6
3151,4103.0,0.6,0.63,4.68
3152,5808.0,1.01,1.01,4.44
3153,5281.0,0.82,0.86,4.56
3154,6170.0,1.24,1.15,4.31
3155,5865.0,1.11,1.04,4.36
3156,5665.0,1.19,1.02,4.29
3157,5665.0,1.19,1.02,4.29
3158,5490.0,0.88,0.97,4.54
3159,5522.0,0.87,0.92,4.53
3160,5849.0,1.35,1.08,4.21
3161,6220.0,1.44,1.25,4.23
3162,6211.0,1.41,1.25,4.23
3163,6211.0,1.41,1.25,4.23
3164,6211.0,1.41,1.25,4.23
3165,5871.0,0.94,0.97,4.48
3166,5741.0,0.98,1.05,4.48
3167,5906.74,1.55,1.07,4.09
3168,6020.0,1.07,1.03,4.39
3169,5634.0,0.91,0.93,4.49
3170,6170.0,1.21,1.13,4.33
3171,6747.0,1.81,1.49,4.09
3172,4908.0,2.52,1.0,3.64
3173,6570.0,1.66,1.4,4.14
3174,5713.0,1.13,1.02,4.33
3175,5653.0,0.94,1.01,4.5
3176,5896.0,1.29,1.14,4.27
3177,5382.0,0.93,0.88,4.43
3178,6096.0,2.56,1.64,3.84
3179,5203.0,0.8,0.85,4.56
3180,6174.0,1.51,1.33,4.2
3181,6075.0,1.24,1.03,4.26
3182,5877.0,1.27,1.0,4.23
3183,5899.0,1.15,1.02,4.32
3184,5322.0,0.84,0.91,4.55
3185,6185.0,1.33,1.24,4.28
3186,5829.0,1.04,1.02,4.42
3187,5576.0,0.9,0.98,4.52
3188,5444.0,0.84,0.93,4.55
3189,5721.0,1.28,1.0,4.22
3190,6424.0,1.49,1.3,4.21
3191,5813.0,1.05,1.01,4.4
3192,5789.0,0.96,1.04,4.49
3193,5789.0,0.96,1.04,4.49
3194,6117.0,1.18,1.1,4.33
3195,5443.0,0.86,0.9,4.53
3196,4201.0,0.61,0.64,4.67
3197,4521.0,0.68,0.72,4.63
3198,6155.0,1.22,1.15,4.33
3199,4925.0,0.64,0.69,4.68
3200,4925.0,0.64,0.69,4.68
3201,4925.0,0.64,0.69,4.68
3202,4925.0,0.64,0.69,4.68
3203,4925.0,0.64,0.69,4.68
3204,5980.0,1.11,1.09,4.38
3205,5980.0,1.11,1.09,4.38
3206,5860.0,1.08,1.05,4.39
3207,3712.0,0.48,0.51,4.77
3208,6004.0,0.98,1.06,4.48
3209,5753.0,0.97,0.98,4.46
3210,5753.0,0.97,0.98,4.46
3211,4655.0,0.69,0.73,4.62
3212,5268.0,0.81,0.85,4.55
3213,5723.0,0.96,0.98,4.47
3214,5693.0,0.96,0.98,4.46
3215,5761.0,1.01,1.01,4.43
3216,5943.0,1.13,1.1,4.37
3217,5943.0,1.13,1.1,4.37
3218,4017.0,0.62,0.64,4.67
3219,5971.0,1.14,1.09,4.36
3220,5820.0,1.01,1.0,4.43
3221,5244.0,0.89,0.81,4.45
3222,5196.0,0.8,0.84,4.56
3223,6161.0,1.22,1.13,4.32
3224,5462.0,0.88,0.91,4.52
3225,5462.0,0.88,0.91,4.52
3226,5890.0,1.03,1.02,4.42
3227,5808.0,1.01,1.01,4.43
3228,5808.0,1.01,1.01,4.43
3229,5808.0,1.01,1.01,4.43
3230,6062.0,1.13,1.08,4.37
3231,5160.0,0.79,0.85,4.57
3232,5279.0,0.81,0.84,4.56
3233,5905.0,1.26,1.04,4.26
3234,5905.0,1.26,1.04,4.26
3235,5905.0,1.26,1.04,4.26
3236,5647.0,1.39,1.21,4.24
3237,5127.0,0.79,0.83,4.57
3238,5245.0,0.9,0.9,4.48
3239,5307.0,0.86,0.87,4.51
3240,5683.0,0.95,0.97,4.47
3241,6267.0,1.32,1.21,4.27
3242,5138.5,0.82,0.93,4.46
3243,5138.5,0.82,0.93,4.54
3244,5485.0,0.87,0.91,4.52
3245,5967.0,1.1,1.08,4.39
3246,5913.0,1.04,1.04,4.42
3247,5677.0,0.94,0.97,4.48
3248,6000.0,1.15,1.1,4.35
3249,6074.0,0.94,1.04,4.51
3250,6074.0,0.94,1.04,4.51
3251,5372.0,0.92,0.83,4.43
3252,5296.0,0.83,0.88,4.55
3253,5835.0,1.0,1.01,4.44
3254,5549.0,0.89,0.92,4.51
3255,5575.0,0.92,0.94,4.5
3256,5593.0,0.93,0.96,4.49
3257,6195.0,1.24,1.17,4.31
3258,5523.0,0.91,0.94,4.5
3259,5564.0,0.91,0.93,4.49
3260,5772.0,1.0,1.0,4.44
3261,4298.0,0.64,0.67,4.66
3262,6099.0,1.13,1.04,4.37
3263,5843.0,1.03,0.95,4.39
3264,5843.0,1.03,0.95,4.39
3265,5636.0,0.96,0.99,4.47
3266,5334.0,0.83,0.87,4.54
3267,4984.0,0.73,0.78,4.61
3268,5672.0,0.97,0.99,4.46
3269,5710.0,0.95,0.97,4.47
3270,5612.0,0.91,0.95,4.5
3271,5746.0,1.02,0.99,4.41
3272,5212.0,0.79,0.83,4.57
3273,5527.0,0.9,0.93,4.51
3274,5496.0,0.9,0.93,4.5
3275,5145.0,0.73,0.83,4.63
3276,5145.0,0.73,0.83,4.63
3277,5616.0,0.93,0.95,4.48
3278,3768.0,0.53,0.55,4.73
3279,5148.0,0.79,0.84,4.57
3280,5132.0,0.79,0.83,4.57
3281,5735.0,0.95,0.98,4.47
3282,5626.0,0.92,0.95,4.49
3283,5066.0,0.77,0.8,4.58
3284,5575.0,0.9,0.93,4.5
3285,5646.0,0.94,0.96,4.48
3286,5646.0,0.94,0.96,4.48
3287,3556.0,0.33,0.34,4.94
3288,4819.44,4.22,1.29,3.31
3289,4840.0,4.23,1.32,3.31
3290,4840.0,4.23,1.32,3.31
3291,5630.0,0.95,0.96,4.47
3292,5242.0,0.81,0.85,4.56
3293,6068.0,1.16,1.11,4.35
3294,5740.0,0.98,1.0,4.46
3295,5894.0,1.04,1.03,4.42
3296,5447.0,0.92,0.93,4.49
3297,5266.0,0.85,0.92,4.55
3298,5266.0,0.85,0.92,4.55
3299,5863.0,1.04,1.03,4.42
3300,4286.0,0.63,0.65,4.66
3301,5322.0,0.83,0.87,4.55
3302,4503.0,0.62,0.63,4.68
3303,4503.0,0.62,0.63,4.68
3304,4503.0,0.62,0.63,4.68
3305,4362.0,0.58,0.62,4.7
3306,4362.0,0.58,0.62,4.7
3307,5360.0,0.84,0.88,4.54
3308,5360.0,0.84,0.88,4.54
3309,5535.0,0.9,0.93,4.5
3310,4828.0,0.73,0.78,4.61
3311,5967.0,1.15,1.11,4.36
3312,5882.0,1.07,1.04,4.39
3313,6206.0,1.22,1.16,4.33
3314,4671.0,0.67,0.7,4.63
3315,5526.0,0.9,0.93,4.5
3316,6166.0,2.06,1.41,3.96
3317,5946.0,1.08,1.02,4.38
3318,4252.0,0.55,0.52,4.73
3319,3705.0,0.5,0.51,4.75
3320,3705.0,0.5,0.51,4.75
3321,5820.0,0.95,1.05,4.5
3322,5820.0,0.95,1.05,4.5
3323,5547.0,0.87,0.89,4.51
3324,5763.0,0.99,1.07,4.47
3325,5524.0,0.89,0.92,4.51
3326,6123.0,1.27,1.18,4.3
3327,5936.0,0.97,1.07,4.5
3328,5884.0,0.98,1.05,4.48
3329,4758.0,0.72,0.78,4.61
3330,5192.0,0.79,0.87,4.58
3331,4893.0,0.75,0.78,4.58
3332,5697.0,0.89,0.97,4.53
3333,6085.0,0.96,0.98,4.5
3334,5858.0,0.89,0.98,4.53
3335,5858.0,0.89,0.98,4.53
3336,6078.0,1.19,1.01,4.29
3337,6087.0,1.14,1.07,4.35
3338,6087.0,1.14,1.07,4.35
3339,5807.0,1.06,1.01,4.39
3340,6388.0,1.45,1.28,4.22
3341,5894.0,1.14,1.15,4.38
3342,5573.0,1.15,0.95,4.29
3343,6014.0,1.1,1.09,4.39
3344,6014.0,1.1,1.09,4.39
3345,5515.0,0.86,0.93,4.54
3346,6392.0,1.98,1.54,4.04
3347,6406.0,1.46,1.34,4.24
3348,6112.0,1.09,1.1,4.41
3349,6112.0,1.09,1.1,4.41
3350,4263.0,0.56,0.58,4.73
3351,4075.0,0.52,0.54,4.74
3352,4075.0,0.52,0.54,4.74
3353,5260.0,0.8,0.89,4.58
3354,5842.0,0.88,0.96,4.53
3355,5690.0,0.98,0.95,4.43
3356,7099.0,2.02,1.62,4.04
3357,5293.0,0.83,0.9,4.55
3358,6106.0,1.44,1.28,4.23
3359,5849.0,1.06,1.02,4.39
3360,5997.0,1.3,1.17,4.28
3361,5866.0,1.42,0.96,4.12
3362,5770.0,1.2,1.0,4.28
3363,5746.0,1.41,0.91,4.09
3364,6018.0,0.94,1.04,4.51
3365,6018.0,0.94,1.04,4.51
3366,6018.0,0.94,1.04,4.51
3367,6060.0,1.2,1.1,4.32
3368,6025.0,1.25,1.16,4.3
3369,6113.0,1.32,1.16,4.26
3370,6236.0,1.19,1.19,4.36
3371,3931.0,0.53,0.55,4.73
3372,3519.0,0.33,0.33,4.94
3373,6125.0,1.22,1.15,4.33
3374,5794.0,1.22,1.03,4.28
3375,5904.0,1.04,1.03,4.42
3376,5813.0,1.03,1.02,4.42
3377,6225.0,1.58,1.24,4.13
3378,6225.0,1.58,1.24,4.13
3379,6297.0,1.79,1.37,3.96
3380,5312.0,0.83,0.87,4.55
3381,5744.0,0.96,0.98,4.47
3382,5834.0,1.11,1.09,4.39
3383,5293.0,0.82,0.86,4.55
3384,5392.0,1.09,0.89,4.31
3385,5346.0,0.83,0.86,4.55
3386,6007.0,1.26,1.1,4.28
3387,6457.0,1.54,1.36,4.19
3388,5582.0,1.03,1.04,4.42
3389,6045.0,1.12,1.08,4.37
3390,4252.0,0.56,0.55,4.73
3391,4252.0,0.56,0.55,4.73
3392,3974.0,0.53,0.55,4.73
3393,3974.0,0.53,0.55,4.73
3394,5014.0,0.76,0.82,4.59
3395,5970.0,1.09,1.07,4.39
3396,5422.0,0.89,0.87,4.48
3397,5444.0,0.88,0.91,4.51
3398,5444.0,0.88,0.91,4.51
3399,5958.0,1.09,1.07,4.39
3400,5668.0,0.87,0.96,4.54
3401,6346.0,1.47,1.28,4.21
3402,4871.0,0.72,0.75,4.6
3403,5802.0,1.09,1.01,4.36
3404,6322.0,1.34,1.25,4.28
3405,5194.0,0.89,0.88,4.49
3406,5194.0,0.89,0.88,4.49
3407,5194.0,0.89,0.88,4.49
3408,5194.0,0.89,0.88,4.49
3409,5247.0,0.81,0.86,4.56
3410,5210.0,0.8,0.85,4.56
3411,5240.0,0.79,0.87,4.58
3412,5837.0,1.09,1.03,4.38
3413,5009.0,0.79,0.86,4.58
3414,5785.0,1.08,0.99,4.36
3415,5816.0,1.34,1.06,4.21
3416,4996.0,0.78,0.85,4.59
3417,6733.0,1.8,1.49,4.1
3418,6613.0,1.66,1.4,4.14
3419,5636.0,0.94,0.96,4.49
3420,5636.0,0.94,0.96,4.49
3421,5636.0,0.94,0.96,4.49
3422,5498.0,0.87,0.96,4.54
3423,5809.0,1.37,1.05,4.18
3424,5927.0,1.05,1.04,4.42
3425,5927.0,1.05,1.04,4.42
3426,6310.0,1.29,1.23,4.31
3427,5933.0,1.59,1.21,4.11
3428,5661.0,0.9,0.87,4.47
3429,7500.0,1.57,1.59,4.22
3430,7500.0,1.57,1.59,4.22
3431,5634.0,0.91,0.98,4.51
3432,6146.0,1.26,1.17,4.3
3433,5309.0,0.79,0.92,4.58
3434,5155.0,0.94,0.9,4.45
3435,5155.0,0.94,0.9,4.45
3436,6117.21,2.22,1.15,3.81
3437,6474.0,1.24,1.15,4.31
3438,5701.0,1.07,1.03,4.37
3439,5701.0,1.05,0.85,4.37
3440,5527.0,0.83,0.94,4.57
3441,5757.0,1.11,1.04,4.32
3442,29564.0,0.2,0.48,5.51
3443,29564.0,0.2,0.48,5.51
3444,6197.21,1.64,1.19,4.08
3445,6197.21,1.64,1.19,4.08
3446,6197.21,1.64,1.19,4.08
3447,3820.0,0.55,0.59,4.7
3448,5649.18,1.47,1.02,4.09
3449,5649.18,1.47,1.02,4.09
3450,6466.33,1.4,1.5,4.31
3451,5493.0,1.05,1.0,4.4
3452,3359.0,0.24,0.22,5.03
3453,3359.0,0.24,0.22,5.03
3454,3359.0,0.24,0.22,5.03
3455,3157.0,0.21,0.18,4.93
3456,3157.0,0.21,0.18,4.93
3457,3157.0,0.21,0.18,4.93
3458,5046.0,0.75,0.76,4.56
3459,5046.0,0.75,0.76,4.56
3460,5046.0,0.75,0.76,4.56
3461,5046.0,0.75,0.76,4.56
3462,5046.0,0.75,0.76,4.56
3463,4723.0,0.71,0.74,4.61
3464,4402.0,0.6,0.61,4.67
3465,4340.0,0.55,0.57,4.71
3466,4134.0,0.56,0.57,4.71
3467,5800.0,1.35,1.12,4.22
3468,5431.0,0.87,0.88,4.51
3469,3748.0,0.52,0.54,4.74
3470,4551.0,0.68,0.71,4.63
3471,4685.0,0.71,0.75,4.62
3472,4651.0,0.7,0.73,4.62
3473,6161.0,3.21,1.54,3.61
3474,5977.0,1.38,1.2,4.24
3475,6360.0,2.26,1.46,3.89
3476,4995.0,4.06,1.32,3.35
3477,4995.0,4.06,1.32,3.35
3478,6004.0,1.09,1.07,4.4
3479,6004.0,1.09,1.07,4.4
3480,6004.0,1.09,1.07,4.4
3481,5884.0,1.49,1.17,4.15
3482,5884.0,1.49,1.17,4.15
3483,6041.0,1.42,1.32,4.26
3484,5150.0,0.8,0.87,4.57
3485,5800.0,1.35,0.96,4.14
3486,5725.0,0.92,0.91,4.47
3487,5170.0,0.86,0.93,4.54
3488,5460.0,0.94,1.01,4.5
3489,5460.0,0.94,1.01,4.5
3490,5560.0,0.95,0.85,4.41
3491,5972.0,1.24,1.15,4.31
3492,5308.0,0.76,0.79,4.61
3493,3068.0,0.17,0.13,5.11
3494,3068.0,0.17,0.13,5.11
3495,3068.0,0.17,0.13,5.11
3496,6430.0,1.74,1.39,4.1
3497,6430.0,1.74,1.39,4.1
3498,5822.0,1.08,0.96,4.35
3499,5820.0,1.09,0.98,4.35
3500,5177.0,0.81,0.9,4.57
3501,5177.0,0.81,0.9,4.57
3502,5758.0,1.07,1.0,4.42
3503,5758.0,1.07,1.0,4.42
3504,4362.0,0.64,0.67,4.62
3505,4362.0,0.64,0.67,4.62
3506,5536.0,0.95,0.89,4.47
3507,5536.0,0.95,0.89,4.47
3508,4700.0,0.78,0.82,4.57
3509,5750.0,1.29,1.17,4.3
3510,4832.69,0.82,0.87,4.6
3511,4987.0,0.82,0.87,4.59
3512,4906.0,0.82,0.87,4.6
3513,4974.0,0.82,0.87,4.6
3514,6273.0,1.35,1.21,4.26
3515,5750.0,1.29,1.15,4.28
3516,5460.0,0.89,0.92,4.5
3517,6104.0,1.23,1.08,4.29
3518,5476.0,1.01,1.0,4.43
3519,5476.0,1.01,1.0,4.43
3520,5538.0,1.07,1.07,4.41
3521,5538.0,1.07,1.07,4.41
3522,5818.0,0.89,0.91,4.54
3523,5818.0,0.89,0.91,4.54
3524,5654.0,0.88,0.93,4.54
3525,5654.0,0.88,0.93,4.54
3526,6209.0,1.45,1.25,4.21
3527,6090.0,1.33,1.25,4.27
3528,6090.0,1.33,1.25,4.27
3529,6090.0,1.26,1.15,4.28
3530,6090.0,1.26,1.15,4.28
3531,6090.0,1.26,1.15,4.28
3532,6090.0,1.26,1.15,4.28
3533,6184.0,1.29,1.17,4.28
3534,6117.0,1.33,1.17,4.25
3535,6117.0,1.33,1.17,4.25
3536,5886.0,1.15,1.08,4.35
3537,5886.0,1.15,1.08,4.35
3538,6510.0,2.13,1.48,3.94
3539,5857.0,1.49,1.22,4.17
3540,5502.0,0.68,0.9,4.62
3541,5502.0,0.68,0.9,4.62
3542,5502.0,0.68,0.9,4.62
3543,4557.0,0.67,0.72,4.64
3544,4493.0,0.61,0.65,4.69
3545,4493.0,0.61,0.65,4.69
3546,5307.0,0.77,0.84,4.57
3547,5307.0,0.77,0.84,4.57
3548,5565.0,1.06,0.85,4.32
3549,5565.0,1.06,0.85,4.32
3550,4262.0,0.56,0.62,4.73
3551,4262.0,0.56,0.62,4.73
3552,6398.0,1.1,1.14,4.41
3553,6402.0,1.13,1.13,4.41
3554,6402.0,1.13,1.13,4.41
3555,6189.0,1.38,1.21,4.23
3556,6189.0,1.38,1.21,4.23
3557,5938.0,1.13,1.07,4.32
3558,5938.0,1.13,1.07,4.32
3559,4940.0,3.57,1.03,3.46
3560,4940.0,3.57,1.03,3.46
3561,5166.0,0.78,0.86,4.57
3562,5166.0,0.78,0.86,4.57
3563,6350.0,1.4,1.29,4.4
3564,5376.0,0.79,0.81,4.57
3565,5376.0,0.79,0.81,4.57
3566,4498.0,0.59,0.64,4.69
3567,4498.0,0.59,0.64,4.69
3568,5774.0,1.05,0.82,4.35
3569,5774.0,1.05,0.82,4.35
3570,5178.0,0.77,0.82,4.56
3571,5178.0,0.77,0.82,4.56
3572,5829.0,1.16,1.05,4.33
3573,6326.0,1.13,1.12,4.41
3574,6326.0,1.13,1.12,4.41
3575,5577.0,0.88,0.97,4.47
3576,5577.0,0.88,0.97,4.47
3577,4710.0,0.67,0.67,4.62
3578,4710.0,0.67,0.67,4.62
3579,5600.0,0.94,0.88,4.4
3580,5600.0,0.94,0.88,4.4
3581,6197.0,2.19,1.2,3.84
3582,6152.0,1.57,1.2,4.12
3583,6152.0,1.57,1.2,4.12
3584,6045.0,1.22,1.08,4.29
3585,6045.0,1.22,1.08,4.29
3586,5623.0,1.75,0.94,3.93
3587,6054.0,1.31,1.15,4.27
3588,6054.0,1.31,1.15,4.27
3589,4661.0,0.67,0.78,4.65
3590,4661.0,0.67,0.78,4.65
3591,5949.0,1.22,1.07,4.3
3592,5949.0,1.22,1.07,4.3
3593,5900.0,1.18,1.06,4.3
3594,5900.0,1.18,1.06,4.3
3595,5826.0,0.84,0.92,4.57
3596,5826.0,0.84,0.92,4.57
3597,5977.0,0.91,1.04,4.48
3598,5977.0,0.91,1.04,4.48
3599,5977.0,0.91,1.04,4.48
3600,5787.0,0.84,0.93,4.56
3601,5787.0,0.84,0.93,4.56
3602,6509.0,1.14,1.15,4.41
3603,6509.0,1.14,1.2,4.41
3604,6509.0,1.14,1.15,4.41
3605,5666.0,0.99,0.93,4.39
3606,5666.0,0.99,0.93,4.39
3607,5852.0,0.9,0.98,4.53
3608,5852.0,0.9,0.98,4.53
3609,5288.0,0.77,0.8,4.61
3610,5417.0,0.77,0.8,4.57
3611,5417.0,0.77,0.8,4.57
3612,5417.0,0.79,0.87,4.57
3613,3591.0,0.47,0.5,4.79
3614,3591.0,0.47,0.5,4.79
3615,5502.0,2.02,0.97,3.9
3616,5502.0,2.02,0.97,3.9
3617,4710.0,0.69,0.68,4.63
3618,4710.0,0.69,0.68,4.63
3619,6209.0,1.05,1.06,4.45
3620,6209.0,1.05,1.06,4.45
3621,6012.0,1.05,1.02,4.43
3622,6012.0,1.05,1.02,4.43
3623,6108.0,1.28,1.19,4.27
3624,6108.0,1.28,1.19,4.27
3625,5593.0,1.49,1.1,4.15
3626,5593.0,1.49,1.1,4.15
3627,5593.0,1.49,1.1,4.15
3628,5788.0,0.72,1.02,4.64
3629,5788.0,0.72,1.02,4.64
3630,6169.0,1.34,1.17,4.25
3631,6169.0,1.34,1.17,4.25
3632,6053.0,1.06,0.95,4.42
3633,6053.0,1.06,0.95,4.42
3634,5979.0,1.63,1.03,4.1
3635,5979.0,1.63,1.03,4.1
3636,6248.0,1.09,1.14,4.43
3637,6248.0,1.09,1.14,4.43
3638,6248.0,1.09,1.14,4.43
3639,5908.0,0.95,0.94,4.5
3640,5908.0,0.95,0.94,4.5
3641,5036.0,0.83,0.79,4.5
3642,5036.0,0.83,0.79,4.5
3643,5036.0,0.83,0.79,4.5
3644,6133.0,1.33,1.17,4.26
3645,6133.0,1.33,1.17,4.26
3646,6184.0,1.07,0.99,4.44
3647,6184.0,1.07,0.99,4.44
3648,4648.0,0.67,0.65,4.63
3649,4648.0,0.67,0.73,4.63
3650,4648.0,0.67,0.65,4.63
3651,3903.0,0.5,0.55,4.75
3652,3903.0,0.5,0.55,4.75
3653,5208.0,0.77,0.8,4.56
3654,5212.0,0.78,0.83,4.57
3655,5212.0,0.78,0.83,4.57
3656,5225.0,0.78,0.81,4.58
3657,5643.0,0.85,0.81,4.56
3658,5643.0,0.85,0.81,4.56
3659,6492.3,1.25,1.0,4.24
3660,6492.3,1.25,1.0,4.24
3661,6186.0,1.53,1.19,4.15
3662,5606.0,1.03,0.89,4.36
3663,5956.0,0.93,1.02,4.52
3664,5956.0,0.93,1.02,4.52
3665,6177.0,1.36,1.27,4.24
3666,6177.0,1.36,1.27,4.24
3667,6088.0,1.0,1.05,4.47
3668,6088.0,1.0,1.05,4.47
3669,6033.0,1.02,0.95,4.46
3670,6033.0,1.02,0.95,4.46
3671,4504.0,0.62,0.61,4.68
3672,4504.0,0.62,0.61,4.68
3673,5774.0,0.98,0.93,4.45
3674,5774.0,0.98,0.93,4.45
3675,5807.0,1.43,1.08,4.18
3676,5807.0,1.43,1.08,4.18
3677,6366.0,1.34,1.26,4.28
3678,6175.0,1.47,1.26,4.19
3679,6175.0,1.47,1.26,4.19
3680,6175.0,1.47,1.26,4.19
3681,6012.0,1.02,1.0,4.44
3682,6012.0,1.02,1.0,4.44
3683,6012.0,1.02,1.0,4.44
3684,6012.0,1.02,1.0,4.44
3685,6620.0,1.85,1.65,4.06
3686,6620.0,1.85,1.65,4.06
3687,5913.0,1.16,1.05,4.33
3688,5631.0,0.8,0.93,4.59
3689,5631.0,0.8,0.93,4.59
3690,5631.0,0.8,0.93,4.59
3691,5999.0,1.74,1.14,4.02
3692,5923.0,1.74,1.2,4.02
3693,5923.0,1.74,1.2,4.02
3694,5923.0,1.74,1.2,4.02
3695,5684.0,1.76,1.05,4.0
3696,5684.0,1.76,1.05,4.0
3697,5867.0,1.3,1.09,4.26
3698,5867.0,1.3,1.09,4.26
3699,5867.0,1.3,1.09,4.26
3700,5877.0,1.85,1.02,4.02
3701,5877.0,1.85,1.03,4.02
3702,5828.0,1.07,1.07,4.38
3703,5828.0,1.07,1.07,4.38
3704,5828.0,1.07,1.07,4.38
3705,4259.0,0.53,0.6,4.73
3706,4259.0,0.53,0.6,4.73
3707,4955.0,0.72,0.8,4.61
3708,4955.0,0.72,0.8,4.61
3709,4955.0,0.72,0.8,4.61
3710,4347.0,0.49,0.65,4.77
3711,4347.0,0.49,0.65,4.77
3712,4347.0,0.49,0.65,4.77
3713,5117.0,0.72,0.79,4.64
3714,5117.0,0.72,0.79,4.64
3715,5904.0,1.82,1.29,4.03
3716,5904.0,1.82,1.29,4.03
3717,5904.0,1.82,1.29,4.03
3718,5904.0,1.82,1.29,4.03
3719,5904.0,1.82,1.29,4.03
3720,4257.0,0.52,0.6,4.74
3721,4257.0,0.52,0.6,4.74
3722,6064.0,1.06,1.15,4.44
3723,6064.0,1.06,1.15,4.44
3724,3799.0,0.49,0.59,4.76
3725,3799.0,0.49,0.59,4.76
3726,3799.0,0.49,0.59,4.76
3727,5105.0,0.8,0.85,4.56
3728,5105.0,0.8,0.85,4.56
3729,5105.0,0.8,0.85,4.56
3730,5752.0,1.0,0.92,4.41
3731,5752.0,1.0,0.92,4.41
3732,5752.0,1.0,0.92,4.41
3733,5191.0,0.83,0.84,4.53
3734,5194.0,0.84,0.87,4.53
3735,5194.0,0.84,0.87,4.53
3736,5987.0,1.18,1.09,4.31
3737,5987.0,1.18,1.09,4.31
3738,5388.0,0.89,0.92,4.5
3739,5388.0,0.89,0.92,4.5
3740,5740.0,1.19,1.03,4.3
3741,5740.0,1.19,1.03,4.3
3742,6435.0,1.11,1.33,4.42
3743,6435.0,1.11,1.33,4.42
3744,3900.0,0.53,0.58,4.64
3745,3900.0,0.53,0.58,4.64
