,planet_name,host_name,orbital_period_[days],orbit_semi-major_axis_[au]),planet_radius,planet_mass,planet_density,eccentricity,equilibrium_temperature_[k],ratio_of_semi-major_axis_to_stellar_radius,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],stellar_metallicity_[dex],distance_[pc],number_of_planets,insolation_flux_earth,stellar_surface_gravity,stellar_age_[gyr]
389,HATS-23 b,HATS-23,2.16051560,0.033970,20.849,467.21010,0.290000,0.114,1654,6.08,5780.00,1.20,1.12,0.280,639.0040000,1, ,4.33,4.200
390,HATS-24 b,HATS-24,1.34849780,0.023800,15.637,718.29580,1.030000,0.0,2166,4.561,6125.00,1.12,1.07,-0.229,494.1820000,1,2706.96,4.37,3.700
391,HATS-25 b,HATS-25,4.29864320,0.051630,14.123,194.82979,0.380000,0.176,1277,10.03,5715.00,1.11,0.99,0.020,471.1580000,1,326.89,4.35,7.500
392,HATS-26 b,HATS-26,3.30238810,0.047350,19.616,206.58950,0.153000,0.245,1918,5.01,6071.00,2.04,1.30,-0.020,861.8430000,1,2236.58,3.94,4.040
393,HATS-27 b,HATS-27,4.63703800,0.061100,16.814,168.44990,0.180000,0.581,1659,7.55,6438.00,1.74,1.42,0.090,816.9880000,1,1342.57,4.11,2.300
394,HATS-28 b,HATS-28,3.18107810,0.041310,13.384,213.58176,0.480000,0.202,1253,9.63,5498.00,0.92,0.93,0.010,535.3830000,1, ,4.48,6.200
395,HATS-29 b,HATS-29,4.60587490,0.054750,14.022,207.54299,0.411000,0.158,1212,10.96,5670.00,1.07,1.03,0.160,353.8910000,1, ,4.39,5.500
396,HATS-3 b,HATS-3,3.54785100,0.048500,15.480,340.38200,0.510000,0.0,1648,7.42,6351.00,1.40,1.21,-0.157,411.2110000,1,1212.00,4.22,3.200
397,HATS-30 b,HATS-30,3.17435160,0.043540,13.171,224.38798,0.543000,0.096,1414,8.82,5943.00,1.06,1.09,0.060,342.1400000,1,718.91,4.42,2.300
398,HATS-31 b,HATS-31,3.37796000,0.047800,18.383,279.69040,0.243000,0.233,1823,5.49,6050.00,1.87,1.27,0.000,773.9740000,1, ,4.00,4.300
399,HATS-32 b,HATS-32,2.81265480,0.040240,14.000,292.40360,0.580000,0.471,1437,7.88,5700.00,1.10,1.10,0.390,745.1160000,1,614.59,4.40,3.500
400,HATS-33 b,HATS-33,2.54955510,0.037270,13.787,378.85336,0.790000,0.08,1429,7.83,5659.00,1.02,1.06,0.290,248.4600000,1,757.13,4.45,3.000
401,HATS-34 b,HATS-34,2.10616070,0.031660,16.029,299.07803,0.400000,0.108,1445,6.96,5380.00,0.98,0.96,0.250,508.8420000,1,691.84,4.44,7.700
402,HATS-35 b,HATS-35,1.82099930,0.031990,16.410,388.38826,0.484000,0.306,2037,4.79,6300.00,1.43,1.32,0.210,514.5550000,1,2440.70,4.24,2.130
403,HATS-36 b,HATS-36,4.17518600,0.052300,12.920,1022.14128,2.120000,0.105,1203,10.32,5950.00,1.10,1.10,0.150,856.4360000,1,561.00,4.40,0.620
404,HATS-37 A b,HATS-37 A,4.33153660,0.049130,6.793,31.46517,0.550000,0.0,1085,12.05,5326.00,0.88,0.84,0.051,211.8960000,1,229.70,4.48,11.460
405,HATS-38 b,HATS-38,4.37502100,0.050360,6.882,23.51942,0.403000,0.0,1294,9.81,5732.00,1.10,0.89,-0.102,343.5250000,1,464.70,4.30,11.890
406,HATS-39 b,HATS-39,4.57763480,0.060070,17.598,200.23290,0.202000,0.275,1645,7.97,6572.00,1.62,1.38,0.000,878.5210000,1,1547.10,4.16,2.060
407,HATS-4 b,HATS-4,2.51672900,0.036200,11.433,420.47100,1.550000,0.013,1315,8.43,5403.00,0.93,1.00,0.430,416.4590000,1,558.83,4.51,2.100
408,HATS-40 b,HATS-40,3.26427360,0.049970,17.710,505.34970,0.490000,0.312,2101,4.74,6460.00,2.26,1.56,0.010,1342.2900000,1,3163.38,3.92,2.070
409,HATS-41 b,HATS-41,4.19364900,0.058300,14.908,3082.95100,5.100000,0.38,1710,7.31,6424.00,1.71,1.50,0.470,737.6680000,1,1300.31,4.14,1.340
410,HATS-42 b,HATS-42,2.29210200,0.036890,15.693,597.52040,0.830000,0.229,1856,5.36,6060.00,1.48,1.27,0.220,800.3770000,1,1637.21,4.20,3.260
411,HATS-43 b,HATS-43,4.38884970,0.049440,13.227,82.95363,0.191000,0.173,1003,13.04,5099.00,0.81,0.84,0.050,362.2730000,1,192.23,4.54,8.600
412,HATS-44 b,HATS-44,2.74390040,0.036490,11.960,177.98480,0.560000,0.279,1161,9.24,5080.00,0.85,0.86,0.320,446.0350000,1,306.42,4.51,9.700
413,HATS-45 b,HATS-45,4.18762440,0.055110,14.415,222.48100,0.410000,0.24,1518,9.02,6450.00,1.32,1.27,0.020,772.1100000,1,811.35,4.31,1.520
414,HATS-46 b,HATS-46,4.74237290,0.053670,10.122,54.98459,0.280000,0.559,1054,13.55,5495.00,0.85,0.92,-0.060,453.8080000,1,209.77,4.54,3.000
415,HATS-47 b,HATS-47,3.92280380,0.042690,12.520,117.27927,0.331000,0.088,853,13.98,4512.00,0.66,0.67,-0.113,300.6700000,1,87.73,4.63,8.100
416,HATS-48 A b,HATS-48 A,3.13166660,0.037690,8.967,77.23269,0.589000,0.162,955,11.33,4546.00,0.72,0.73,0.186,263.6090000,1,137.60,4.59,11.970
417,HATS-49 b,HATS-49,4.14804670,0.045150,8.575,112.19399,0.986000,0.071,835,13.91,4405.00,0.70,0.71,0.208,324.4130000,1,80.45,4.60,10.500
418,HATS-5 b,HATS-5,4.76338700,0.054200,10.223,75.32300,0.390000,0.019,1025,13.38,5304.00,0.87,0.94,0.190,246.3840000,1,183.24,4.53,3.600
419,HATS-50 b,HATS-50,3.82970150,0.050460,12.666,123.95370,0.330000,0.516, ,9.72,5990.00,1.12,1.17, ,756.7420000,1, ,4.41,1.200
420,HATS-51 b,HATS-51,3.34887020,0.046390,15.805,244.09344,0.340000,0.33,1553,6.94,5758.00,1.44,1.19, ,389.5700000,1,740.22,4.20,4.740
421,HATS-52 b,HATS-52,1.36665436,0.024980,15.491,711.93920,1.060000,0.246,1834,5.14,6010.00,1.05,1.11,-0.284,555.1340000,1,1310.22,4.45,1.200
422,HATS-53 b,HATS-53,3.85377680,0.047530,15.020,189.10885,0.303000,0.33,1312,9.3,5644.00,1.10,0.96, ,585.7700000,1,471.61,4.34,9.000
423,HATS-54 b,HATS-54,2.54417650,0.037000,11.377,239.32479,0.770000,0.0,1429,6.48,5621.00,1.23,1.05,0.370,748.5850000,1,476.97,4.20,7.960
424,HATS-55 b,HATS-55,4.20420010,0.054120,14.022,292.72143,0.587000,0.092,1367,10.33,6214.00,1.13,1.20,0.108,609.8380000,1,355.91,4.41,0.400
425,HATS-56 b,HATS-56,4.32479900,0.060430,18.921,191.33366,0.155000,0.019,1902,5.902,6536.00,2.20,1.57,0.190,564.4090000,1,1080.87,3.95,1.894
426,HATS-57 b,HATS-57,2.35062100,0.034930,12.767,1000.21101,2.650000,0.028,1413,7.82,5587.00,0.96,1.03,0.268,279.4850000,1,570.23,4.48,2.500
427,HATS-58 A b,HATS-58 A,4.21808960,0.057980,12.274,327.36490,0.960000,0.168,1721,8.71,7175.00,1.43,1.46, ,403.5910000,1,382.71,4.29,0.310
428,HATS-59 b,HATS-59,5.41608100,0.061120,12.621,256.17098,0.700000,0.129,1128,12.66,5670.00,1.04,1.04,0.180,642.8840000,2,269.00,4.42,4.300
429,HATS-59 c,HATS-59,1422.00000000,2.504000,12.300,4036.44100,11.900000,0.083,176,518.0,5670.00,1.04,1.04,0.180,642.8840000,2,0.16,4.42,4.300
430,HATS-6 b,HATS-6,3.32527250,0.036230,11.187,101.38777,0.399000,0.0,713,13.65,3724.00,0.57,0.57,0.200,169.3180000,1,47.33,4.68,8.100
431,HATS-60 b,HATS-60,3.56082900,0.047080,12.924,210.40346,0.537000,0.191,1528,6.93,5688.00,1.46,1.10,0.335,486.4740000,1,903.90,4.15,7.550
432,HATS-61 b,HATS-61,7.81795300,0.079080,13.395,1080.62200,2.470000,0.092,1226,10.23,5542.00,1.66,1.08,0.247,679.7610000,1,374.20,4.03,8.900
433,HATS-62 b,HATS-62,3.27688370,0.041630,11.825,56.89157,0.076000,0.298,1237,9.59,5416.00,0.93,0.90,0.133,523.0670000,1,387.40,4.45,9.550
434,HATS-63 b,HATS-63,3.05665270,0.040260,13.529,305.11680,0.670000,0.136,1398,8.09,5627.00,1.07,0.93,0.081,623.2320000,1,634.10,4.35,10.300
435,HATS-64 b,HATS-64,4.90889700,0.065620,18.820,305.11680,0.245000,0.151,1793,6.68,6554.00,2.11,1.56,0.220,1080.1500000,1,1711.00,3.98,1.861
436,HATS-65 b,HATS-65,3.10516100,0.044970,16.825,260.93843,0.300000,0.062,1634,7.38,6277.00,1.31,1.26,0.199,493.3200000,1,1178.00,4.30,1.780
437,HATS-66 b,HATS-66,3.14143910,0.047140,15.816,1694.03390,2.340000,0.064,1998,5.5,6626.00,1.84,1.41,-0.017,1477.9800000,1,2637.00,4.06,2.170
438,HATS-67 b,HATS-67,1.60917880,0.030320,18.887,460.85350,0.374000,0.057,2193,4.526,6594.00,1.44,1.44,0.332,960.1090000,1,3821.00,4.28,0.510
439,HATS-68 b,HATS-68,3.58622020,0.050710,13.809,410.00070,0.856000,0.036,1741,6.232,6147.00,1.75,1.35,0.210,603.9550000,1,1521.00,4.08,3.020
440,HATS-69 b,HATS-69,2.22525770,0.032110,10.593,183.38791,0.460000,0.519,1296,7.859,5137.00,0.88,0.89,0.377,414.5370000,1,466.60,4.50,8.000
441,HATS-7 b,HATS-7,3.18531500,0.040120,6.311,38.13960,0.830000,0.17,1084,10.59,4985.00,0.82,0.85,0.250,240.7070000,1,211.62,4.54,7.800
442,HATS-70 b,HATS-70,1.88823780,0.036320,15.513,4100.00700,6.640000,0.18,2730,4.17,7930.00,1.88,1.78,0.041,1458.8300000,1,9110.00,4.17,0.810
443,HATS-71 b,HATS-71,3.79552020,0.037450,11.478,117.59710,0.420000,0.0,587,16.84,3405.00,0.48,0.49,0.170,140.2250000,1,18.08,4.77,3.200
444,HATS-72 b,HATS-72,7.32794740,0.066517,8.097,39.85588,0.411000,0.013,739,19.821,4656.10,0.72,0.73,0.099,127.5890000,1,49.58,4.59,12.170
445,HATS-74 A b,HATS-74 A,1.73185606,0.023840,11.568,464.02947,1.640000,0.044,895,8.9,3776.90,0.58,0.60,0.514,299.3890000,1,106.90,4.70,11.000
446,HATS-75 b,HATS-75,2.78865560,0.032742,9.909,156.05375,0.878000,0.064,772,12.037,3790.40,0.58,0.60,0.522,194.9640000,1,59.26,4.68,14.900
447,HATS-76 b,HATS-76,1.94164230,0.026580,12.094,835.57088,2.580000,0.062,940,9.12,4016.00,0.63,0.66,0.322,385.6890000,1,129.80,4.67,4.600
448,HATS-77 b,HATS-77,3.08762620,0.036070,13.058,436.69623,1.077000,0.045,828,12.06,4071.00,0.64,0.66,0.253,436.1760000,1,78.37,4.64,12.100
449,HATS-8 b,HATS-8,3.58389300,0.046670,9.785,43.86054,0.259000,0.376,1324,9.21,5679.00,1.09,1.06,0.210,794.6370000,1, ,4.39,5.100
450,HATS-9 b,HATS-9,1.91529100,0.031200,13.850,266.02371,0.626000,0.075,1746,4.44,5599.00,1.56,1.10,0.380,638.7000000,1, ,4.10,10.800
451,HD 100546 b,HD 100546, ,53.000000,77.342,239000.00000,2.840000,0.0, ,6160.377047620702,10500.00,1.85,2.40, ,109.6770000,1, ,4.33,0.005
452,HD 100655 b,HD 100655,157.57001000,0.680000,13.500,511.70630,1.140000,0.09, ,14.534968164422603,4891.00,10.06,2.28,0.070,137.1780000,1, ,2.79,1.309
453,HD 100777 b,HD 100777,383.70001000,1.030000,13.800,327.36490,0.684000,0.36, ,212.96441335706183,5533.00,1.04,0.83,0.250,49.5336000,1, ,4.32,2.000
454,HD 10180 c,HD 10180,5.75969000,0.064120,3.680,13.10000,1.440000,0.073, ,12.421489820548407,5911.00,1.11,1.06,0.080,38.9607000,6, ,4.39,4.300
455,HD 10180 d,HD 10180,16.35700000,0.128590,3.450,11.75000,1.570000,0.131, ,24.91078253313038,5911.00,1.11,1.06,0.080,38.9607000,6, ,4.39,4.300
456,HD 10180 e,HD 10180,49.74800000,0.269900,5.390,25.10000,0.881000,0.051, ,52.28571588530903,5911.00,1.11,1.06,0.080,38.9607000,6, ,4.39,4.300
457,HD 10180 f,HD 10180,122.74400000,0.492900,5.240,23.90000,0.913000,0.119, ,95.48584423812088,5911.00,1.11,1.06,0.080,38.9607000,6, ,4.39,4.300
458,HD 10180 g,HD 10180,604.67000000,1.427000,4.910,21.40000,0.993000,0.263, ,276.4420769482623,5911.00,1.11,1.06,0.080,38.9607000,6, ,4.39,4.300
459,HD 10180 h,HD 10180,2205.00000000,3.381000,9.400,64.40000,0.426000,0.095, ,654.9759370442009,5911.00,1.11,1.06,0.080,38.9607000,6, ,4.39,4.300
460,HD 101930 b,HD 101930,70.46000000,0.300000,10.600,79.45750,0.367000,0.11, ,75.01117291420557,5108.00,0.86,0.57,0.150,30.0274000,1, ,4.33,1.000
461,HD 102117 b,HD 102117,20.81330000,0.150000,8.470,54.03110,0.489000,0.12, ,26.223418173258857,5655.00,1.23,1.06,0.280,39.5792000,1, ,4.29,10.000
462,HD 102195 b,HD 102195,4.11377000,0.050000,14.200,130.31030,0.250000,0.0, ,13.11170908662943,5301.00,0.82,0.76,0.040,29.3386000,1, ,4.49,2.400
463,HD 102272 b,HD 102272,127.58000000,0.510000,12.900,1570.08020,4.020000,0.05, ,10.647216970928984,4790.00,10.30,1.45,-0.410,347.0970000,1, ,2.58, 
464,HD 102329 b,HD 102329,778.09998000,1.810000,12.600,2593.49280,7.120000,0.21, ,39.63421308834093,4745.00,9.82,3.21,0.050,217.1070000,2, ,2.96,1.600
465,HD 102329 c,HD 102329,1123.00000000, ,13.500,483.10160,1.080000,0.209, ,,4830.00,6.30,1.30,0.300,217.1070000,2, ,3.00,1.600
466,HD 102365 b,HD 102365,122.10000000,0.460000,4.140,16.00000,1.240000,0.34, ,104.12077194687622,5630.00,0.95,0.85,-0.260,9.2894000,1, ,4.57,9.000
467,HD 102843 b,HD 102843,3090.94200000,4.074000,13.100,113.90000,0.278000,0.11, ,912.5421731566915,5436.00,0.96,0.95,0.160,62.7580000,1, ,4.46, 
468,HD 102956 b,HD 102956,6.49470000,0.080700,13.800,305.11680,0.638000,0.037, ,3.953,4985.00,4.55,1.66,0.190,121.8900000,1, ,3.38,2.300
469,HD 103197 b,HD 103197,47.84000000,0.250000,5.830,28.60470,0.793000,0.0, ,61.08864460815983,5250.00,0.88,0.80,0.220,57.1463000,1, ,4.45,9.100
470,HD 103720 b,HD 103720,4.55570000,0.049800,14.100,197.04600,0.386000,0.086, ,14.669308281139706,5017.00,0.73,0.79,-0.020,45.5352000,1, ,4.43,3.800
471,HD 103774 b,HD 103774,5.88810000,0.070000,13.300,116.00000,0.271000,0.09, ,9.526735462943407,6489.00,1.58,1.33,0.280,56.4089000,1, ,4.26,1.050
472,HD 103891 b,HD 103891,1919.00000000,3.270000,13.600,457.67291,1.000000,0.31, ,316.73636707106436,6072.00,2.22,1.28,-0.190,55.5213000,1, ,3.79,3.680
473,HD 103949 b,HD 103949,120.87800000,0.439000,3.350,11.20000,1.640000,0.19, ,125.86541432012964,4792.00,0.75,0.77,-0.070,26.4997000,1, ,4.59, 
474,HD 104067 b,HD 104067,55.80600000,0.260000,8.180,50.85280,0.511000,0.0, ,75.55179398025389,4937.00,0.74,0.62,0.000,20.3632000,1, ,4.49,4.330
475,HD 10442 b,HD 10442,1032.30000000,2.010000,13.600,472.61321,1.030000,0.132, ,219.39816158967128,4912.00,1.97,1.01,0.110,135.3740000,1, ,3.19,10.650
476,HD 104985 b,HD 104985,199.50500000,0.950000,12.600,2637.90000,7.250000,0.09, ,18.57094796088059,4877.00,11.00,2.30,-0.150,100.5760000,1, ,2.85, 
477,HD 105618 b,HD 105618,10.02244605,0.091240,5.400,25.14472,0.877000,0.454676, ,15.448442777835222,5671.00,1.27,1.01, ,70.0837000,2, ,4.23, 
478,HD 105618 c,HD 105618,77114.07157859,35.747028,11.900,8550.26928,27.900000,0.126319, ,6052.56374984298,5671.00,1.27,1.01, ,70.0837000,2, ,4.23, 
479,HD 105779 b,HD 105779,2412.00000000,3.380000,14.100,203.41018,0.399000,0.0, ,773.200274563875,5792.00,0.94,0.89,-0.250,55.2411000,1, ,4.36,7.540
480,HD 106252 b,HD 106252,1531.00000000,2.610000,12.500,3178.28407,8.940000,0.48, ,510.21235976735085,5874.00,1.10,1.01,-0.060,38.1850000,1, ,4.36,4.190
481,HD 106270 b,HD 106270,1888.00000000,3.340000,12.500,3219.61790,9.060000,0.185, ,270.00262290571936,5509.00,2.66,1.39,0.080,93.8080000,1, ,3.72,4.300
482,HD 106315 b,HD 106315,9.55237000,0.090700,2.440,12.60000,4.700000,0.093,1153,15.07,6327.00,1.30,1.09,-0.311,109.3530000,2,240.00,4.25,4.480
483,HD 106315 c,HD 106315,21.05704000,0.153600,4.350,15.20000,1.010000,0.22,886,25.5,6327.00,1.30,1.09,-0.311,109.3530000,2,83.00,4.25,4.480
484,HD 10647 b,HD 10647,989.20000000,2.015000,13.800,298.75000,0.625000,0.15, ,393.8995804334146,6218.00,1.10,1.11,0.000,17.3357000,1, ,4.62,1.400
485,HD 106515 A b,HD 106515 A,3586.86089301,4.496414,12.400,3518.96545,10.100000,0.564614, ,1062.4978304804213,5362.00,0.91,0.93,0.016,34.0915000,1, ,4.41,11.700
486,HD 106906 b,HD 106906, ,650.000000,12.400,3496.00000,10.100000,0.0,1800,65929.6315393725,6516.00,2.12,1.50,0.040,103.0290000,1, ,3.90,0.013
487,HD 10697 b,HD 10697,1075.37989939,2.050268,12.800,1914.58848,5.020000,0.104467, ,237.028649503365,5680.00,1.86,0.99,0.170,33.1205000,1, ,3.96,6.980
488,HD 107148 b,HD 107148,48.05600000,0.269000,9.600,66.74100,0.415000,0.05, ,49.438987868867,5797.00,1.17,1.12,0.314,49.4156000,2, ,4.45,5.600
489,HD 107148 c,HD 107148,18.32670000,0.140700,4.700,19.89606,1.050000,0.34, ,25.858979900184337,5752.92,1.17,1.11,0.296,49.4156000,2, ,4.35,5.600
490,HD 108147 b,HD 108147,10.89850000,0.102000,10.900,82.95000,0.352000,0.53,890,18.12666690918488,6255.73,1.21,1.22,0.180,38.9200000,1, ,4.36,3.200
491,HD 108236 b,HD 108236,3.79596300,0.045270,1.615,3.24000,4.230000,0.045,1099,11.35,5660.00,0.88,0.87,-0.280,64.5978000,5,312.18,4.49,6.700
492,HD 108236 c,HD 108236,6.20344900,0.062000,2.071,4.94000,3.060000,0.034,932,15.78,5660.00,0.88,0.87,-0.280,64.5978000,5,162.17,4.49,6.700
493,HD 108236 d,HD 108236,14.17568500,0.107400,2.539,6.98000,2.340000,0.055,708,27.39,5660.00,0.88,0.87,-0.280,64.5978000,5,53.88,4.49,6.700
494,HD 108236 e,HD 108236,19.59002500,0.136700,3.083,9.71000,1.820000,0.058,636,33.9,5660.00,0.88,0.87,-0.280,64.5978000,5,35.00,4.49,6.700
495,HD 108236 f,HD 108236,29.54115000,0.175800,2.017,4.72000,3.160000,0.051, ,42.95753488845799,5660.00,0.88,0.87,-0.280,64.5978000,5, ,4.49,6.700
496,HD 108341 b,HD 108341,1129.00000000,2.000000,13.100,1112.40000,2.720000,0.85, ,544.3848835967661,5122.00,0.79,0.84,0.040,48.9102000,1, ,4.45,4.900
497,HD 108863 b,HD 108863,437.70000000,1.320000,13.300,767.24162,1.790000,0.032, ,49.44987426957385,4878.00,5.74,1.59,0.200,164.7420000,1, ,3.07,1.800
498,HD 108874 b,HD 108874,394.48123000,1.040000,13.600,451.31860,0.986000,0.13, ,212.984104934811,5600.00,1.05,1.10,0.260,59.5175000,2, ,4.44,8.000
499,HD 108874 c,HD 108874,1624.00000000,2.659000,13.800,314.64000,0.658000,0.239, ,524.5597845560562,5551.00,1.09,0.95,0.190,59.5175000,2, ,4.36,8.000
500,HD 109246 b,HD 109246,68.27000000,0.330000,13.900,273.33380,0.559000,0.12, ,66.3182893241481,5844.00,1.07,1.20,0.100,67.8349000,1, ,4.46, 
501,HD 109271 b,HD 109271,7.85430000,0.079000,4.310,17.16200,1.180000,0.25, ,13.1686281338272,5783.00,1.29,1.05,0.100,55.8716000,2, ,4.28,7.300
502,HD 109271 c,HD 109271,30.93000000,0.196000,5.270,24.15400,0.907000,0.15, ,32.67153309152065,5783.00,1.29,1.05,0.100,55.8716000,2, ,4.28,7.300
503,HD 109286 b,HD 109286,520.10000000,1.259000,13.200,950.30694,2.270000,0.338,259,248.5,5694.00,1.09,0.98,0.050,55.4156000,1,0.71,4.44, 
504,HD 109749 b,HD 109749,5.23989100,0.061500,11.100,85.81410,0.345000,0.0, ,10.839729331782328,5824.00,1.22,1.13,0.240,63.0821000,1, ,4.31,3.300
505,HD 10975 b,HD 10975,283.80000000,0.950000,14.300,143.02278,0.269000,0.442, ,18.304697810903807,4840.00,11.16,1.41,-0.210,116.5060000,1, ,2.48, 
506,HD 109833 b,HD 109833,9.18852600, ,2.888,8.69000,1.980000,0.18,811,19.9,5881.00,1.00,1.08,-0.070,79.5561000,2,72.03,4.45,0.027
507,HD 109833 c,HD 109833,13.90014800, ,2.590,7.22000,2.280000,0.3,757,29.4,5881.00,1.00,1.08,-0.070,79.5561000,2,77.48,4.45,0.027
508,HD 109988 b,HD 109988,17132.15854472,12.511098,12.100,6725.39378,20.900000,0.05578, ,3092.2836646173623,5185.97,0.87,0.88,0.140,42.5279000,1, ,4.50, 
509,HD 110014 b,HD 110014,835.47700000,2.140000,12.400,3524.59000,10.200000,0.462, ,22.0176335935094,4445.00,20.90,2.17,0.190,100.7580000,1, ,2.10,0.950
510,HD 110082 b,HD 110082,10.18271000,0.113000,3.200,10.30000,1.730000,0.2,957,20.0,6200.00,1.19,1.21,0.080,105.0960000,1,198.39,4.20,0.250
511,HD 110113 b,HD 110113,2.54100000,0.035000,2.050,4.55000,2.900000,0.093,1371,7.758887645077621,5732.00,0.97,1.00,0.140,106.3070000,2,735.49,4.46,4.000
512,HD 110113 c,HD 110113,6.74400000,0.068000,3.230,10.50000,1.710000,0.045,990,15.074410281865092,5732.00,0.97,1.00,0.140,106.3070000,2,199.90,4.46,4.000
513,HD 110537 b,HD 110537,24469.67342295,16.589764,11.900,8644.78715,28.200000,0.401407, ,3049.0005246965297,5718.00,1.17,1.02,0.090,45.0858000,1, ,4.31, 
514,HD 11112 b,HD 11112,17244.90764393,13.503729,12.600,2428.48595,6.670000,0.285438, ,1975.32941919454,5905.64,1.47,1.07,0.187,44.3804000,1, ,4.13, 
515,HD 111232 b,HD 111232,1169.13201636,2.147271,12.600,2626.80240,7.220000,0.213617, ,513.0355999859512,5512.00,0.90,0.96,-0.430,28.9571000,2, ,4.45,5.200
516,HD 111232 c,HD 111232,26472.44622716,17.205919,12.100,6085.55500,18.900000,0.558246, ,4110.915193040225,5460.00,0.90,0.96,-0.427,28.9571000,2, ,4.45,13.000
517,HD 111591 b,HD 111591,1056.40000000,2.500000,12.900,1398.45200,3.580000,0.26, ,66.94645984455873,4884.00,8.03,1.94,0.070,114.1660000,1, ,3.10,1.410
518,HD 111998 b,HD 111998,825.90000000,1.820000,12.900,1433.41330,3.670000,0.03, ,269.9022709087691,6557.00,1.45,1.18,0.070,33.2237000,1, ,4.19,1.900
519,HD 112640 b,HD 112640,613.20000000,1.700000,12.900,1589.15000,4.070000,0.24, ,9.373191008595601,4155.00,39.00,1.80,-0.090,323.3350000,1, ,1.70,1.600
520,HD 113337 b,HD 113337,317.58638571,1.021796,13.100,1032.00909,2.520000,0.279903, ,146.47924475017217,6774.00,1.50,1.41,0.070,36.1800000,2, ,4.21,0.150
521,HD 113337 c,HD 113337,5429.93477336,6.828140,12.100,6268.96682,19.400000,0.164097, ,959.6528095670308,6667.33,1.53,1.41,0.070,36.1800000,2, ,4.21,0.150
522,HD 11343 c,HIP 8541,228.53731482,0.922152,13.900,253.39075,0.518000,0.168579, ,29.246639472790175,4708.93,6.78,2.01,-0.150,155.1210000,2, ,2.70, 
523,HD 113538 b,HD 113538,663.20000000,1.240000,13.200,114.41000,0.273000,0.14, ,503.0938037465963,4462.00,0.53,0.58,-0.240,16.2817000,2, ,3.79,4.300
524,HD 113538 c,HD 113538,1818.00000000,2.440000,13.800,295.57000,0.618000,0.2, ,989.95877511427,4462.00,0.53,0.58,-0.240,16.2817000,2, ,3.79,4.300
525,HD 113996 b,HD 113996,610.20000000,1.600000,12.700,2002.32900,5.370000,0.28, ,13.701762104068349,4181.00,25.11,1.49,0.130,116.3340000,1, ,1.86,3.240
526,HD 114082 b,HD 114082,109.75000000,0.510900,11.209,2542.62726,9.920000,0.395, ,70.4,6651.00,1.49,1.47,0.000,95.3906000,1, ,4.19,0.015
527,HD 114386 b,HD 114386,937.70001000,1.730000,13.700,362.32620,0.774000,0.23, ,489.4808029024344,4836.00,0.76,0.60,-0.050,27.9243000,1, ,4.45,1.000
528,HD 114613 b,HD 114613,4000.00000000,5.340000,13.100,113.46531,0.277000,0.458, ,536.5752499862891,5641.00,2.14,1.27,0.180,20.2836000,1, ,3.87,4.550
529,HD 114729 b,HD 114729,1121.79000000,2.067000,13.900,262.20975,0.537000,0.079, ,302.3613632556692,5844.00,1.47,0.94,-0.330,37.8063000,1, ,4.05,10.116
530,HD 114783 b,HD 114783,493.70000000,1.160000,13.700,349.60000,0.747000,0.144, ,296.9489924571884,5135.00,0.84,0.85,0.210,21.0628000,2, ,4.53,7.000
531,HD 114783 c,HD 114783,4319.00000000,4.970000,14.100,194.19413,0.381000,0.0, ,1272.272838372609,5126.74,0.84,0.85,0.151,21.0628000,2, ,4.53,7.000
532,HD 11505 b,HD 11505,32669.22246790,20.331534,12.600,2649.58135,7.280000,0.144108, ,3643.2758409365074,5757.15,1.20,1.03,-0.220,38.9679000,1, ,4.30, 
533,HD 11506 b,HD 11506,1613.74017306,2.798425,12.800,1716.82279,4.500000,0.390871, ,485.2830692034804,6183.00,1.24,1.12,0.290,51.2610000,3, ,4.43,2.300
534,HD 11506 c,HD 11506,223.95986342,0.749283,13.300,115.84733,0.271000,0.233121, ,120.23868940353292,6055.00,1.34,1.12,0.290,51.2610000,3, ,4.30,2.300
535,HD 11506 d,HD 11506,14723.57452498,12.245208,12.600,2446.83592,6.720000,0.060812, ,2123.4773564683746,6183.00,1.24,1.12,0.360,51.2610000,3, ,4.43,2.300
536,HD 115404 A b,HD 115404 A,10.49487691,0.088127,6.000,30.03873,0.764000,0.231551, ,25.959078933574276,5019.17,0.73,0.83,-0.157,10.9816000,2, ,4.63, 
537,HD 115404 A c,HD 115404 A,15319.22517076,11.294908,12.500,3299.58202,9.280000,0.211449, ,3327.0780614279342,5019.17,0.73,0.83,-0.157,10.9816000,2, ,4.63, 
538,HD 115954 b,HD 115954,3700.00000000,5.000000,12.600,2634.79749,7.240000,0.487,145,903.0,5957.00,1.21,1.18,0.340,87.6437000,1,0.06,4.15, 
539,HD 116029 b,HD 116029,670.00000000,1.650000,13.600,444.96200,0.972000,0.0, ,72.55681960821929,4819.00,4.89,0.83,0.090,123.2450000,2, ,2.98,2.700
540,HD 116029 c,HD 116029,907.00000000, ,13.700,403.64410,0.863000,0.038, ,,4951.00,4.60,1.33,0.180,123.2450000,2, ,3.40,2.700
541,HD 117207 b,HD 117207,2621.75000000,3.787000,13.400,612.14058,1.400000,0.157, ,761.0526111228752,5732.00,1.07,1.05,0.190,32.3547000,1, ,4.37,4.192
