,planet_name,host_name,orbital_period_[days],orbit_semi-major_axis_[au]),planet_radius,planet_mass,planet_density,eccentricity,equilibrium_temperature_[k],ratio_of_semi-major_axis_to_stellar_radius,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],stellar_metallicity_[dex],distance_[pc],number_of_planets,insolation_flux_earth,stellar_surface_gravity,stellar_age_[gyr]
2699,K2-384 b,K2-384,2.23152700, ,1.076,1.26000,5.560000,0.0, ,16.59,3623.00,0.35,0.33,0.068,82.6603000,5, ,4.87, 
2700,K2-384 c,K2-384,4.19476600, ,1.191,1.82000,5.920000,0.0, ,24.63,3623.00,0.35,0.33,0.068,82.6603000,5, ,4.87, 
2701,K2-384 d,K2-384,6.67958200, ,1.392,2.52000,5.130000,0.0, ,27.93,3623.00,0.35,0.33,0.068,82.6603000,5, ,4.87, 
2702,K2-384 e,K2-384,9.71504300, ,1.345,2.37000,5.350000,0.0, ,38.39,3623.00,0.35,0.33,0.068,82.6603000,5, ,4.87, 
2703,K2-384 f,K2-384,13.62749000, ,2.222,5.57000,2.790000,0.0, ,47.7,3623.00,0.35,0.33,0.068,82.6603000,5, ,4.87, 
2704,K2-385 b,K2-385,2.38086700, ,1.539,2.98000,4.490000,0.0, ,10.07,4844.00,0.76,0.93,-0.224,420.8190000,1, ,4.64, 
2705,K2-386 b,K2-386,7.47322300, ,2.320,5.99000,2.640000,0.0, ,16.23,5749.00,0.97,0.91,0.074,428.7850000,1, ,4.42, 
2706,K2-387 b,K2-387,28.73532700, ,7.322,42.20000,0.591000,0.0, ,55.42,3572.00,0.59,0.57,0.126,266.3180000,1, ,4.66, 
2707,K2-388 b,K2-388,6.33906900, ,3.660,13.00000,1.460000,0.0, ,14.71,5367.00,0.90,0.84,0.124,290.4950000,1, ,4.46, 
2708,K2-389 b,K2-389,8.58404300, ,2.184,5.41000,2.850000,0.0, ,20.68,5782.00,1.08,0.80,-0.034,259.2080000,2, ,4.27, 
2709,K2-389 c,K2-389,20.85133700, ,2.040,4.82000,3.120000,0.0, ,28.9,5782.00,1.08,0.80,-0.034,259.2080000,2, ,4.27, 
2710,K2-39 b,K2-39,4.60543000,0.057080,6.277,28.60470,0.500000,0.0,1670,3.41,4881.00,2.97,0.66,0.320,307.4700000,1,1356.00,3.44,3.090
2711,K2-390 b,K2-390,3.31279200, ,4.662,19.60000,1.060000,0.0,1300,5.51,5558.00,0.97,0.79,-0.116,456.1220000,1,474.71,4.37, 
2712,K2-391 b,K2-391,4.62265400, ,1.371,2.45000,5.220000,0.0, ,11.92,5543.00,0.57,0.76,-0.543,507.9400000,1, ,4.97, 
2713,K2-392 b,K2-392,15.39872300, ,1.850,4.08000,3.540000,0.0, ,24.32,5726.00,1.06,0.84,-0.238,406.9850000,1, ,4.31, 
2714,K2-393 b,K2-393,10.41318100, ,2.352,6.13000,2.590000,0.0, ,18.38,5678.00,1.07,0.88,0.076,265.9140000,1, ,4.32, 
2715,K2-394 b,K2-394,5.09571700, ,1.692,3.51000,3.980000,0.0, ,15.96,4938.00,0.63,0.48,-0.388,98.0152000,1, ,4.52, 
2716,K2-395 b,K2-395,4.80335200, ,2.597,7.26000,2.280000,0.0, ,14.44,5007.00,0.78,0.95,-0.033,286.7270000,2, ,4.63, 
2717,K2-395 c,K2-395,8.49128200, ,3.395,11.40000,1.600000,0.0, ,22.43,5007.00,0.78,0.95,-0.033,286.7270000,2, ,4.63, 
2718,K2-396 b,K2-396,0.67386200, ,1.579,3.12000,4.350000,0.0, ,3.29,5236.00,0.92,0.95,0.237,274.8640000,2, ,4.49, 
2719,K2-396 c,K2-396,25.76051000, ,3.124,9.93000,1.790000,0.0, ,39.31,5236.00,0.92,0.95,0.237,274.8640000,2, ,4.49, 
2720,K2-397 b,K2-397,3.57232600, ,2.417,6.42000,2.500000,0.0, ,10.11,5387.00,0.97,0.94,0.110,199.3540000,1, ,4.44, 
2721,K2-398 b,K2-398,6.39302500, ,2.274,5.79000,2.710000,0.0, ,11.59,5946.00,1.24,0.95,-0.257,606.9920000,2, ,4.23, 
2722,K2-398 c,K2-398,18.78783900, ,5.098,22.80000,0.946000,0.0, ,23.55,5946.00,1.24,0.95,-0.257,606.9920000,2, ,4.23, 
2723,K2-399 b,K2-399,0.75997800, ,6.049,30.50000,0.757000,0.0,2529,1.89,5690.00,1.54,0.78,0.252,515.4910000,1,9668.66,3.96, 
2724,K2-4 b,K2-4,10.00341700,0.078000,2.100,5.06000,3.000000,0.08,563,27.68,4014.73,0.57,0.64,-0.120,231.8280000,1,15.60,4.85, 
2725,K2-400 b,K2-400,3.86505300, ,1.163,1.67000,5.830000,0.0, ,19.12,3578.00,0.38,0.37,-0.051,62.3804000,1, ,4.85, 
2726,K2-401 b,K2-401,6.29309900, ,2.262,5.74000,2.730000,0.0, ,20.97,4213.00,0.68,0.87,-0.098,200.7270000,1, ,4.72, 
2727,K2-402 b,K2-402,17.27474000, ,2.678,7.65000,2.190000,0.0, ,23.11,5716.00,1.28,0.94,-0.378,523.0550000,1, ,4.20, 
2728,K2-403 b,K2-403,33.58997900, ,5.333,24.60000,0.891000,0.0, ,39.87,5511.00,0.89,0.78,-0.162,246.5990000,1, ,4.44, 
2729,K2-404 b,K2-404,13.11536500, ,2.530,6.94000,2.350000,0.0, ,34.74,3748.00,0.55,0.55,0.005,121.6300000,1, ,4.70, 
2730,K2-405 b,K2-405,3.43547100, ,4.569,18.90000,1.090000,0.0,969,6.33,4927.00,0.77,1.03,0.132,197.2340000,1,146.58,4.69, 
2731,K2-406 b,K2-406,22.54940600, ,4.602,19.20000,1.080000,0.0, ,32.15,5784.00,0.96,0.80,-0.038,85.3751000,1, ,4.37, 
2732,K2-407 b,K2-407,4.94190700, ,1.283,2.19000,5.700000,0.0, ,12.77,5563.00,0.93,0.88,0.014,218.3760000,2, ,4.45, 
2733,K2-407 c,K2-407,9.22453000, ,1.360,2.42000,5.290000,0.0, ,18.76,5563.00,0.93,0.88,0.014,218.3760000,2, ,4.45, 
2734,K2-408 b,K2-408,20.97895900, ,1.677,3.45000,4.020000,0.0, ,36.24,5335.00,0.78,0.81,-0.171,162.3060000,1, ,4.56, 
2735,K2-409 b,K2-409,1.90808400, ,2.482,6.72000,2.420000,0.0, ,5.32,5742.00,1.23,0.89,-0.036,431.0310000,1, ,4.20, 
2736,K2-411 b,K2-411,3.21410000,0.051100,0.990,0.93700,5.310000,0.0, ,7.962417886202121,5711.00,1.38,1.02,0.142,298.2190000,1,619.04,4.17, 
2737,K2-412 b,K2-412,5.93820000,0.058600,2.116,5.13000,2.980000,0.0, ,12.858037653688108,5590.00,0.98,0.89,0.014,654.0850000,1,243.52,4.41, 
2738,K2-413 b,K2-413,0.80940000,0.011700,0.760,0.36300,4.550000,0.0, ,3.5941067707749355,4116.00,0.70,0.81,-0.205,285.1620000,2,921.75,4.66, 
2739,K2-413 c,K2-413,5.33010000,0.042600,1.233,2.05000,6.010000,0.0, ,13.086234908975406,4116.00,0.70,0.81,-0.205,285.1620000,2,69.53,4.66, 
2740,K2-414 b,K2-414,4.36960000,0.048700,1.219,1.98000,6.010000,0.0, ,14.345287415492043,4343.00,0.73,0.81,-0.102,260.0360000,2,72.11,4.62, 
2741,K2-414 c,K2-414,6.66900000,0.055200,1.929,4.38000,3.350000,0.0, ,16.259956167046422,4343.00,0.73,0.81,-0.102,260.0360000,2,56.13,4.62, 
2742,K2-42 b,K2-42,6.68796000,0.061700,2.150,5.27000,2.910000,0.0, ,14.0,4613.00,0.64,0.70, ,396.9130000,1,44.10,4.66, 
2743,K2-43 b,K2-43,3.47114900,0.037840,4.510,18.50000,1.110000,0.07,939,8.0,3840.60,0.54,0.57, ,182.5360000,2,49.00,4.68, 
2744,K2-43 c,K2-43,2.19888400, ,2.420,6.44000,2.500000,0.0,1094,5.9,3840.60,0.54,0.57, ,182.5360000,2, ,4.68, 
2745,K2-44 b,K2-44,5.65700000,0.060000,2.433,6.50000,2.480000,0.0,1211,9.377576,5912.00,1.58,1.15,0.000,476.7030000,1,646.00,4.10, 
2746,K2-45 b,K2-45,1.72926840,0.022400,6.710,36.40000,0.662000,0.1,1074,7.67,4103.00,0.45,0.50, ,495.3170000,1,100.00,4.82, 
2747,K2-46 b,K2-46,19.15410000,0.138210,2.050,4.86000,3.100000,0.0,889,18.822359,6256.00,1.29,0.96,-0.320,449.2370000,1,119.00,4.20, 
2748,K2-47 b,K2-47,31.63720000,0.177900,1.890,4.23000,3.440000,0.0, ,46.8,5054.00,0.76,0.75,-0.224,349.8810000,1,10.70,4.54, 
2749,K2-48 b,K2-48,20.50650000,0.134400,2.240,5.65000,2.760000,0.0, ,42.0,4899.00,0.73,0.77,-0.190,313.7640000,1,15.30,4.60, 
2750,K2-49 b,K2-49,2.77065000,0.030900,1.930,4.38000,3.350000,0.0, ,8.53,4175.00,0.45,0.51, ,457.1250000,1,59.00,4.81, 
2751,K2-5 b,K2-5,5.73594000,0.053200,1.910,4.31000,3.400000,0.0,565,14.0,3930.00,0.57,0.61,-0.330,202.9430000,2,24.10,4.71, 
2752,K2-5 c,K2-5,10.93241000,0.081800,2.260,5.73000,2.730000,0.0,456,15.6,3930.00,0.57,0.61,-0.330,202.9430000,2,10.20,4.71, 
2753,K2-50 b,K2-50,8.75290000,0.070500,1.590,3.15000,4.310000,0.0, ,20.6,4326.00,0.55,0.61,-0.113,257.4430000,2,18.80,4.74, 
2754,K2-52 b,K2-52,3.53505500,0.054000,18.000,45700.00000,43.100000,0.0,2004,5.2,7147.00,2.19,1.69,0.055,1038.4100000,1,1124.00,3.98, 
2755,K2-53 b,K2-53,12.20772000,0.098000,2.600,7.27000,2.270000,0.0,665,26.3,5263.00,0.81,0.85,-0.037,138.0180000,1,52.50,4.55, 
2756,K2-54 b,K2-54,9.78430000,0.067100,1.150,1.60000,5.780000,0.0, ,37.97012933497497,3798.00,0.38,0.42, ,174.9550000,1,6.10,4.89, 
2757,K2-55 b,K2-55,2.84925800,0.034860,3.820,14.00000,1.380000,0.07,912,10.46,4456.00,0.63,0.70, ,159.5220000,1,115.00,4.67, 
2758,K2-57 b,K2-57,9.00630000,0.074600,2.100,5.06000,3.000000,0.0, ,25.7,4434.00,0.62,0.68, ,264.2130000,1,24.10,4.68, 
2759,K2-58 b,K2-58,7.05254000,0.069200,2.680,7.65000,2.180000,0.0, ,23.9,5413.00,0.86,0.89,0.110,181.7460000,3,118.00,4.52, 
2760,K2-58 c,K2-58,2.53726000,0.035000,1.620,3.26000,4.210000,0.0, ,7.914045,5413.00,0.86,0.89,0.110,181.7460000,3,462.00,4.52, 
2761,K2-58 d,K2-58,22.88270000,0.151700,1.710,3.57000,3.920000,0.0, ,48.667611,5413.00,0.86,0.89,0.110,181.7460000,3,24.60,4.52, 
2762,K2-59 b,K2-59,20.69210000,0.135400,2.410,6.39000,2.510000,0.0, ,63.0,5055.00,0.73,0.77, ,311.3130000,2,17.10,4.59, 
2763,K2-59 c,K2-59,11.29540000,0.090500,2.300,5.90000,2.660000,0.0, ,44.0,5055.00,0.73,0.77, ,311.3130000,2,38.30,4.59, 
2764,K2-6 b,K2-6,30.94191000,0.189800,2.500,6.80000,2.390000,0.0,615,50.27,5850.00,0.96,0.97,-0.140,316.8190000,1,28.60,4.40, 
2765,K2-60 b,K2-60,3.00265000,0.045000,7.656,135.39558,1.700000,0.0,1400,7.78,5500.00,1.12,0.97,0.010,491.8700000,1,1212.00,4.07,10.000
2766,K2-61 b,K2-61,2.57302000,0.039200,2.480,6.71000,2.420000,0.0, ,6.24,6293.00,1.36,1.21,0.170,405.7320000,1,1686.00,4.25, 
2767,K2-62 b,K2-62,6.67202000,0.063600,2.140,5.22000,2.930000,0.0, ,29.874248,4880.00,0.73,0.77,-0.290,112.4670000,2,66.00,4.60, 
2768,K2-62 c,K2-62,16.19660000,0.114800,2.140,5.22000,2.930000,0.0, ,76.726395,4880.00,0.73,0.77,-0.290,112.4670000,2,20.50,4.60, 
2769,K2-63 b,K2-63,20.25700000,0.162700,3.220,10.50000,1.730000,0.0, ,26.6,6771.00,1.63,1.40, ,517.5340000,2,188.00,4.15, 
2770,K2-63 c,K2-63,25.45560000,0.189000,3.900,14.50000,1.340000,0.0, ,36.5,6771.00,1.63,1.40, ,517.5340000,2,139.00,4.15, 
2771,K2-64 b,K2-64,6.53044000,0.061900,2.070,4.94000,3.060000,0.0, ,13.9,5312.00,0.73,0.74, ,499.8910000,1,98.00,4.58, 
2772,K2-65 b,K2-65,12.64750000,0.101400,1.580,3.12000,4.350000,0.0, ,28.897357,5213.00,0.84,0.87,-0.340,72.2000000,1,45.00,4.53, 
2773,K2-66 b,K2-66,5.06963000,0.059830,2.490,21.30000,7.800000,0.0,1372,7.874,5887.00,1.67,1.11,-0.047,513.8770000,1,840.00,4.03, 
2774,K2-68 b,K2-68,8.05428000,0.070800,1.580,3.12000,4.350000,0.0, ,19.902276,4746.00,0.68,0.73,-0.210,168.6520000,1,41.00,4.63, 
2775,K2-69 b,K2-69,7.06599000,0.059100,2.320,5.99000,2.640000,0.0, ,27.6,4127.00,0.49,0.55, ,180.6970000,1,17.90,4.79, 
2776,K2-7 b,K2-7,28.67992000,0.181400,2.670,7.61000,2.200000,0.0,651,40.29,5772.00,0.96,0.97,-0.070,738.5530000,1,125.00,3.82, 
2777,K2-70 b,K2-70,13.97896000,0.111200,2.890,8.70000,1.980000,0.0, ,29.574869,5622.00,0.93,0.94,0.060,232.9640000,1,62.00,4.48, 
2778,K2-71 b,K2-71,6.98541000,0.055900,2.150,5.27000,2.910000,0.0, ,27.954163772693942,4006.00,0.43,0.48, ,153.1920000,1,13.40,4.85, 
2779,K2-72 b,K2-72,5.57721200,0.040000,1.080,1.28000,5.580000,0.11, ,24.16,3360.47,0.33,0.27, ,66.4321000,4,8.50,5.05, 
2780,K2-72 c,K2-72,15.18903400,0.078000,1.160,1.65000,5.810000,0.11, ,47.82,3360.47,0.33,0.27, ,66.4321000,4,2.20,5.05, 
2781,K2-72 d,K2-72,7.76017800,0.050000,1.010,1.01000,5.390000,0.11, ,29.91,3360.47,0.33,0.27, ,66.4321000,4,5.40,5.05, 
2782,K2-72 e,K2-72,24.15886800,0.106000,1.290,2.21000,5.660000,0.11, ,64.53,3360.47,0.33,0.27, ,66.4321000,4,1.20,5.05, 
2783,K2-73 b,K2-73,7.49543000,0.076190,2.450,6.57000,2.450000,0.0, ,15.108184,5922.00,1.06,1.05,0.090,269.1830000,1,213.00,4.41, 
2784,K2-74 b,K2-74,19.56660000,0.140200,2.310,5.95000,2.650000,0.0, ,26.134571,6060.00,0.98,0.96,-0.210,377.8220000,1,59.10,4.44, 
2785,K2-75 b,K2-75,7.81420000,0.081000,2.670,7.61000,2.200000,0.0, ,10.3,5995.00,1.56,1.16,0.300,561.9300000,2,430.00,4.12, 
2786,K2-75 c,K2-75,18.31100000,0.142900,2.770,8.10000,2.090000,0.0, ,21.419376,5995.00,1.56,1.16,0.300,561.9300000,2,138.00,4.12, 
2787,K2-77 b,K2-77,8.19979600,0.076000,2.300,603.87700, ,0.14,693,23.2,4970.00,0.76,0.80,0.290,141.7310000,1,58.00,4.47,0.850
2788,K2-79 b,K2-79,10.99474800,0.098700,4.050,15.40000,1.270000,0.0, ,13.22,5926.00,1.25,1.06,0.200,256.0110000,1,186.00,4.25, 
2789,K2-8 b,K2-8,10.35239000,0.085600,3.580,12.50000,1.500000,0.0,631,14.1,4870.00,0.74,0.78,-0.020,403.5130000,2,37.70,4.52, 
2790,K2-8 c,K2-8,5.06416000,0.053200,2.410,6.39000,2.510000,0.0,801,13.5,4870.00,0.74,0.78,-0.020,403.5130000,2,97.80,4.52, 
2791,K2-80 b,K2-80,19.09180000,0.135000,2.010,4.70000,3.180000,0.0, ,29.258083,5441.00,0.87,0.90,0.070,200.8020000,3,32.50,4.52, 
2792,K2-80 c,K2-80,5.60500000,0.059600,1.470,2.76000,4.770000,0.0, ,12.5,5441.00,0.87,0.90,0.070,200.8020000,3,166.00,4.52, 
2793,K2-80 d,K2-80,28.86725300, ,2.552,7.04000,2.330000,0.0, ,45.619404,5377.00,0.84,0.91,0.070,200.8020000,3, ,4.65, 
2794,K2-81 b,K2-81,6.10232500,0.059000,1.970,4.54000,3.260000,0.06, ,19.77,4674.13,0.63,0.75, ,252.3180000,1,62.90,4.67, 
2795,K2-83 b,K2-83,2.74697000,0.030140,1.244,2.08000,5.940000,0.07, ,12.59,3910.00,0.42,0.48, ,125.5290000,2,41.50,4.86, 
2796,K2-83 c,K2-83,9.99767000,0.071310,1.483,2.80000,4.720000,0.06, ,29.67,3910.00,0.42,0.48, ,125.5290000,2,7.42,4.86, 
2797,K2-84 b,K2-84,6.42150000,0.066500,2.410,6.39000,2.510000,0.0, ,15.7,5652.00,0.93,0.95,0.278,284.8760000,2,178.00,4.48, 
2798,K2-84 c,K2-84,27.86000000,0.176800,2.030,4.78000,3.140000,0.0, ,42.9,5652.00,0.93,0.95,0.278,284.8760000,2,25.30,4.48, 
2799,K2-85 b,K2-85,0.68455900,0.013000,1.200,1.87000,5.950000,0.24, ,6.1,4427.00,0.68,0.68,-0.360,97.2179000,1,479.00,4.30, 
2800,K2-86 b,K2-86,8.77683000,0.077000,1.960,4.50000,3.280000,0.0, ,5.76,5482.00,0.76,0.79,-0.350,258.6990000,1,78.00,4.58, 
2801,K2-87 b,K2-87,9.72661800,0.094000,7.600,44.90000,0.562000,0.0,979,14.4,5747.00,1.40,1.16,0.328,491.2420000,1,85.00,4.21, 
2802,K2-88 b,K2-88,4.61220000,0.034500,1.230,2.04000,6.020000,0.26, ,19.98,3537.00,0.26,0.26, ,110.5610000,1,7.80,5.02, 
2803,K2-89 b,K2-89,1.09602600,0.014620,0.615,0.17000,4.020000,0.15, ,7.36,3691.00,0.32,0.35, ,86.0386000,1,78.00,4.96, 
2804,K2-9 b,K2-9,18.44980000,0.091000,2.250,5.69000,2.740000,0.0,314,26.3,3390.00,0.31,0.30,-0.250,82.9631000,1,1.36,4.82,1.000
2805,K2-90 b,K2-90,13.73331400,0.096000,2.600,7.27000,2.270000,0.07,502,33.4,4484.00,0.62,0.63,-0.225,134.1880000,2,10.20,4.65, 
2806,K2-90 c,K2-90,2.90070600,0.035000,1.300,2.24000,5.600000,0.19, ,12.02,4421.98,0.63,0.70,-0.225,134.1880000,2,80.80,4.79, 
2807,K2-91 b,K2-91,1.41954900,0.016400,1.100,1.37000,5.660000,0.09, ,11.19,3622.00,0.28,0.29, ,62.5785000,1,46.00,5.00, 
2808,K2-95 b,K2-95,10.13464540,0.052500,3.310,11.00000,1.670000,0.16,474,28.28,3566.00,0.40,0.41,0.100,179.8540000,1, ,4.85,0.790
2809,K2-97 b,K2-97,8.40672600,0.086000,10.610,152.55840,0.702000,0.22,1499,10.16,4717.00,4.47,1.20,0.330,878.4300000,1,123.34,3.22,7.800
2810,K2-98 b,K2-98,10.13644800,0.097400,5.200,32.20000,2.150000,0.0,1092,15.09,6172.00,1.57,1.20,-0.060,518.6250000,1,278.86,4.13,5.200
2811,K2-99 b,K2-99,18.25198500,0.159700,11.730,308.29510,1.050000,0.19,1113,12.01,6217.00,2.63,1.63,0.210,519.2290000,1, ,3.81,2.400
2812,KELT-1 b,KELT-1,1.21751400,0.024660,12.442,8654.15000,24.700000,0.0099,2233,3.6,6518.00,1.46,1.32,0.131,268.4300000,1,5879.56,4.25, 
2813,KELT-10 b,KELT-10,4.16627390,0.052500,15.681,215.80657,0.308000,0.0,1377,9.34,5948.00,1.21,1.11,0.090,188.4040000,1,600.00,4.32,4.500
2814,KELT-11 b,KELT-11,4.73610000,0.062290,15.132,54.34893,0.093000,0.0007,1712,4.98,5375.00,2.69,1.44,0.170,99.1596000,1,1433.00,3.70, 
2815,KELT-12 b,KELT-12,5.03162300,0.067080,19.952,301.93850,0.209000,0.0,1800,6.08,6279.00,2.37,1.59,0.190,368.0300000,1,1749.00,3.89,2.200
2816,KELT-14 b,KELT-14,1.71005660,0.030050,19.537,408.09372,0.322000,0.0,1970,4.248,5720.00,1.52,1.24,0.320,250.1210000,1,826.11,4.17,5.110
2817,KELT-15 b,KELT-15,3.32944000,0.046130,19.504,416.35730,0.360000,0.0,1642,6.7,6003.00,1.78,2.06,0.050,324.6830000,1,1612.76,4.17, 
2818,KELT-16 b,KELT-16,0.96899510,0.020440,15.861,874.03250,1.200000,0.0,2453,3.23,6236.00,1.36,1.21,-0.002,444.5860000,1,5571.09,4.25,3.100
2819,KELT-17 b,KELT-17,3.08017160,0.048810,17.094,416.35730,0.460000,0.0,2087,6.38,7454.00,1.65,1.64,-0.018,226.5000000,1,2090.40,4.22,0.650
2820,KELT-18 b,KELT-18,2.87175180,0.045500,17.598,375.03940,0.377000,0.0,2085,5.138,6670.00,1.91,1.52,0.090,321.3760000,1,3152.00,4.06,1.900
2821,KELT-19 A b,KELT-19 A,4.61170930,0.063700,21.409,1293.56810,0.744000,0.0,1935,7.5,7500.00,1.83,1.62,-0.120,300.2760000,1,2340.00,4.13, 
2822,KELT-2 A b,KELT-2 A,4.11379000,0.054970,15.132,540.31100,0.910000,0.0,1715,6.48,6327.00,1.93,1.54,0.000,134.0580000,1,1438.39,4.50,3.970
2823,KELT-20 b,KELT-20,3.47410850,0.054200,19.515,1074.90106,0.806000,0.0,2262,7.42,8720.00,1.57,1.76,-0.290,136.4260000,1,4362.50,4.29,0.600
2824,KELT-21 b,KELT-21,3.61276470,0.052240,17.777,1242.71530,1.240000,0.0,2051,6.86,7598.00,1.64,1.46,-0.405,470.8780000,1,2950.00,4.17,1.600
2825,KELT-23 A b,KELT-23 A,2.25525100,0.033020,14.830,298.12454,0.503000,0.0,1561,7.13,5899.00,1.00,0.94,-0.105,126.2610000,1,991.18,4.42,6.400
2826,KELT-24 b,KELT-24,5.55149260,0.069690,14.258,1646.35940,3.130000,0.077,1459,9.95,6509.00,1.51,1.46,0.186,96.5173000,1,750.90,4.25,0.780
2827,KELT-3 b,KELT-3,2.70339000,0.041230,17.486,616.59020,0.750000,0.0,1816,6.0,6304.00,1.70,1.96,0.050,210.2520000,1,1704.57,4.20,3.000
2828,KELT-4 A b,KELT-4 A,2.98959320,0.043170,19.044,286.68266,0.228000,0.0,1823,5.792,6206.00,1.60,1.20,-0.116,218.0500000,1,1840.00,4.11,4.440
2829,KELT-6 b,KELT-6,7.84570000,0.079390,14.572,165.27160,0.311000,0.22,1313,10.83,6102.00,1.73,1.42,-0.280,240.7260000,2,718.19,4.07,6.100
2830,KELT-6 c,KELT-6,1276.00000000,2.390000,13.000,1179.14930,2.950000,0.21, ,335.8997054637432,6272.00,1.53,1.13,-0.270,240.7260000,2, ,4.12,4.900
2831,KELT-7 b,KELT-7,2.73477000,0.044150,17.934,441.78370,0.442000,0.0,2048,5.5,6768.00,1.81,1.76,0.000,136.6810000,1,1747.63,4.50,1.300
2832,KELT-8 b,KELT-8,3.24406000,0.045500,18.159,209.76780,0.167000,0.04,1675,5.9,5754.00,1.46,0.81,0.270,197.5720000,1,983.30,4.08,5.400
2833,KELT-9 b,KELT-9,1.48112350,0.034620,21.196,915.35040,0.530000,0.0,4050,3.153,10170.00,2.36,2.52,-0.030,204.4550000,1,44900.00,4.09,0.300
2834,KIC 10001893 b,KIC 10001893,0.21970000, , , , ,0.0, ,,27500.00,0.18,0.47,-0.093,1672.9400000,3, ,5.35, 
2835,KIC 10001893 c,KIC 10001893,0.32528000, , , , ,0.0, ,,27500.00,0.18,0.47,-0.093,1672.9400000,3, ,5.35, 
2836,KIC 10001893 d,KIC 10001893,0.81161000, , , , ,0.0, ,,27500.00,0.18,0.47,-0.093,1672.9400000,3, ,5.35, 
2837,KIC 10068024 b,KIC 10068024,2.07354900, ,13.400,635.65681,1.450000,0.0, ,,6118.40,1.57,1.22,0.010,721.1050000,1, ,4.09,0.560
2838,KIC 10525077 b,KIC 10525077,854.08300000, ,5.500,25.90000,0.855000,0.0, ,239.3,6091.00,1.01,1.01,-0.040,1461.1500000,1, ,4.42, 
2839,KIC 3526061 b,KIC 3526061,3552.00000000,5.140000,12.100,5768.58559,17.900000,0.85, ,188.61171146186248,4829.00,5.86,1.42,0.120,401.2290000,1, ,3.09, 
2840,KIC 3558849 b,KIC 3558849,1322.30000000, ,6.900,38.10000,0.637000,0.0, ,576.7,6175.00,1.01,0.98,-0.420,1215.7000000,1, ,4.44, 
2841,KIC 5095269 b,KIC 5095269,237.68977000,0.800000,12.600,2445.06619,6.720000,0.0603, ,147.03044719365653,6305.24,1.17,1.21,-0.360,1188.5400000,1, ,4.32, 
2842,KIC 5437945 b,KIC 5437945,440.78130000,1.145500,6.400,33.60000,0.704000,0.0,308,158.9,6340.00,1.24,1.07,-0.380,1274.0100000,2,2.14,4.16,3.160
2843,KIC 5479689 b,KIC 5479689,1.70153100, ,14.200,158.91420,0.305000,0.0, ,,5459.10,0.89,0.97,0.161,454.9500000,1, ,4.52, 
2844,KIC 5951458 b,KIC 5951458,1320.10000000, ,6.600,35.40000,0.677000,0.0, ,278.1,6258.00,1.52,0.98,-0.500,742.6880000,1, ,4.08, 
2845,KIC 7917485 b,KIC 7917485,840.00000000, ,12.400,3750.39400,10.800000,0.15, ,,7067.00,2.01,1.63,-0.020,1382.8900000,1, ,4.00, 
2846,KIC 8121913 b,KIC 8121913,3.29460100, ,13.400,667.43965,1.520000,0.0, ,,5975.30,2.23,1.46,0.252,707.3030000,1, ,3.90, 
2847,KIC 8540376 b,KOI-7892,31.80990000, ,4.100,15.80000,1.260000,0.0, ,34.7,6474.00,1.26,1.04,-0.160,1072.3000000,3, ,4.31, 
2848,KIC 8540376 c,KOI-7892,75.20000000, ,2.400,6.35000,2.520000,0.0, ,103.9,6474.00,1.26,1.04,-0.160,1072.3000000,3, ,4.31, 
2849,KIC 9663113 b,KIC 9663113,572.38470000,1.406200,4.600,19.20000,1.080000,0.0,264,153.5,6065.00,1.03,0.98,-0.280,1594.7400000,2,3.36,4.42,3.000
2850,KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L, ,2.200000,12.200,5700.00000,17.200000,0.0, ,, , ,0.48, ,6300.0000000,1, , , 
2851,KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L, ,2.440000,1.330,2.32000,5.420000,0.0, ,, , ,0.41, ,5080.0000000,1, , , 
2852,KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L, ,0.342000,13.100,1043.00000,2.550000,0.0, ,, , ,0.09, ,6651.0000000,1, , , 
2853,KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L, ,5.100000,12.700,2200.00000,5.900000,0.0, ,, , ,0.45, ,6600.0000000,1, , , 
2854,KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L, ,1.080000,12.900,1450.00000,3.710000,0.0, ,, , ,0.04, ,6260.0000000,1, , , 
2855,KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L, ,3.500000,13.300,700.00000,1.630000,0.0, ,, , ,0.49, ,7100.0000000,1, , , 
2856,KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L, ,0.830000,12.200,4923.00000,14.900000,0.0, ,, , ,0.07, ,7010.0000000,1, , , 
2857,KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L, ,2.630000,13.000,1250.00000,3.130000,0.0, ,, , ,0.50, ,6440.0000000,1, , , 
2858,KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L, ,3.640000,13.200,836.00000,2.000000,0.0, ,, , ,0.64, ,4880.0000000,1, , , 
2859,KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L, ,0.681000,14.000,245.04570,0.491000,0.0, ,, , ,0.06, ,6421.0000000,1, , , 
