,insolation_flux_earth,equilibrium_temperature_[k],orbital_period_[days],orbit_semi-major_axis_[au]),stellar_radius_[solar_radius]
3481,9.1,458.0,110.979,0.4757,1.49
3482,40.84,667.0,35.968,0.2244,1.49
3483,1138.12,1620.0,3.0240949,0.046,1.42
3484,195.09,1070.0,3.52563254,0.0433,0.8
3485,208.72,1100.0,10.290994,0.091,1.35
3486,410.72,1300.0,3.21751883,0.0414,0.92
3487,229.04,1070.0,3.79701816,0.0464,0.86
3489,470.75,1116.0,3.3118644,0.044,0.94
3490,649.15,1605.0,2.6843285,0.03585,0.95
3491,264.98,1028.0,7.8914483,0.082,1.24
3492,0.23,185.0,704.1984,1.219,0.76
3493,12.54,450.0,1.865169,0.0154,0.17
3494,82.12,720.0,0.45328509,0.006,0.17
3495,22.39,519.0,1.2137672,0.0116,0.17
3497,37.42,613.0,69.7546,0.37,1.74
3498,114.59,835.0,12.21829987,0.1024,1.08
3499,8.88,434.0,86.67856,0.3779,1.09
3500,30.97,616.0,15.943,0.1194,0.81
3501,43.62,671.0,12.331,0.1006,0.81
3502,93.07,791.0,12.209,0.1021,1.07
3503,224.09,986.0,6.319,0.0658,1.07
3504,26.24,543.0,8.708,0.0695,0.64
3505,69.83,694.0,4.176,0.0426,0.64
3506,137.09,890.0,7.171,0.0699,0.95
3507,241.17,1024.0,4.7,0.0527,0.95
3509,2144.31,1850.0,1.7208604,0.02897,1.29
3511,3.7,410.0,58.02035,0.279,0.82
3512,53.33,838.0,7.834435,0.0739,0.82
3513,191.27,1138.0,3.005156,0.0375,0.82
3514,159.5,866.0,17.833648,0.1226,1.35
3515,2036.75,1790.0,1.8555582,0.03101,1.29
3516,6.16,402.0,68.9584,0.3183,0.89
3517,1503.58,1561.0,2.46502,0.0359,1.23
3519,4102.01,1983.0,0.66931,0.0149,1.01
3520,349.77,1050.0,4.62332,0.0552,1.07
3521,826.93,1302.0,2.42629,0.0359,1.07
3522,14.09,557.0,29.726682,0.188,0.89
3523,55.62,785.0,10.613839,0.095,0.89
3524,33.15,678.0,14.751166,0.118,0.88
3525,44.53,730.0,11.829851,0.102,0.88
3526,285.3,958.0,13.61159129,0.1211,1.45
3527,45.15,604.0,54.280749,0.297,1.33
3528,689.46,1194.0,7.031462,0.076,1.33
3529,157.48,931.0,11.242861,0.102,1.26
3530,214.28,1006.0,8.921099,0.087,1.26
3531,353.97,1140.0,6.124821,0.068,1.26
3532,619.84,1311.0,4.028751,0.051,1.26
3533,8.48,380.0,184.256405,0.6503,1.29
3534,52.0,598.0,47.318218,0.269,1.33
3535,254.25,889.0,14.383035,0.122,1.33
3536,76.86,755.0,17.340824,0.134,1.15
3537,183.39,939.0,9.024389,0.087,1.15
3538,1187.96,1620.0,6.87349,0.08,2.13
3539,1245.43,1650.0,3.21346,0.0456,1.49
3540,5.57,486.0,58.034616,0.261,0.68
3541,15.69,630.0,26.67569,0.155,0.68
3542,35.63,773.0,14.425281,0.103,0.68
3543,40.83,636.0,6.83437001,0.0618,0.67
3544,20.56,536.0,11.419412,0.087,0.61
3545,81.29,755.0,4.081423,0.044,0.61
3546,1.8,295.0,135.498527,0.48,0.77
3547,20.01,539.0,22.250949,0.144,0.77
3548,5.24,390.0,88.505,0.378,1.06
3549,13.73,496.0,42.994,0.2336,1.06
3550,2.11,341.0,34.989262,0.177,0.56
3551,17.8,576.0,7.054346,0.061,0.56
3552,435.61,1165.0,5.61358023,0.0646,1.1
3553,94.53,901.0,12.130686,0.11,1.13
3554,164.78,1035.0,8.005013,0.083,1.13
3555,231.21,901.0,14.613612,0.124,1.38
3556,429.81,1052.0,9.182417,0.091,1.38
3557,185.1,901.0,10.423118,0.093,1.13
3558,450.65,1125.0,5.341853,0.059,1.13
3559,193.09,1015.0,20.485435,0.161,3.57
3560,748.71,1425.0,7.416755,0.082,3.57
3561,41.35,630.0,13.060022,0.101,0.78
3562,99.97,786.0,6.738088,0.065,0.78
3563,90.22,897.0,21.08721,0.164,1.4
3564,22.73,636.0,14.51143,0.11,0.79
3565,167.06,1047.0,3.244107,0.041,0.79
3566,16.64,515.0,13.297004,0.093,0.59
3567,112.21,830.0,3.173315,0.036,0.59
3568,144.96,826.0,11.837549,0.098,1.05
3569,304.08,994.0,6.791636,0.068,1.05
3570,16.66,513.0,25.193458,0.155,0.77
3571,43.26,651.0,12.31043,0.096,0.77
3572,19.37,535.0,56.4159,0.3024,1.16
3573,83.16,829.0,15.163161,0.127,1.13
3574,143.92,951.0,10.043686,0.097,1.13
3575,40.1,531.0,45.348269,0.236,0.88
3576,101.55,670.0,22.597053,0.148,0.88
3577,6.44,406.0,31.200751,0.172,0.67
3578,20.91,545.0,12.904532,0.095,0.67
3579,124.74,882.0,12.162701,0.097,0.94
3580,381.46,1166.0,5.262155,0.055,0.94
3581,874.56,1387.0,8.25629997,0.085,2.19
3582,225.33,1180.0,13.391635,0.117,1.57
3583,716.09,1576.0,5.629021,0.066,1.57
3584,333.56,1056.0,7.630004,0.078,1.22
3585,808.09,1317.0,3.930821,0.05,1.22
3587,19.79,530.0,62.784697,0.326,1.31
3588,90.35,775.0,20.09838,0.152,1.31
3589,8.17,414.0,28.906009,0.166,0.67
3590,17.82,503.0,16.092361,0.112,0.67
3591,49.85,677.0,27.014976,0.182,1.22
3592,139.11,875.0,12.509529,0.109,1.22
3593,168.29,873.0,14.172327,0.115,1.18
3594,689.91,1242.0,4.920199,0.057,1.18
3595,33.15,720.0,19.986326,0.141,0.84
3596,64.44,851.0,12.125934,0.101,0.84
3597,548.1,1272.0,5.028219,0.056,0.91
3598,966.59,1467.0,3.282807,0.042,0.91
3599,2014.66,1761.0,1.897806,0.029,0.91
3600,103.76,729.0,16.725948,0.126,0.84
3601,453.87,1054.0,5.535309,0.06,0.84
3602,53.47,660.0,30.092568,0.201,1.14
3603,91.88,755.0,20.053763,0.154,1.14
3604,384.63,1081.0,6.849692,0.075,1.14
3605,17.06,443.0,67.968015,0.313,0.99
3606,41.74,554.0,34.763278,0.2,0.99
3607,54.2,647.0,19.02293,0.14,0.9
3608,361.51,1040.0,4.57953,0.054,0.9
3610,9.9,458.0,39.7922,0.2076,0.77
3611,22.79,564.0,21.302,0.1368,0.77
3612,43.31,656.0,13.36731,0.1003,0.79
3613,4.21,391.0,14.871572,0.094,0.47
3614,40.3,687.0,2.732756,0.03,0.47
3615,28.68,575.0,72.379334,0.36,2.02
3616,107.58,800.0,26.84768,0.186,2.02
3617,3.76,357.0,53.578637,0.253,0.69
3618,5.99,401.0,37.815724,0.201,0.69
3619,314.93,848.0,12.51616,0.11,1.05
3620,1873.31,1326.0,3.281959,0.045,1.05
3621,66.87,729.0,17.784129,0.137,1.05
3622,132.15,865.0,10.664903,0.098,1.05
3623,22.23,568.0,59.980627,0.312,1.28
3624,68.71,753.0,25.745718,0.178,1.28
3625,203.76,905.0,11.932125,0.107,1.49
3626,376.29,1054.0,7.542427,0.079,1.49
3627,1000.24,1347.0,3.614568,0.048,1.49
3628,36.67,543.0,37.866281,0.207,0.72
3629,207.34,838.0,10.327186,0.087,0.72
3630,33.95,568.0,55.188023,0.3,1.34
3631,411.9,1060.0,8.486616,0.086,1.34
3632,146.5,860.0,7.186434,0.075,1.06
3633,415.43,1116.0,3.289672,0.044,1.06
3634,191.0,928.0,16.21865,0.1283,1.63
3635,247.0,978.0,13.86825,0.1153,1.63
3636,11.0,464.0,77.095691,0.372,1.09
3637,16.19,512.0,57.68802,0.307,1.09
3638,47.94,671.0,25.563222,0.178,1.09
3639,6.6,411.0,83.488369,0.381,0.95
3640,21.8,554.0,34.060467,0.21,0.95
3641,4.62,402.0,49.499875,0.246,0.83
3642,19.4,576.0,16.85837,0.12,0.83
3643,69.57,793.0,6.475434,0.063,0.83
3644,209.37,913.0,13.121632,0.115,1.33
3645,844.98,1294.0,4.612696,0.057,1.33
3646,49.97,633.0,25.762294,0.179,1.07
3647,154.8,840.0,11.03189,0.102,1.07
3648,8.95,451.0,24.209842,0.146,0.67
3649,14.4,508.0,16.934402,0.115,0.67
3650,64.84,741.0,5.47666,0.054,0.67
3651,16.56,472.0,8.410894,0.065,0.5
3652,27.19,534.0,5.795278,0.051,0.5
3653,90.91,788.0,6.88727999,0.0657,0.77
3654,26.37,591.0,16.332995,0.118,0.78
3655,50.39,694.0,10.05537,0.085,0.78
3656,1.99,318.0,142.544247,0.5177,0.78
3657,6.71,431.0,57.24809,0.287,0.85
3658,11.98,498.0,37.054919,0.214,0.85
3659,83.24,782.0,26.136,0.1786,1.25
3660,138.41,888.0,17.849,0.1385,1.25
3661,257.72,1037.0,11.189562,0.104,1.53
3663,94.49,763.0,12.247629,0.105,0.93
3664,248.27,972.0,5.929778,0.065,0.93
3665,133.26,888.0,17.265427,0.138,1.36
3666,438.94,1196.0,7.05677,0.076,1.36
3667,65.71,705.0,27.320871,0.183,1.0
3668,180.55,908.0,12.79836,0.11,1.0
3669,23.81,654.0,23.851549,0.168,1.02
3670,134.36,1008.0,6.511127,0.071,1.02
3671,25.83,575.0,9.387427,0.077,0.62
3672,35.37,622.0,7.415563,0.066,0.62
3673,2.67,360.0,125.596809,0.488,0.98
3674,27.33,643.0,21.963945,0.153,0.98
3675,57.93,746.0,23.22182,0.167,1.43
3676,206.07,1024.0,8.96855,0.088,1.43
3677,3111.32,1897.0,1.64422461,0.0293,1.34
3678,44.83,658.0,39.459357,0.242,1.47
3679,77.29,754.0,26.234138,0.185,1.47
3680,160.26,905.0,15.170318,0.128,1.47
3681,25.67,539.0,42.473269,0.242,1.02
3682,45.42,622.0,27.666313,0.182,1.02
3683,237.43,940.0,8.01041,0.08,1.02
3684,422.1,1085.0,5.195528,0.06,1.02
3685,154.65,946.0,22.824669,0.178,1.85
3686,274.32,1092.0,14.844387,0.134,1.85
3688,58.65,796.0,10.558345,0.091,0.8
3689,101.84,914.0,6.988055,0.069,0.8
3690,159.94,1023.0,4.977656,0.055,0.8
3691,428.52,1143.0,9.341,0.0893,1.74
3692,53.56,680.0,44.431014,0.257,1.74
3693,119.65,831.0,24.310856,0.172,1.74
3694,256.61,1005.0,13.726976,0.117,1.74
3695,376.21,1017.0,9.693201,0.093,1.76
3696,1589.01,1458.0,3.292781,0.045,1.76
3697,74.36,749.0,20.678772,0.154,1.3
3698,206.91,967.0,9.600001,0.092,1.3
3699,1652.5,1625.0,2.024823,0.033,1.3
3700,32.03,592.0,67.844469,0.356,1.85
3701,721.12,1290.0,6.562331,0.075,1.85
3702,39.48,656.0,25.09849,0.168,1.07
3703,97.21,822.0,12.758005,0.107,1.07
3704,300.98,1090.0,5.470319,0.061,1.07
3705,7.05,386.0,24.08821,0.135,0.53
3706,16.82,480.0,12.551158,0.087,0.53
3707,7.25,427.0,34.21154,0.189,0.72
3708,19.99,550.0,15.995622,0.114,0.72
3709,53.71,703.0,7.626324,0.07,0.72
3710,6.07,346.0,32.134328,0.159,0.49
3711,13.89,425.0,17.28111,0.105,0.49
3712,35.98,540.0,8.457496,0.065,0.49
3713,27.68,573.0,15.955387,0.116,0.72
3714,66.58,714.0,8.25978,0.075,0.72
3715,53.18,691.0,41.02902,0.2535,1.82
3716,74.72,752.0,31.7844,0.2138,1.82
3717,123.69,853.0,21.77596,0.1662,1.82
3718,241.76,1009.0,13.17562,0.1189,1.82
3719,744.01,1336.0,5.66793,0.0677,1.82
3720,11.87,402.0,18.684737,0.113,0.52
3721,40.69,547.0,7.416397,0.061,0.52
3722,22.02,475.0,71.312,0.354,1.06
3723,57.08,602.0,34.921,0.2199,1.06
3724,7.59,387.0,13.969457,0.09,0.49
3725,28.27,537.0,5.212333,0.047,0.49
3726,73.06,682.0,2.549575,0.029,0.49
3727,180.64,781.0,6.766888,0.066,0.8
3728,303.62,889.0,4.580358,0.051,0.8
3729,783.45,1127.0,2.248329,0.032,0.8
3730,12.08,498.0,38.715185,0.22,1.0
3731,53.04,721.0,12.762172,0.105,1.0
3732,210.55,1017.0,4.544439,0.053,1.0
3733,38.44,635.0,13.97939968,0.1074,0.83
3734,7.23,410.0,51.805612,0.26,0.84
3735,194.34,935.0,4.385315,0.05,0.84
3736,650.01,1292.0,3.553822,0.046,1.18
3737,1774.33,1659.0,1.678327,0.028,1.18
3738,203.41,996.0,4.337234,0.051,0.89
3739,735.18,1373.0,1.653888,0.027,0.89
3740,80.1,752.0,13.093921,0.11,1.19
3741,296.15,1042.0,4.915379,0.057,1.19
3742,101.62,1002.0,17.934937,0.142,1.11
3743,280.56,1292.0,8.371554,0.085,1.11
3744,349.64,1026.0,0.74296,0.013,0.53
3745,56.65,652.0,2.896,0.033,0.53
3746,3.63,328.0,22.7802,0.13,0.53
3747,10.68,451.0,8.7522,0.09,0.53
3748,22.02,514.0,5.90124,0.05,0.53
3749,17.96,528.0,31.781925,0.191,0.9
3750,136.34,876.0,6.941357,0.069,0.9
3751,253.66,1023.0,4.362705,0.051,0.9
3752,96.51,762.0,11.815007,0.105,1.19
3753,333.15,1039.0,4.662715,0.056,1.19
3754,81.76,837.0,8.77501,0.083,0.94
3755,151.65,976.0,5.524242,0.061,0.94
3756,37.38,577.0,6.827766,0.058,0.52
3757,164.78,837.0,2.240508,0.027,0.52
3758,1.72,291.0,265.469335,0.791,1.04
3759,6.67,409.0,96.101141,0.402,1.04
3760,149.98,890.0,5.960392,0.064,0.95
3761,488.67,1195.0,2.461069,0.035,0.95
3762,51.5,683.0,32.273273,0.208,1.54
3763,143.33,883.0,14.970418,0.125,1.54
3764,165.82,754.0,19.747412,0.153,1.47
3765,4124.02,1685.0,1.772419,0.031,1.47
3766,72.46,744.0,19.738286,0.145,1.19
3767,201.36,960.0,9.176092,0.087,1.19
3768,3.66,353.0,92.876125,0.392,0.88
3769,7.11,417.0,56.47542,0.281,0.88
3770,45.97,665.0,13.930698,0.111,0.88
3771,13.49,484.0,87.6451,0.4,1.22
3772,35.25,615.0,42.6318,0.26,1.22
3773,91.47,781.0,20.8613,0.16,1.22
3774,2.14,204.0,105.356383,0.401,0.72
3775,99.49,531.0,5.923653,0.059,0.72
3776,58.68,714.0,15.38231,0.123,0.94
3777,108.64,833.0,9.694928,0.09,0.94
3778,44.0,739.0,13.0729,0.1068,0.81
3779,59.7,797.0,10.4208,0.0917,0.81
3780,6.18,390.0,44.840975,0.227,0.72
3781,21.98,535.0,17.326644,0.12,0.72
3782,70.45,716.0,7.240193,0.067,0.72
3783,127.25,830.0,4.646186,0.05,0.72
3784,236.11,1000.0,3.20538,0.0399,0.83
3785,25.52,576.0,16.738661,0.121,0.79
3786,65.1,728.0,8.291,0.0752,0.8
3787,112.91,836.0,5.487,0.0571,0.8
3788,397.25,1137.0,1.49914695,0.0232,0.73
3789,33.16,611.0,9.653471,0.08,0.69
3790,73.6,746.0,5.315946,0.054,0.69
3791,139.15,875.0,3.295709,0.039,0.69
3792,25.85,521.0,7.061149,0.057,0.48
3793,145.44,802.0,1.937055,0.024,0.48
3794,4.58,392.0,127.282184,0.503,1.22
3795,31.25,634.0,30.184104,0.193,1.22
3796,68.93,725.0,13.751243,0.112,0.9
3797,238.48,989.0,5.419026,0.06,0.9
3798,665.44,1278.0,2.508553,0.036,0.9
3799,43.25,516.0,40.714955,0.232,0.9
3800,265.19,812.0,10.446347,0.094,0.9
3801,1.96,308.0,143.34394,0.5,0.95
3802,6.22,411.0,60.323105,0.3,0.95
3803,16.38,524.0,29.33434,0.18,0.95
3804,20.17,534.0,38.285489,0.22,1.03
3805,69.96,729.0,15.054786,0.118,1.03
3806,198.55,946.0,6.885875,0.07,1.03
3807,622.07,1258.0,2.927128,0.04,1.03
3808,1.72,277.0,77.473633,0.305,0.58
3809,8.7,416.0,22.92881,0.136,0.58
3810,24.71,540.0,10.475464,0.08,0.58
3811,6.86,409.0,74.920137,0.336,0.92
3812,16.46,509.0,38.871826,0.217,0.92
3813,0.62,274.0,63.33627,0.255,0.48
3814,1.41,337.0,34.14211,0.169,0.48
3815,2.9,403.0,19.850291,0.118,0.48
3816,14.8,606.0,5.8416366,0.0521,0.48
3817,6.5,495.0,10.864384,0.079,0.48
3818,104.96,533.0,33.884054,0.192,0.9
3819,192.14,621.0,21.526258,0.142,0.9
3820,391.01,741.0,12.645164,0.099,0.9
3821,151.49,895.0,6.6264,0.071,0.98
3822,329.8,1087.0,3.701212,0.048,0.98
3823,7.29,466.0,54.155743,0.286,0.96
3824,28.94,657.0,19.254196,0.144,0.96
3825,24.32,563.0,20.834237,0.141,0.83
3826,50.92,678.0,11.97901,0.097,0.83
3827,103.0,808.0,7.055679,0.068,0.83
3828,242.42,1001.0,3.715335,0.045,0.83
3829,394.3,1130.0,2.580827,0.035,0.83
3830,332.74,1035.0,5.700786,0.065,1.02
3831,627.37,1212.0,3.546511,0.047,1.02
3832,6.6,437.0,36.77031,0.205,0.74
3833,22.64,594.0,14.589347,0.11,0.74
3834,34.4,715.0,13.28613,0.1087,0.73
3835,55.9,777.0,10.33974,0.0919,0.73
3837,4.88,394.0,125.8518,0.51,1.0
3838,27.37,607.0,34.545,0.21,1.0
3839,12.66,570.0,56.633742,0.287,1.09
3840,53.15,815.0,19.305772,0.14,1.09
3841,247.3,1197.0,6.097326,0.065,1.09
3842,12.46,513.0,44.851896,0.246,1.03
3843,35.75,667.0,20.342199,0.145,1.03
3844,22.4,539.0,29.221289,0.176,0.86
3845,188.48,919.0,5.914323,0.061,0.86
3846,384.29,1098.0,3.468095,0.042,0.86
3847,925.92,1367.0,1.796302,0.027,0.86
3848,137.07,851.0,6.186676,0.064,0.81
3849,428.41,1131.0,2.633867,0.036,0.81
3850,9.04,478.0,37.514456,0.213,0.81
3851,38.37,686.0,12.699149,0.104,0.81
3852,0.95,240.0,92.743711,0.341,0.57
3853,16.26,488.0,11.008151,0.082,0.57
3854,24.11,484.0,44.347,0.2269,0.89
3855,52.35,588.0,24.806,0.154,0.89
3856,116.12,717.0,13.638723,0.106,0.9
3857,195.94,817.0,9.220524,0.082,0.9
3858,2.51,321.0,148.2720032,0.5456,0.88
3859,35.2,513.0,36.337373,0.215,0.9
3860,118.25,694.0,14.646008,0.117,0.9
3861,279.08,1088.0,4.807091,0.056,0.89
3862,821.89,1425.0,2.139542,0.032,0.89
3863,35.9,509.0,8.9858,0.081,0.7
3864,62.58,585.0,5.9123,0.062,0.7
3865,35.74,574.0,54.414,0.2901,1.07
3866,60.16,774.0,35.736,0.2236,1.07
3867,249.02,1104.0,12.309681,0.112,1.75
3868,49.15,702.0,51.078775,0.294,2.94
3869,99.27,836.0,30.160546,0.207,2.94
3870,83.9,778.0,33.006,0.2129,1.69
3871,198.25,964.0,17.324,0.1385,1.69
3872,11.27,489.0,48.648,0.2642,1.03
3873,19.79,563.0,31.884,0.1994,1.03
3874,58.59,739.0,14.12841,0.119,1.05
3875,59.44,671.0,35.676062,0.224,1.38
3876,171.82,875.0,16.088134,0.132,1.38
3877,311.76,1015.0,10.300682,0.098,1.38
3878,36.52,678.0,33.197861,0.204,1.01
3879,147.81,961.0,11.634788,0.101,1.01
3880,74.89,865.0,8.014927,0.073,0.81
3881,285.64,1209.0,2.936532,0.037,0.81
3882,141.13,777.0,10.937304,0.091,0.93
3883,310.76,947.0,6.057342,0.061,0.93
3884,801.74,1200.0,2.971353,0.038,0.93
3885,189.34,954.0,5.24972541,0.0558,0.87
3886,119.63,850.0,7.41086267,0.0702,0.87
3887,75.96,759.0,10.43547805,0.0881,0.87
3888,62.24,756.0,25.262887,0.18,1.46
3889,178.36,984.0,11.476094,0.107,1.46
3890,115.56,810.0,6.54628992,0.0668,0.82
3891,11.07,481.0,31.3309,0.191,0.59
3892,28.68,610.0,15.3348,0.118,0.59
3893,416.58,875.0,8.127899,0.081,0.96
3894,730.77,1007.0,5.326718,0.061,0.96
3895,13.66,471.0,83.446393,0.391,1.27
3896,64.93,695.0,25.934138,0.18,1.27
3897,2.65,301.0,28.464515,0.154,0.56
3898,17.58,484.0,6.87745,0.06,0.56
3899,45.84,615.0,3.353728,0.037,0.56
3900,5.59,421.0,107.723601,0.457,1.03
3901,230.4,1066.0,6.61833,0.071,1.03
3902,10.35,476.0,67.831024,0.319,1.1
3903,18.94,554.0,43.130617,0.236,1.1
3904,65.36,755.0,17.028937,0.127,1.1
3905,220.33,1022.0,6.846262,0.069,1.1
3906,15.35,511.0,140.101261,0.566,1.55
3907,79.48,772.0,40.806231,0.249,1.55
3908,5.99,386.0,47.332773,0.242,0.79
3909,24.31,548.0,16.568087,0.12,0.79
3910,25.26,618.0,21.853722,0.152,0.88
3911,50.17,734.0,13.060855,0.108,0.88
3912,14.51,505.0,24.570858,0.156,0.79
3913,45.78,672.0,10.381227,0.088,0.79
3914,6.78,372.0,76.050178,0.332,0.86
3915,132.13,782.0,8.187399,0.075,0.86
3916,1.75,276.0,46.827915,0.22,0.57
3917,31.79,652.0,3.543919,0.039,0.57
3918,4.82,385.0,17.2559,0.10725,0.51
3919,7.6,431.0,12.28,0.08551,0.51
3920,15.05,530.0,36.924931,0.217,0.9
3921,113.45,879.0,8.115317,0.079,0.9
3922,7.99,470.0,33.653079,0.193,0.92
3923,27.79,642.0,13.19722,0.103,0.92
3924,24.53,567.0,24.664551,0.16,1.04
3925,142.63,881.0,6.581484,0.066,1.04
3926,553.53,1237.0,2.382667,0.034,1.04
3927,98.9,897.0,10.681572,0.096,1.3
3928,221.1,1097.0,5.839172,0.064,1.3
3929,457.07,1315.0,3.38802,0.045,1.3
3930,1225.93,1681.0,1.620493,0.027,1.3
3931,1686.09,1710.0,1.04562266,0.0192,0.86
3932,83.26,807.0,9.946047,0.092,0.93
3933,174.4,971.0,5.714606,0.063,0.93
3934,38.84,686.0,18.746477,0.139,0.91
3935,67.22,787.0,12.412183,0.105,0.91
3936,184.34,1013.0,5.826662,0.064,0.91
3937,24.08,563.0,18.119869,0.13,0.79
3938,51.27,680.0,10.281951,0.089,0.79
3939,194.35,949.0,3.783986,0.046,0.79
3940,20.51,499.0,10.848463,0.08,0.55
3941,39.26,587.0,6.668391,0.058,0.55
3942,3.55,360.0,99.640161,0.404,0.89
3943,17.48,536.0,30.133001,0.182,0.89
3944,38.95,655.0,16.514043,0.122,0.89
3945,203.17,990.0,4.790936,0.053,0.89
3946,21.46,579.0,17.648312,0.127,0.81
3947,71.5,782.0,7.156804,0.069,0.81
3948,148.1,938.0,4.148141,0.048,0.81
3950,210.17,934.0,12.7207,0.1101,1.32
3951,542.96,1185.0,6.238297,0.0685,1.32
3952,4.47,332.0,15.368459,0.097,0.48
3953,12.53,429.0,7.113702,0.058,0.48
3954,24.26,554.0,3.306539,0.035,0.48
3955,22.46,598.0,16.239494,0.123,0.83
3956,79.31,819.0,6.308205,0.066,0.83
3957,19.21,530.0,20.477912,0.14,0.77
3958,53.9,686.0,9.439452,0.084,0.77
3959,216.11,970.0,3.33616,0.042,0.77
3960,43.21,667.0,11.187161,0.095,0.83
3961,141.61,896.0,4.60182,0.052,0.83
3962,240.15,998.0,3.21982106,0.04,0.8
3963,9.49,445.0,36.277108,0.202,0.8
3964,25.15,568.0,17.460812,0.124,0.8
3965,77.75,753.0,7.49019,0.071,0.8
3966,31.27,622.0,20.050401,0.14,0.8
3967,81.57,791.0,9.767292,0.087,0.8
3968,242.47,1038.0,4.311792,0.05,0.8
3969,21.72,559.0,20.026218,0.142,0.84
3970,115.5,850.0,5.715442,0.062,0.84
3971,20.5,613.0,14.496481,0.109,0.85
3972,43.77,742.0,8.20395,0.075,0.85
3973,5.88,397.0,36.065978,0.189,0.67
3974,23.6,562.0,12.718092,0.094,0.67
3975,59.84,696.0,7.953528,0.074,0.74
3976,142.74,864.0,4.144495,0.048,0.74
3977,81.51,792.0,18.998355,0.138,1.29
3978,601.89,1305.0,4.244384,0.051,1.29
3979,144.83,915.0,12.3335,0.106,1.07
3980,252.25,1050.0,8.1453,0.08,1.07
3981,4.32,366.0,56.228098,0.268,0.76
3982,34.75,616.0,11.763051,0.095,0.76
3983,35.87,568.0,50.447,0.2747,0.96
3984,98.46,731.0,23.654,0.1658,0.96
3985,213.48,888.0,13.233549,0.115,1.43
3986,592.3,1146.0,6.155557,0.069,1.43
3987,2500.59,1642.0,2.090876,0.034,1.43
3988,60.64,687.0,8.103636,0.071,0.72
3989,124.96,823.0,4.715106,0.05,0.72
3990,3.8,329.0,23.968127,0.132,0.51
3991,15.63,469.0,8.295611,0.065,0.51
3992,1.33,306.0,46.183669,0.213,0.55
3993,4.03,401.0,20.060548,0.122,0.55
3994,14.2,555.0,7.824904,0.065,0.55
3995,44.0,731.0,3.340222,0.037,0.55
3996,273.3,1025.0,7.21205,0.077,1.11
3997,1007.72,1420.0,2.711506,0.04,1.11
3998,6.2,390.0,60.418955,0.287,0.76
3999,85.13,751.0,8.472382,0.077,0.76
4000,116.52,806.0,11.379349,0.101,0.97
4001,410.58,1104.0,4.431222,0.054,0.97
4002,6.27,393.0,19.271566,0.114,0.49
4003,14.88,488.0,10.065275,0.074,0.49
4004,2.98,359.0,91.773242,0.38,0.82
4005,11.82,506.0,32.625555,0.191,0.82
4006,161.04,896.0,15.274299,0.124,1.55
4007,257.39,1008.0,10.7421,0.099,1.52
4008,14.33,496.0,42.42720032,0.2274,1.01
4009,1740.86,1664.0,1.43474156,0.0252,1.03
4010,17.02,508.0,58.6017925,0.2996,1.0
4011,85.76,776.0,25.0824626,0.1685,1.2
4012,15.69,508.0,89.722292,0.394,1.2
4013,10.34,480.0,78.1000231,0.3625,1.21
4014,356.54,1108.0,4.27103091,0.0514,0.92
4015,124.87,794.0,2.89221751,0.034,0.63
4016,1.3,267.0,187.747029,0.5791,0.79
4017,995.67,1319.0,2.54307286,0.0358,0.99
4018,766.34,1558.0,2.16845259,0.0337,1.0
4019,146.36,849.0,10.3039,0.091,1.06
4020,107.22,786.0,13.0241,0.107,1.06
4021,51.12,653.0,22.6845,0.155,1.06
4022,32.34,582.0,31.9996,0.195,1.06
4023,19.53,513.0,46.6888,0.25,1.06
4024,5.65,376.0,118.3807,0.466,1.06
4025,153.88,1008.0,12.691112,0.107,1.15
4026,45.34,743.0,31.719775,0.198,1.15
4027,238.51,1000.0,6.42200058,0.0684,1.34
4028,3.58,393.0,81.3151059,0.3483,0.91
4029,22.98,546.0,51.3285623,0.2731,0.94
4030,160.28,736.0,19.79191978,0.1473,1.15
4031,813.52,1321.0,5.03728015,0.0628,1.41
4032,47.18,729.0,4.42157218,0.0471,0.68
4033,2399.97,2199.0,1.25275217,0.0239,1.17
4034,2387.26,1897.0,0.57103852,0.0126,0.82
4035,206.41,1063.0,4.51005748,0.0511,0.84
4036,11.38,787.0,37.6467384,0.2466,1.06
4037,677.5,1356.0,3.341815,0.046,1.16
4038,2.48,333.0,224.784608,0.761,1.16
4039,43.14,609.0,9.69312032,0.0754,0.7
4040,118.52,938.0,8.79617863,0.0872,1.15
4041,254.96,918.0,14.36267939,0.1239,1.54
4042,22.85,558.0,42.3004954,0.2415,1.17
4043,39.32,631.0,14.97435694,0.1102,0.83
4044,516.1,1381.0,23.5540725,0.2134,1.73
4045,15.79,488.0,41.6977827,0.233,0.93
4046,194.98,938.0,4.79028459,0.0546,0.93
4047,20.01,502.0,38.6715075,0.2079,0.97
4048,182.69,938.0,8.3265153,0.0812,1.17
4049,123.82,809.0,8.408878,0.076,0.84
4050,24.25,538.0,28.574263,0.172,0.84
4051,206.87,1027.0,2.94902905,0.0369,0.74
4052,205.27,1008.0,13.15141081,0.1187,1.59
4053,23.26,526.0,42.1917357,0.2315,0.89
4054,190.02,1061.0,4.33946454,0.0497,0.9
4055,50.78,621.0,2.85234897,0.0305,0.34
4056,41.04,778.0,17.6700642,0.1348,0.94
4057,4.55,374.0,108.593329,0.4126,0.93
4058,160.76,994.0,5.12330347,0.0556,0.95
4059,6.45,424.0,61.6178167,0.302,0.91
